Attribute,TFIDF
dislike,5.298317367
display,96.66946329
displayed,5.298317367
displays,5.298317367
distant,5.298317367
dividends,5.298317367
do,23.40971622
docent,5.298317367
document,5.298317367
does,25.82215618
dollar,5.298317367
done,18.44439727
donut,12.59911523
dot,4.605170186
dots,5.298317367
double,15.8949521
doubt,14.02623159
doubtful,5.298317367
doubts,5.298317367
download,10.51967369
downloaded,9.210340372
downloading,16.79882031
downs,4.605170186
downside,13.81551056
drain,14.50211047
drained,9.210340372
draining,18.44439727
drains,9.210340372
drastic,4.605170186
draw,3.912023005
drawback,8.399410156
dream,5.298317367
driving,5.298317367
drop,19.69387502
dropping,9.210340372
drops,5.298317367
dual,16.76203609
due,28.96988242
dummy,5.298317367
duplicate,5.298317367
dying,5.298317367
e,0
eager,5.298317367
ear,3.562330507
earlier,18.44439727
early,3.352407217
earn,3.912023005
earned,9.210340372
earphone,35.40763407
earphones,9.210340372
earpieces,9.210340372
earth,5.298317367
ease,5.180534331
easier,5.298317367
easy,5.298317367
echo,5.298317367
Eda,5.298317367
edge,19.56011503
edges,9.210340372
edited,5.298317367
edition,13.81551056
effect,9.210340372
ejector,5.298317367
eliminating,5.298317367
else,5.991464547
email,8.399410156
emails,5.298317367
embarrassing,5.298317367
emu,13.81551056
enabling,5.298317367
end,7.330325855
endeavor,5.298317367
ended,3.912023005
engineer,4.605170186
engineered,5.298317367
enjoyed,5.298317367
enjoying,5.298317367
enough,12.40437116
entertainment,5.298317367
enthusiast,5.298317367
entire,12.59911523
environments,5.298317367
epic,5.298317367
equal,4.199705078
essential,5.298317367
etc,10.05722165
eve,0.809680997
evening,5.298317367
everybody,9.210340372
everyday,5.298317367
everyone,15.64809202
everything,41.00052014
evident,5.298317367
ex,0.891598119
excellent,46.46725615
exceptional,5.298317367
exchange,25.7510066
exchanged,5.298317367
excited,12.59911523
excitement,5.298317367
exciting,5.298317367
exhaustion,5.298317367
existing,5.298317367
exiting,5.298317367
expandable,5.298317367
expect,16.32176663
expectation,13.40962887
expectations,12.59911523
expected,35.53378412
expecting,10.59663473
expensive,18.44439727
experience,51.83728336
exploring,5.298317367
exposure,9.210340372
extension,5.298317367
extent,5.298317367
external,5.298317367
extra,8.399410156
extraordinary,5.298317367
eyes,9.210340372
f,0.226281406
fa,4.444147907
fabulous,5.298317367
face,53.15870526
faced,23.46685052
facial,5.298317367
facing,15.64809202
fact,15.50546395
factors,5.298317367
fades,5.298317367
failed,5.298317367
failing,5.298317367
failure,5.298317367
fair,5.298317367
fake,5.298317367
fall,4.605170186
falling,5.298317367
FALSE,9.210340372
family,9.210340372
fan,26.59260037
fancy,9.210340372
fans,5.298317367
fantastic,12.59911523
fare,5.298317367
fast,19.13088427
faster,23.46685052
fastest,12.59911523
faulty,26.81925774
favorite,5.298317367
fax,5.298317367
feature,16.63553233
features,48.15891217
feedback,5.298317367
feel,28.69457387
feeling,15.64809202
feels,40.31420626
feet,5.298317367
felt,16.79882031
figure,5.298317367
filled,4.605170186
final,7.824046011
find,27.9098351
fine,21.03934738
finger,35.62330507
fingerprint,83.69077145
fingerprints,5.298317367
fingers,5.298317367
finish,8.399410156
finished,5.298317367
fire,5.298317367
firing,5.298317367
first,42.82210365
fix,16.76203609
fixed,9.210340372
flagship,40.41165831
flagships,9.210340372
flash,7.824046011
flashlight,5.298317367
flashy,5.298317367
flickering,5.298317367
flip,5.298317367
fluid,15.64809202
fluidity,5.298317367
fluidized,5.298317367
focus,5.298317367
foil,5.298317367
follows,5.298317367
foodie,5.298317367
force,5.298317367
foremost,4.605170186
forget,5.298317367
forgot,9.210340372
former,5.298317367
forums,5.298317367
found,21.03934738
fragile,9.210340372
frame,5.298317367
free,18.60655674
freeze,3.912023005
freezes,12.59911523
frequent,7.824046011
friend,6.704814435
friendly,5.298317367
friends,18.44439727
front,29.00422094
frustrated,5.298317367
fulfilled,5.298317367
full,26.10379884
function,7.013115795
functionality,9.210340372
functions,5.298317367
funny,5.298317367
future,5.298317367
g,0.242432488
galaxy,12.59911523
gallery,5.298317367
game,22.1859362
gamer,9.210340372
games,32.18875825
gaming,36.57433932
gap,10.59663473
gave,15.64809202
GB,73.24613068
gen,10.39720771
generation,5.298317367
Geneva,5.298317367
genuine,12.59911523
gestures,12.59911523
get,45.18957955
gets,39.38775003
getting,41.44427465
giants,5.298317367
gift,5.298317367
gigs,9.210340372
gimmick,5.298317367
give,18.8310271
given,25.7510066
gives,23.46685052
giving,15.64809202
gladly,5.298317367
glamorous,5.298317367
glass,39.38775003
glitch,14.75551782
glitches,9.210340372
global,9.210340372
gloves,5.298317367
go,11.63443243
god,9.210340372
goes,12.59911523
going,19.56011503
gone,15.64809202
gonna,12.59911523
good,115.7555792
Google,22.13327672
gorgeous,9.210340372
gorilla,15.64809202
got,55.08596237
gotta,5.298317367
grab,5.298317367
grains,5.298317367
grand,5.298317367
graphical,5.298317367
graphics,9.210340372
great,104.5633991
Grey,5.298317367
grill,5.298317367
grills,5.298317367
grip,4.605170186
gripe,5.298317367
ground,4.605170186
gs,1.714798428
guard,9.210340372
guess,9.210340372
guy,7.013115795
guys,23.47213803
h,0.123750807
had,17.53278949
half,18.60655674
ham,20.1144433
Hamsun,47.98884424
hand,4.815891217
handle,14.75551782
handled,5.298317367
handling,5.298317367
handover,5.298317367
hands,12.40437116
handset,8.399410156
handshake,5.298317367
handsome,5.298317367
handy,5.298317367
hang,3.543913684
hanging,12.8755033
hangs,30.17166496
happen,7.377758908
happened,10.59663473
happens,9.210340372
happy,18.44439727
Harbin,5.298317367
hard,17.40253256
hardware,18.44439727
harsh,5.298317367
harts,5.298317367
hate,4.605170186
have,23.02585093
having,5.298317367
head,7.58847994
headache,5.298317367
headline,5.298317367
headphone,69.21034082
headphones,23.46685052
headset,4.199705078
headsets,9.210340372
hear,6.704814435
heard,15.64809202
hearing,5.298317367
heat,12.03972804
heated,12.59911523
heating,29.00422094
heats,9.210340372
heavier,9.210340372
heavy,33.7609286
heftier,5.298317367
height,5.298317367
hell,7.377758908
hello,5.298317367
help,22.53213077
helpful,5.298317367
helps,5.298317367
hf,5.298317367
hi,0.653926467
hiccup,5.298317367
hides,9.210340372
high,14.50211047
higher,12.59911523
highlights,5.298317367
hit,3.912023005
Hoboken,5.298317367
hold,3.912023005
holding,9.210340372
holds,5.298317367
home,9.210340372
homophone,13.81551056
honer,5.298317367
honest,3.912023005
honor,21.19326947
hooked,5.298317367
hope,29.95732274
horizontal,5.298317367
horrible,9.210340372
hot,2.407945609
hour,15.7765645
hours,58.09175882
hows,3.506557897
hr,6.43775165
hrs,22.13327672
huge,23.46685052
hunt,5.298317367
hurry,5.298317367
hydroplane,5.298317367
hype,14.02623159
hyped,9.210340372
i,0.954781906
icicle,5.298317367
id,3.870336105
idea,7.824046011
ideal,4.605170186
ii,23.46685052
image,19.31325495
images,15.64809202
immediate,4.199705078
immolating,5.298317367
impact,5.298317367
implementing,5.298317367
important,5.298317367
impressed,22.13327672
impression,9.210340372
impressive,21.03934738
improve,9.015179715
improved,32.95305501
improvement,26.81925774
inch,12.59911523
included,10.59663473
includes,5.298317367
including,12.59911523
inclusion,5.298317367
inconvenient,5.298317367
incorrect,5.298317367
increase,3.912023005
increased,9.210340372
increases,5.298317367
increasing,9.210340372
incredible,13.81551056
India,12.59911523
individual,5.298317367
industry,10.59663473
infarct,5.298317367
information,9.210340372
initial,5.298317367
innards,5.298317367
install,9.210340372
instances,5.298317367
instant,8.399410156
intelligence,5.298317367
interest,4.199705078
interesting,9.210340372
interface,5.298317367
intermodule,5.298317367
internals,5.298317367
INTERNET,18.44439727
interns,5.298317367
introduction,5.298317367
intrusive,9.210340372
invested,5.298317367
investing,5.298317367
investment,5.298317367
invisible,5.298317367
invite,5.298317367
Ir,9.210340372
irritating,5.298317367
is,5.013612251
ism,4.605170186
issue,41.51828017
issues,54.07057877
jack,72.70887632
jacks,5.298317367
jaw,5.298317367
jealous,9.210340372
jig,4.605170186
job,12.59911523
juice,5.298317367
justified,9.210340372
k,2.684500802
keep,22.53213077
keeping,5.298317367
kept,9.210340372
key,3.912023005
keyboard,9.210340372
keys,5.298317367
kill,3.101092789
killer,28.96988242
killing,5.298317367
kills,5.298317367
kind,23.46685052
know,39.38775003
kudos,5.298317367
lack,5.991464547
lacking,5.298317367
lacks,5.298317367
lag,13.76278999
lagging,9.210340372
lags,11.26897464
lake,5.298317367
laptop,5.298317367
large,7.824046011
larger,5.298317367
last,35.39003141
lasted,9.210340372
lasting,12.59911523
lasts,21.03934738
latest,12.59911523
laugh,4.605170186
laughter,5.298317367
launch,21.03934738
launched,5.298317367
layer,5.298317367
laying,2.995732274
leading,5.298317367
learn,5.298317367
least,26.81925774
led,19.72083218
left,14.75551782
lens,15.64809202
less,28.69457387
lesser,5.298317367
let,10.63704015
level,9.210340372
lg,4.605170186
library,5.298317367
lie,2.590267165
life,76.1680667
light,44.13840445
lightening,12.59911523
lighting,4.605170186
lightings,5.298317367
lightning,5.298317367
liked,12.59911523
liking,5.298317367
limited,5.298317367
line,17.53278949
Linette,5.298317367
link,5.298317367
list,7.377758908
listed,5.298317367
listen,4.605170186
listening,5.298317367
little,22.50728573
live,4.605170186
lives,5.298317367
ll,0.363843433
loading,3.912023005
location,9.210340372
lock,23.82355903
lode,15.64809202
log,3.912023005
logical,5.298317367
long,7.395312067
look,16.77897146
looking,27.9098351
looks,46.62480898
loose,10.59663473
lose,3.912023005
lost,12.59911523
lot,45.75096656
lots,9.210340372
loud,13.29630018
louder,5.298317367
loudspeaker,4.605170186
loudspeakers,5.298317367
love,31.30329291
loved,15.64809202
lover,5.298317367
loves,4.605170186
loving,12.59911523
low,24.14156869
lower,3.352407217
lowest,5.298317367
lowlight,9.210340372
lox,5.298317367
loyal,5.298317367
Lyndon,5.298317367
m,0.030151008
machine,5.298317367
made,18.44439727
magic,5.298317367
magnet,9.210340372
mails,4.605170186
main,6.43775165
maintain,8.399410156
maintained,5.298317367
major,15.64809202
make,23.93334033
makes,21.03934738
making,15.64809202
malfunctioning,5.298317367
man,1.30933332
manage,7.013115795
manageable,5.298317367
management,12.59911523
manufacturing,5.298317367
many,39.38775003
maps,15.8949521
mare,5.298317367
mark,18.03035943
marked,5.298317367
market,26.10379884
marketing,16.79882031
marks,5.298317367
marvelous,5.298317367
masterpiece,9.210340372
match,24.54590528
material,13.81551056
matter,15.64809202
max,3.912023005
maximum,12.59911523
McBride,5.298317367
mean,7.377758908
meaning,5.298317367
means,12.59911523
Meggi,5.298317367
memory,9.210340372
mention,3.688879454
mentioned,12.59911523
mentioning,5.298317367
message,4.605170186
messages,5.298317367
messed,5.298317367
mi,17.40952391
Mic,5.298317367
micro,5.298317367
midnight,12.59911523
mids,5.298317367
migrated,5.298317367
min,6.43775165
mind,12.59911523
mine,5.298317367
minimal,5.298317367
minimum,9.210340372
minor,12.59911523
mints,5.298317367
minute,3.912023005
minutes,41.99705078
mirror,5.298317367
misguides,5.298317367
miss,17.40253256
missing,15.64809202
mistake,5.298317367
misused,5.298317367
mob,2.162823151
mobile,88.29099653
mobiles,19.56011503
mod,1.660731207
mode,68.59193712
model,16.76203609
models,12.59911523
moderate,19.56011503
modules,5.298317367
moment,5.298317367
Monday,5.298317367
money,54.07057877
monster,5.298317367
month,17.3025852
monthly,5.298317367
months,54.39561047
mood,5.298317367
moot,4.080441657
more,4.605170186
morning,12.59911523
most,2.525728644
motion,11.73606902
motor,5.298317367
Motorola,5.298317367
mouse,5.298317367
move,3.688879454
moved,3.912023005
movie,5.298317367
moving,4.199705078
mp,1.687940141
MSG,5.298317367
much,26.03224651
multi,3.506557897
multiple,15.64809202
multitasking,5.298317367
muns,16.79882031
music,12.59911523
n,0.015037625
named,5.298317367
Nanook,5.298317367
natural,8.399410156
nature,5.298317367
navigation,5.298317367
ND,23.46685052
near,3.218875825
necessary,4.605170186
need,30.03720751
needed,12.59911523
needful,5.298317367
needing,5.298317367
needs,24.54590528
negative,8.399410156
negatives,5.298317367
network,17.53278949
networks,5.298317367
new,64.86515298
news,5.298317367
next,20.97012591
nice,38.26715213
night,76.96842148
nimble,5.298317367
no,0.616186139
nobody,9.210340372
nodes,5.298317367
noise,5.298317367
noisiest,5.298317367
non,10.05722165
none,12.59911523
nonplussed,5.298317367
nonskid,5.298317367
normal,33.7609286
nosy,5.298317367
notch,49.30208045
note,31.01092789
nothing,21.03934738
notice,7.377758908
noticed,16.79882031
notification,40.41165831
notifications,9.210340372
Nov,19.56011503
novelty,5.298317367
November,10.59663473
number,12.59911523
numbered,5.298317367
nut,3.218875825
objects,5.298317367
observation,5.298317367
occasion,5.298317367
odd,9.210340372
offer,22.53213077
offering,9.210340372
offers,9.210340372
OK,24.80874231
okay,15.64809202
old,20.28415436
older,12.59911523
omission,5.298317367
one,3.665029019
ones,3.074234502
op,28.44404834
open,15.50546395
opened,5.298317367
opening,12.59911523
opens,5.298317367
operate,5.298317367
operating,9.210340372
operation,4.199705078
operations,9.210340372
opinion,5.298317367
opt,13.66684005
optimized,5.298317367
option,20.1144433
options,9.210340372
orange,9.210340372
order,18.60655674
ordered,15.64809202
ordinary,4.605170186
original,9.210340372
OS,38.26715213
other,11.26897464
others,19.31325495
output,9.210340372
outstanding,5.298317367
overall,30.27952411
overdrive,5.298317367
overlapping,5.298317367
overlarge,5.298317367
overpriced,5.298317367
owned,5.298317367
oxygen,34.57038048
oxygenation,5.298317367
oxygens,5.298317367
package,14.75551782
packaged,5.298317367
packaging,5.298317367
packing,12.59911523
paid,9.210340372
paint,5.298317367
panel,9.210340372
pap,36.97656034
paps,17.53278949
par,1.560647748
part,15.95556022
party,5.298317367
passed,5.298317367
passport,5.298317367
password,9.210340372
past,11.06663836
pathetic,12.59911523
pay,11.73606902
paying,5.298317367
pen,3.862043073
pending,4.605170186
penny,15.64809202
people,29.95732274
percentage,9.210340372
perfect,30.94751788
perfection,5.298317367
perform,1.560647748
performance,83.37254174
performing,5.298317367
performs,4.605170186
period,5.298317367
permanent,5.298317367
person,3.352407217
personal,3.506557897
perspective,5.298317367
phone,99.11539471
phones,69.72879319
photo,7.770801496
photograph,3.506557897
photographer,9.210340372
photography,12.59911523
photos,26.81925774
physical,9.210340372
pica,30.17166496
pick,4.605170186
picks,5.298317367
picture,49.72915441
pictures,35.94878728
pie,5.318520074
piece,17.40253256
pieces,4.199705078
pin,14.97866137
pitch,5.298317367
pix,5.800844187
pixel,34.11202068
pl,1.177484242
place,5.051457289
placed,4.199705078
places,5.298317367
plain,3.352407217
plan,7.824046011
planning,9.210340372
plastic,5.298317367
play,15.71199984
playing,34.11202068
please,24.54590528
pleasing,5.298317367
plug,9.210340372
plus,0.68319685
pm,4.199705078
pocket,11.73606902
pockets,5.298317367
point,12.9769389
pointless,5.298317367
points,5.298317367
poking,5.298317367
pol,7.377758908
policy,5.298317367
polished,5.298317367
polo,5.298317367
poor,41.94025183
popular,5.298317367
port,7.223836826
portrait,12.59911523
position,5.298317367
positives,5.298317367
possible,34.11202068
potshot,5.298317367
power,24.80874231
powerful,5.298317367
powerhouse,5.298317367
praiseworthy,5.298317367
prefer,9.210340372
premium,41.00052014
present,3.912023005
presentation,5.298317367
press,2.590267165
pretty,3.218875825
prevention,5.298317367
previous,23.20337675
prey,5.298317367
price,60.74638034
priced,14.75551782
prices,9.210340372
pricing,9.210340372
primary,5.298317367
prime,9.210340372
print,23.23771526
printer,5.298317367
prints,8.399410156
pro,2.853399552
problem,37.22964052
problems,19.56011503
proceed,5.298317367
process,2.900422094
processes,5.298317367
processing,9.210340372
processor,20.1144433
processors,5.298317367
product,62.9156114
products,9.210340372
profit,5.298317367
progress,4.605170186
progressed,5.298317367
promised,5.298317367
promoted,5.298317367
promotion,5.298317367
proof,5.298317367
proper,6.43775165
pros,34.80506512
protector,16.79882031
proved,5.626821434
proves,5.298317367
provide,8.701266281
provided,31.01092789
providing,9.210340372
proximity,5.298317367
pub,34.11202068
publicity,5.298317367
pull,5.298317367
purchase,17.68010051
purchased,31.90464303
purchasing,9.210340372
pure,4.605170186
purple,5.298317367
purpose,9.210340372
pursuit,5.298317367
push,4.605170186
pushing,10.59663473
put,16.8804643
putted,5.298317367
putter,5.298317367
putting,5.298317367
qt,4.605170186
quad,5.298317367
quality,118.6269008
question,5.298317367
quick,10.51967369
quiet,16.79882031
quota,5.298317367
r,0
radiation,10.59663473
radiogram,5.298317367
ragbag,5.298317367
rage,2.590267165
raised,5.298317367
ram,50.56685778
ran,1.897119985
random,5.298317367
rang,2.900422094
range,23.96585819
rank,4.605170186
ranking,5.298317367
ranks,5.298317367
rapid,4.199705078
rate,16.85561926
rated,3.912023005
rates,5.298317367
ratting,5.298317367
rd,5.465966935
reaching,5.298317367
read,4.707756775
reader,18.44439727
reading,5.298317367
ready,8.200104027
real,3.79423997
realize,5.298317367
rear,18.44439727
reason,20.97012591
reasonable,5.298317367
reasons,5.298317367
rebooting,5.298317367
receive,2.813410717
received,39.38775003
reception,5.298317367
receptive,5.298317367
recognition,21.03934738
recognize,8.399410156
recognizes,5.298317367
recognizing,5.298317367
recommend,27.33368009
recommended,12.59911523
record,4.605170186
recording,10.59663473
red,4.681943245
reduce,8.399410156
reduced,9.210340372
reedit,5.298317367
refitted,5.298317367
refund,20.99852539
regards,5.298317367
register,5.298317367
regret,15.64809202
regular,11.73606902
relative,5.298317367
release,8.399410156
released,5.298317367
relier,5.298317367
rely,3.352407217
remain,7.824046011
remaining,5.298317367
remains,5.298317367
remarkable,5.298317367
remember,5.298317367
removal,9.210340372
remove,4.199705078
removed,12.59911523
removing,9.210340372
renders,5.298317367
repair,5.298317367
replace,10.93347204
replaced,13.81551056
replacement,36.87647939
replacing,5.298317367
report,4.605170186
reported,5.298317367
representative,5.298317367
reputation,9.210340372
request,8.399410156
requested,5.298317367
require,4.605170186
required,5.298317367
requiring,5.298317367
reset,5.298317367
resistance,5.298317367
resolution,12.59911523
respects,5.298317367
respond,4.605170186
responding,5.298317367
responsive,15.64809202
rest,14.97866137
restart,4.605170186
restarted,5.298317367
retail,5.298317367
retain,5.298317367
reticulates,5.298317367
return,20.1144433
returned,9.210340372
review,46.93370104
reviewed,5.298317367
revolution,5.298317367
rewarding,5.298317367
rich,5.298317367
ridiculous,4.605170186
right,12.32552011
rights,5.298317367
ring,6.238324625
rise,3.912023005
rock,8.399410156
rocks,5.298317367
rogue,5.298317367
ROM,12.59911523
room,10.59663473
rotate,5.298317367
round,7.061635162
rounded,5.298317367
rounder,5.298317367
route,5.298317367
rs,3.9372893
rude,5.298317367
run,12.8755033
running,12.59911523
runs,5.298317367
rush,5.298317367
s,0.130654366
safety,5.298317367
said,16.79882031
sake,5.298317367
sale,12.59911523
Salomo,5.298317367
same,5.298317367
sample,5.298317367
Samsonite,5.298317367
sanctimoniously,5.298317367
satisfaction,9.210340372
satisfied,25.7510066
saturation,5.298317367
saver,5.298317367
saves,5.298317367
say,44.14549826
saying,15.64809202
says,9.210340372
scanner,51.78532452
scanning,9.210340372
scape,28.96988242
scene,9.210340372
scenes,5.298317367
scope,5.298317367
scores,5.298317367
scratch,12.59911523
