Product Name,Brand Name,Price,Rating,Reviews,Review Votes
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Awesome!,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,4,Does all the basics. Microphone when talking to Siri or voice to text does not work. Otherwise it is adequate.,2
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,4,"Pretty good physical condition, works well",1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Works perfectly.,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,I'm very happy with it,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,great,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Its in great condition and functions well like I bought it brand new!,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,1,I was very excited when I got my phone but when I went to go activate it at my Verizon the phone was reported lost an stolen was not very pleased with that,5
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Great product! Good deal.,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Everything was spot-on with the description. Charged right up with zero glitches! Another plus...came a day earlier than the ETA!!,2
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,"Very happy with my purchases. Love the phones,",1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,My son is very happy with thus phone. I purchase a use phone that came in great shape and looked like it's never been used. It was well worth the money!,2
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,2,The phone I received was not described as in the post. The screen was clearly replaced but not replaced properly making the multi-touch defective in some spots. Also the speaker does not work. Not something I would buy again.,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,This is an excellent product.The 64GB memory is the most important factor for me.The phone is my main entertainment center for almost constant travel.My only caveat is the battery charge life. I bought an external battery that seconds as a robust cover.,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Just as described,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,AAAAAAAAAAA++++++++,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,"Fast delivery, good product, thanks.",0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,not a bad phone,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,4,The volume is not as good as my last Ipone. Otherwise it is great. Very satisfied.,2
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,3,The audio jack has static coming from itTried everything still static coming from itDisappointed in that Everything else good,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,"Just as advertised!!!Shipped and Arrived in good timeiPhone arrived in original packaging, with original Apple charger and headphones. Even had the apple sticker!",0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Excellent product . A plus seller.,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,The iPhone 6 that I bought .it work so good and I am satisfied and it is very good Tnx Amazon,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Bought for my youngest son...He loves it...well pleased..,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Very satisfied!,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Arrived early exactly in condition as promised and was extremely happy with the price and product,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,1,the touchscreen was completely unresponsive after two weeks without me dropping it or anything.,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Exactly what it was said to be,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,"I love it. I was worry at first to buying an used phone from online because I was paying a lot of money for something that I have never seen specially for an electronic device, but I actually love with my purchase. The phone is in a very good condition. I hardly recommend buying it.",1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,It was awesome 💯😍,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,1,"The screen stopped working after 4 months of use. Now I have to replace my phone with a brand new one, this was a very costly mistake. Don't waste your money with these phones.",0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Great unit I love it!!,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,It was just as described. Very happy with the phone.,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Phone has worked out very wdll,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,1,"If there was a way to give this seller and product zero stars, I would. Bought the iPhone for my boyfriend who had his original phone stolen. All was well, until about two months into it when the screen began to pop up a bit. Went to the apple store to have it checked out - they open it up and see that NONE of the hardware is made in America, or Apple, at all. All products were made in China. As soon as the phone is closed back up, the screen no longer turns on. Apple told me to immediately destroy the phone and get in contact with the seller and Amazon in order to find out the origin and get my money back - I'll be doing just that.",0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,3,"The glass screen started to rise and come off from the cell phone in less than 1 month, and finally where it looked like it was glued on, completely just want to pop off. I do have an otter box for it, and I would notice the screen wanting to keep coming off when I took it out of its case. Everything else worked fine, but ere I am buying another cell phone 4/5 months later because now since the glass is lifted off, I can no longer use it because it doesn't detect touch commands and the screen is just plain black.",1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Great phone with lots of capabilities,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,"Works great. Came in flawless condition as well! Glad I got the 64gb. Lots of storage for pics, vids, apps ect. Awesome buy for the price!!",0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,The iPhone arrived on time brand new as promised.,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,came in as expected,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,"I love this phone, so easy to use.",1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Very happy with my IPhone.,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,great product fast shipping,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,3,"The phone is fine, but it was advertised as new. It wasn't. There was a phone number in it and I had to go to verizon to delete the number, get another sim to put my number in.",1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Great phone!,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,1,bad,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,EXCELLENT PRODUCT...WITHOUT ANY MARKS OF USAGE,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,1,I was scammed into this purchase. I lost a lot of money to this spammer. This product was shipped to Ghana. to a Samuel Autoeye,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Great,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,GREAT,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,1,"Phone came bent, all chipped up all around the corners and sides. Thumb print scanner hardly works half the time.",2
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Love my new iphone! expensive to pay for a 1g plan at virizen ($50). But the phone was like new and works great!,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,4,The phone is ok apple could've done better with the ear piece it can be hard to hear the person you're talking to and but the phone being a sim phone the phone signal suck big time.,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,love it and it lives up to all the hype!,2
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,"Got my phone 3 days earlier than expected, looks brand new and have no problems that I've notice so far! Absolutely love it!",2
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Great price and the phone was like brand new!,2
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,"Had no problem activating (verizon), works perfectly, and you can't be the price.",4
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,very good,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Love it!,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Everything as advertised. Fast shipping,3
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,4,Everything was right but they give me some cheap headphones,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,3,"Ordered the silver one with a white front and was sent the black space grey one I actually was trying to avoid while searching for an iPhone 6. The phone works great though so I can't complain too much, just wish I would've gotten the color I wanted",0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,1,"Despite claiming the product only has minor cosmetic defects possibly and has been tested by professional technicians, the front camera does not work. I am disappointed that this product was able to pass any seller or professional's quality standards as a properly refurbished product. Not only does this cause me a significant inconvenience in that I will have to find a way to return it, but I will also have to be without a working phone when I am waiting for calls regarding important personal commitments.",6
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,"I really love this phone ,though it was going t be too big but not really that bad.I had been using 4s and really liked how I could fit it into a fron pocket ,but after waiting too long decided to go with this size iPhone and try it out.Battery life is excellent and the bigger screen is worth carrying around the size.So here s so helpful information (I bought a used one ),the phone is unlocked as a modelA1549 ,no matter if the person who brought it from Verizon leased or bought it out right.That is just how Verizon does it ,there is only one USA model A1549 ,I am not sure if a GSM seller such as t-mobile just deactivated the CDMA capabities or the firmware doesn't have them.So I knew this and bought it to use on T-mobile (actually this is better that a GSM only phone because you can sell it to anyone once you are done with it),the Hotspot feature and WiFi calling both work ,just search wifi calling after you put in your SIM card .Then the first time you use the phone it will ask you to confirm your 911 address ,then you just turn it on and off .Okay now to the great part ,I took a chance on Warehouse deals and it paid off.If you look at a phone for sale by AWD,you will notice just a condition is given (all description as other warehouse deals).The lowest deal ""acceptable ""means this for sure no original box ,no charger and no earbuds.The ""good ""means maybe one of those things is included but not all.The ""very good ""means everything but original box and condition must match (signs of wear but no dents,not many marks or scratches) and like new means just that looks new with everything original.Now if you go for the lowest condition as I did ,you can receive a ""like new looking phone"" with nothing else or a slightly beat up one with scratches on glass.And you can receive any condition in between just no extras.When I ordered the phone ,it stated that it would take a while to get it (AWD doesn't always have the phone ready ,just one matching the description from whoever they bought it from),so basically they uses the lowest ""acceptable "" as a hedge against someone complaining.The phone I got was completely ""like new"" and they threw in a plastic bag with charger and earbuds,and the price was cheaper that any other seller on here by quite a bit also.Take a chance on AWD ,if you are unhappy you can return ,plus they have the best customer service.",1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,4,Good product and quick shipping. No complaints.,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,absolutely love it!,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Great phone thank you,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Great All Around. Highly recommend this seller,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,2,"The front flash make all my pictures black. If it wasnt for that, i would give it 5 stars because iPhones are the best. But that is just a seller issue, not a phone issue",0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Everything is good tx,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,This is the first iPhone I have had so far it is great.,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,1,Waste of money. Very frustrating. When I spend more than the equivalent a truck payment on a phone I expect it to activate. Hopefully the return goes better.,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Very Good,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,1,This is the first negative review I have ever written. The phone was expensive and when it arrived not only was it so scratched up on the screen (definitely not normal wear and tear) but the phone did not work! Callers could not hear me. Very frustrating experience and first time I had a bad experience ordering through Amazon.,17
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Product description far exceeded expectation,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Shipping was quick and even came two days early! Item was exactly as described. Thanks!,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,"The phone shipped in 2 days, 5 days sooner than expected! Great service and nice phone. Thank you!",1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,1,"The specific one I got had minor defects that made the phone unusable, I recommend proceeding with extra caution buying used iPhones",2
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Went great,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,4,"Works as expected since I bought it several months ago. As everyone knows, it is bigger (but thinner) than the iPhone 5. Took it to Verizon and got it hooked up to our network without incident. Saved about $200 doing it this way (with a refurbished phone).",0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,4,"Showed up on time, exactly as described. Sealed packaging, charger included, earbuds as well. Looks brand new, activated within seconds thru Verizon.",1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,No problems here!,2
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Great phone had no problems with connecting the phone,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,1,"I received this phone and immediately took it to Apple to have diagnostics run on it. Before they even ran tests, he noticed that the screen has a slight upward bend in it. It's so slight, that I didn't even notice it. However, if I'm going to pay $480 for a phone that is not longer under warranty, I don't want to run the risk of it breaking one month and not being able to return it. After looking up the phone, it says that the previous owner kneeled on it and cracked the screen. At this point, its more worth it to buy a phone on a payment plan through verizon with a warranty, than to risk this. I wish I was able to keep this phone because in the long run its cheaper, but after reading some reviews, I feel like the smarter decision would be to return it.",1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,This phone was purchased as a gift. We had to go to Verizon for a SIM card but the phone works great.,3
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,My iPhone 6 doing good running and I love it this iPhone 😊,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,amazing,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Received phone promptly & was exactly as described. They even included a couple screen protectors with wipes and starter case to use in a pinch. Phone was in near excellent condition & very clean.Took phone to Verizon for the real test of actually switching to them from my current carrier and had no issues.I'll definitely look to you guys again for my phone purchasing in the future!,2
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,I bought this phone and I absolutely love it! It's just like brand new as if I went and bought it directly from the Apple Store! Not a scratch on it! I received two cases and a charger with it. I couldn't be more happier. Thanks so much for the awesome purchase!!,2
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,The phone is great,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,I want another one same phone.Help me to get a new one,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,"Quick shipping, no issues so far with the ordered item works great and fast.",0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,"I purchased the phone as a gift for my wife, and she is very pleased with it.",0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Love it. Work great with Tracfone carrier.,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,IT IS THE BEST PHONE I VEER HAD. I KNOW I WILL HAVE IT FOR LONG TIME. THANK YOU AMAZON FOR PICKING OUT THE SELLER.,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,"Very Good Product, Grandson Is very proud of it.",0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,4,"The product itself I love. (the iphone 6) This listing though is a little misleading. It does NOT come with an SIM card. This ad says it is for Verizon wireless network, but when I took it to the Verizon store, they said it is not a Verizon phone. They also said it should have came with and SIM card. If it weren't for my daughter having and iphone on my account, I would NOT have been able to activate this phone. That being said. Did not like the hoops that I had to jump through to get the phone working, but since I have got it working, I really do like the iphone 6!!!",3
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Best iPhone ever!,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,The phone came on time! And is a perfect phone!,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,This item was exactly what I expected and works just fine Very pleased with my purchase. It arrived on time and just as it was advertised.,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,4,To sum it up for you in comparison to ANY OTHER PHONEPros:it looks good and it worksCons:needs an external backup battery to last through a work dayneeds protector caseneeds screen protectorneeds money for apps monopolistmy old phone didn't need any of that,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Great phone and works as it should,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Great apple product. Highly recommend,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Phone came true to details. Looks like a brand new phone.,2
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Arrived quickly and it works perfectly.,1
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Best deal ever!,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,2,"The phone had scratches as stated, but when I talk to Siri or on the phone it can't hear me , same with videos if someone says anything you can't hear it. And the battery came defected I go from 90 percent to 70 percent in 10 minutes.",7
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,My son is very happy with his new phone. I have not received any complaints so that is a plus.,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Looks and works just as said! Fast shipping. Thank you!!!,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,"I have nothing but good to say about this product, it looks brand new and works great. All I did was put the sim in and it worked, I am very impressed with cellcow and hope that this review was helpful.",3
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,The iPhone made it before Christmas. It was a great gift. Thanks for the great phone,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,"Slim, Sleek, and fast. This phone is everything and above what I could ever hoped it would be. Fast processing, amazing quality on both screen resolution and picture quality. The size does take some time to get use to especially if you are switching from a smaller phone, but it is well worth the adjustments.",3
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,vse ok!,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Yes! The wider screen is better but everything else the same I like it anyway Apple quality products are always ambitable.,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,This the perfect size for a phone. Is easy to hold. Again Apple hit it with the style of the IPhone.,2
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,"Very fast shipping, good and fast comunication, item as discrived plus a little extra! Would buy again from this seller and and I 100% recomend ir!!!",3
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Would definitely buy again,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,3,"The battery dies really fast. Other than that, everything has been working great.",0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,use good,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,4,"Great phone, great service and shipping, headphone jack isnt working properly unfortunately.",0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,4,Great!,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,"The phone came on time, the item was doubled up with packaging. I had to buy the SIM card from Verizon but no issues at all to connect. My Granddaughter is enjoying her iPhone 6.",0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,1,"After spending 4 HOURS AT VERIZON on my day off trying to activate this phone, only to find out from Apple and Verizon that this phone is an AT&T Iphone 6. I am so beyond angry. Ruined my Saturday. Thanks a lot. Sending it back NOW",0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,1,stolen not new. sent back immediately.,0
"Apple iPhone 6 (4.7 inch - diagonal), 64GB, Verizon Wireless (Silver)",Apple,559.95,5,Lovely. Exactly what i want,0
