Mobile,Rating,Date,Review
,5,17-Oct-18,"i was bit confused before buying this one plus 6 but during sale i got 1 for my self at a very reasonable cost
for 8gb nd 128 gb variant i must say phone is a real beast it chrges from 30 to 80 in 10 minss
camera is super nd it has a very prenium built quality battery lastss long
in short i must say u will not regret buying this phone its really wrth the cost nd a supr flagship phone"
,1,08-Oct-18,This is misunderstanding to customer because of no any standard for prices
,5,06-Oct-18,"What can we expect in a RS. 35,000 device..??
Everything but not the features of devices of more than Rs. 70,000. But that's not the case with the OnePlus 6. The best phone under 40,000. Camera, best. Display, best. Battery life, freaking epic. Built quality, well you feel it in your hands first(amazingly premium). The best buy in phones because of the features and the price point."
,5,19-Oct-18,"First of all my grievance is that i had ordered it on 10th of August and after 3days seller has shipped this order, may be it is because of sale. But the delivery boy is awesome and nice to talk with he suggested me to open the box in front of him and took video of that also. I have to say that the phone is very premium and nice to hold. Screen quality is just awesome but the battery life is not that great it is not bad but not as expected when you have AMOLED display but the charger that comes in a box is fabulous. Everything is great in this phone considering price. You can purchase this phone blindly."
,1,12-Oct-18,Amazon is selling the defective phone in this sale. The slow motion camera is very bad and dark like a VGA CAMERA. please don't buy 64GB version.
,4,22-Sep-18,"So I eventually but the bullet and on recommendations from my colleagues went ahead and bought the one plus 6

Right from placing the order to receiving it was totally seamless.

Been using the product for a week now and totally thrilled with the overall performance. Serves my purpose as a phone and the battery life is great. The flash charge is great.
Overall a happy customer.....
Keep up the great work Amazon"
,3,18-Oct-18,"Sometimes after using mobile for 20-30 mins and lock, it is not unlocking using finger automatically, I have to press power button and unlock it again. Most of the time auto brightness is not working. Tried to replace phone, and it is redirected to customer care. Once communicated to customer support, they promised that they will call me next day with some solution. Now it is 3rd day, no call and no mail regarding the issue raised. Tomorrow is last day for return. Bad experience after shopping during big billion days..."
,2,03-Nov-18,"Overall this is one of best phone which I used , great photo and video quality, above average low light photo quality, bright display , long battery life and the most important things is very good performance (never seen any slowness issue)
Now the second part, I am not sure it is only bug in my phone but I am facing a pathetic call voice issue It drops voice call and sometimes difficult to understand what others are saying I intially thought it is network issue but when I compared to my other phone ( Sony Xperia XZ Premium) it was very clear in same. I contacted Amazon but as return window is closed I need to run behind service centers Very disappointed as need to repair my brand new phone now Amazon should change retun policy at least for expansive phone. In future better i will avoid these Chinese brand , Sony and other similar reputed brands are always better in quality as they do thorough testing at least basic features."
,5,14-Oct-18,"I have had been wanting to purchase oneplus phone for a while, had diviated after oneplus 2, but then, notch came, of which i wasn't a big fan of, waited for 6t, realised notch still there, and jack is being removed, happily took oneplus 6. It's pretty much an exceptionally good phone with a display, I mostly get mesmerised by, the duality of photo and video is pretty much as per my expectations, I'd love some more control over slow motion and timelapse though, but maybe after an update?
I've hit it with every heavy hd game I could find, and it worked happily, once after the initial loading, pubg loads in less than 10 seconds! Oh, and my antutu benchmark came as 2,90,000 or so :3 I'd say, if you're not interested in not having a jack port, and If you don't really care much about inbuilt finger print, you can go for this, though, perhaps 6t might have the new apeture settings which samsung has brought out, meh."
,5,23-Oct-18,"Check the photos I snapped using Oneplus 6 and you can judge it by yourself. Nowadays having depth in photos is very much trending, but the awesome thing which I personally like is the detailing of light the camera captured, never expected such awesome results. it can certainly compete with DSLRs in terms of composition. Apart from this very fast in focusing and capturing the image, that sunrise image I captured on moving vehicle, it's simply awesome.
Few other things which I find it unique and you won't find it any reviews are;
1. Text messages are automatically sorted in the inbox and it's easy to maintain important messages and notification SMS properly organized.
2. I have multiple Gmail accounts for official use and each account have multiple contacts stored in it, so after adding all those Gmail accounts in the phone it is only syncing contacts from my primary Gmail account and therefore my phone book contacts are not getting messed up.
3. Gesture control is awesome, it gives freedom to use the phone as per our ease and one can also customize it on different levels.
4. Network and internet speed is too good.
and I am sure there is much more in this phone as I will go exploring.
Apart from this, phone looks are pretty awesome and rich. It gives a premium feel and the phone is very much noticeable.
I am not a gamer so for me, battery is lasting almost 24 hours with frequent usage of fb, whatsapp, gmail, insta, google, skype and of course phone calls.
The only thing missing is an earphone, I think the company should provide that too, otherwise, phone comes with case cover and pre-installed screen protector.
Overall, you won't regret buying this phone. if you are landing in the range of 20-25k, then push a little bit and go for this phone it will be a paisa vasool for you.
I hope this review will be helpful. Good Luck."
,5,19-Oct-18,"Well, you know that feeling of awesomeness, when you get more than what you expect, this is what it is for me with this fantastic device.
Brief background: I've been the most loyal Iphone customer- bought each and every iphone device till 6S when it got launched and in the process spent a lot of money imagining I am 'investing' in the best. I loved iphone for their robustness and simplicity (yawn), and style (really).

This time around, I compared various devices: Iphone X, S9, Huawei phones and OnePlus 6 and wanted to break through my loyalty by buying a non apple product. It wasn't a simple choice to switch your loyalty, so has to be really an upswing to convince me.
I tested most of the products and ended up buying OnePlus 6. Below is the summary of Considerations, expectations and outcome after 2 weeks of using the device. I will compare it to my iphone 6S as that was my going out model.

1. Speed: I need good speed- as I do multiple things, apps, bookings, payments, excel sheets, ppt presentations, all thru the phone. I m not a gamer but probably use up more bandwidth and compute than what gamers do.
My iphone tired me no end and I believe the lack of compatability will make my iphone x experience similar if not worse.
Oneplus simply blew me away- blazing speed, accuracy, I don't make spelling mistakes when I write ( somehow I feel the keyboard is arranged suberbly well- Iphone was a disaster for me). The phone solved multiple small things for me- taking long screenshots, faster operations. I somehow feel, that my internet speed (dumber), is faster on Oneplus than Iphone.
2. Build: I wanted a phone just like iphone that's robust and strong. One Plus 6 is much better, sturdier and the touch-feel is superb.
3. Charging/Battery: Biggest concern with Iphone was the battery life and it still is for most apple devices. Oneplus is blazing fast charging with dashcharger, holds charge for atleast 1 day for me with extreme usage of the device. ( I use my phone for professional usage) v/s an Iphone 6s which would not even last me with 2.5 hrs of charge.
The charging cable is very robust, the charge connector all- are pretty high grade.
4. Photos/Pictures/Scan: My iphone 6S wasn't bad and I've seen Iphone X which is good but I wanted REAL like feel- finished and touched up a bit to give a ready to serve picture. Oneplus 6 exceeds my requirements here. Pics of my newborn daughter come out very neat and deep. The depth feature (probably using the 2nd camera) is amazing and the pictures does show her hair over the face, dimples and smirks.. basically if you are able to see the emotions thru the portrait - that defines the pic more than the mega pixels.
5. Size: Obviously the size is much better than iphone 6S whilst any other device could match it. Though the screen clarity and videos through my prime video are flawless - better than tv lcd.

4. Price: an obvious one- is super attractive for the device. With loads of features and high build grade, It definitely will make apple run for the money.

The only aspect that I miss are original oneplus earphones that should come with the device to make it a well packaged device to use.

Overall I think, I made a superb choice with this device. To me, if an Iphone X and OP 6 come within the same price range for similar specs, I would definitely still choose OP for it's speed, built and quality.

Wishing OP all the best. Please connect if you need any more details on phone usage or unique features or use ca"
,5,21-Feb-19,"For sure the best smartphone I ever owned - no schnickschnack but pure power, works ultrafast, great screen (even though I would like to have it a little bigger), regularly updated Android, never any issues with whatever apps, and the battery brings me over the day (mostly). Camera for most purposes ok (but I have my Sony Cam which I use still for videos and most of my still pictures), scans documents fine (using clearscan app) and works quite good for fast pictures in between. Has meanwhile even a great night mode.
Use the device with two LTE sims (Airtel and Jio), both work fine.
Charges ultrafast using the original charger as well as on my quickcharge powerbanks (from Mi) when I use the original cable. Fast data transfer to my laptop as well.
So I'm totally happy, nothing what I would ever miss here. Well, besides the display could be little bit bigger ... ;-)"
,3,17-Oct-18,"I had purchased midnight black and my device is handheld by myself only but after few days i saw that color from volume key is getting removed even while my product is being protacted by cover from the 1st day itself and 2nd reason was after spending more money didnt got any free screen replacement option.phone is good to use,smooth
camera 3.5*
Screen quality 4*
Speaker volume 2.5* they could have added dual speakers or increased the volume level.
Vibration sensitivity 2.5*
earphones volume clarity 4*
Software 4*
Charging 5*"
,4,18-Oct-18,"So i am writing this review after using the device for 1 week on Android pie (9.0):
Pros:
1) The amoled screen on this device is best in the class offers great viewing angles with deep black.
2) Battery on this device is just awesome i am getting over 6+hrs sot every time with gaming around an hour.
3) Speaker output is good considering single bottom firing speaker.
4) Camera on this device is good,takes some good day and night time photos.
5) Dash charge is awesome charges the phone completely in 70min.
6) Got this in awesome deal from amazon.

Now cons:
1) Output via 3.5mm headphone jack is bad ,i tried different earphones ranging from 2k to 12k but believe me audio is worst part of this device.
2) Glass back is a finger print magnet so use it with the supplied case in the box.
3) Bokeh effect/depth effect is a hit or miss from both cameras."
,4,23-Oct-18,"Good mob with 8 Gb Ram. Value for money high end mob. Looks stunning with Corning glass 5 & red looks.Great speed. Downside:SMSs can't be locked from inadvertent delete, can't move files by select & move but has cut & then go & past in new folder.Not as user friendly as Samsung. Samsung software is way ahead but Ram less of Samsung. Doesn't have SdCard slot which is huge negative point as vital data can't be copied for posterity & incase mob goes bad which Chinese mobs including Oneplus are quite notorious.Last 3 mob of One plus in my family went usesless after 2 to 2.5 yrs with total loss of data.Contacts are visible throughout & can't be hidden. There is no speed dial lkie Samsung. Overall decent mob."
,4,18-Oct-18,"Does it really need a review. Nevertheless here you go
Awesome camera quality
Amazing performance whether it's gaming or day-to-day usage you will never feel any lag or whatsoever.
Battery life is though good but not the best as compared to Zenfone 5Z which has same battery capacity
Build is amazing and you will feel it when you hold it. Although you will have to be extra careful while using with or without a case. Glass body
Speaker's are average again as compared to Zenfone 5z.
Call quality is excellent no network issues.
Super fast charging...
Both front and rear ?? is simply awesome
Clear and crisp pics even in low light. Video quality is also v nice
Value for Money ...Go for it or wait for 6T"
,4,15-Oct-18,"Jst like a normal android phone.you may find a littile amount of changes in this phone like picture quality display quality.camera quality is good and in output speaker sound quality is avarage but u find a decent amount of sound effects in headphone.
One thing i could not understand that After updating my one plus 6 to android pie issues regarding brightness problem and youtube fullscreen problem happened . before that update i usually put my phone's brightness to 20% but now i get that same kind of brightness on 70%.. what kind of problem is that.. not cool from oneplus.. it would be nice form you to find a way to fix it"
,5,15-Oct-18,"Just switched from the Poco F1 to the OnePlus 6. Both phones are excellent, but the OnePlus 6 is slightly better imo. This review intends to solely compare the OP6 to the Poco F1.

Poco F1 -
Pros-
1. Price - Unbeatable price!
2. Battery - The 4000 MAH battery of the Poco is an absolute delight. It lasted me 1 1/2 days of moderate to heavy usage, as compared to 1 day with the OnePlus 6.
3. IR face unlock - the face unlock on the Poco is better than the OP6 imo. It works in pitch dark settings and is faster. (Note: OP6 face unlock is also very very good, don't get me wrong!)
4. Speakers - The stereo-like speakers on the Poco trump the OP6's below average speakers.
5. Liquid cooling - I haven't tested the OP6 with heavy gaming so can't comment for the OP6, shall update after doing so. However, heavy gaming on the Poco is a joy, no heating whatsoever.

OnePlus 6- apart from the above features, the OnePlus 6 beats the Poco F1 hands down.
Pros-
1. Screen - AMOLED, much natural Colors and darker blacks.
2. Oxygen OS - much better than MiUI, cleaner with faster updates. Already have 9.0 Pie on my OnePlus 6, still waiting for the Poco update. Also, the gestures and other features on Oxygen OS are incredible.
3. Camera - again, haven't tested the OP6 camera heavily, so shall update when I do so. This one's a really close call. I really liked the Poco camera, but from my initial impressions, the OP6 just beats it.
4. Dash Charge - absolutely insane speed! Much better than the Poco quick charger.
5. Water resistance - although there is no official IP rating for the OnePlus, YouTube videos and reviews prove otherwise. The OP6 is as good as water resistant. The Poco, on the other hand, is not even splash proof.
6. Looks - the OnePlus is a much better phone in terms of looks and feel. I also love the alert slider on the OnePlus 6.
7. Price - Got the OnePlus 6 for a great price in the great Indian sale! For the sale price, I would blindly go with the OnePlus 6 over the Poco F1.

Performance - tie. Same processors, same results! Both are blazing fast. They breeze through anything you throw at them.

Conclusion - both are great phones, but if you manage to get your hands on a OP6 during the Amazon sale, I would go ahead and buy the OnePlus over the Poco without thinking twice!"
,1,11-Dec-18,"I bought this phone just 4 months back on Emi considering the best option in current phones, and was using it very well, and then suddenly 2 days back my phone felt into bucket filled with water, and as per committed by one plus 6 team, going with the thought that it is waterproof, i switched it on and boom the phone went off completely, when i showed it to nearest service centre they said as the water has lodged in to the ic the phone is not working and they asked me to change the Screen (Inr 10000) and Motherboard INR (22000) - Total Cost 32000, in this amount you could buy a new phone,and the denied considering any warranty for the phone as this was a case of Liquid spill... i really dont know how this service centre works, they did not even register my complaint and just told me nothing can be done.. cant imagine i just burned out 35000 in just a span of 4 months on this phone, also when the phone back cover was opned it seems to be a used one..
"
,5,30-Oct-18,"Screen quality is pretty amazing. Performance wise there are no lags observed even with multiple apps open in background.
Sound quality is average.
Camera quality is just superb. Portrait mode works pretty well with the edges in decent lighting conditions but I observed some smoothening happening in a bit low light conditions.
Selfies are also pretty amazing.
4k videos provide the real feel of the moments and 720p with 480fps capability is really good.
Battery life can support for just over one day with normal usage. Thanks to dash charging for charging from 10% to full in 45-50 mins."
,1,01-Nov-18,"One plus phone : 5+ star
Amazon customer service : Null Pointer Exception

I bought One Plus 6 on 9th October and got it delivered on 11th October. I tried to register for Free Damage Protection (servify / 811 kotak bank).
But I couldn't register as kotak bank was not providing offer and it was still showing on Amazon website.I dropped mail to Amazon, one plus and kotak bank and also discussed this matter with their customer service agents.
Most amazing reply was from Amazon . Amazon representative told that although they are promoting false promise but as the offer is provided by kotak bank , amazon will not take any responsibility.
Again amazon providing same offer for one plus 6t and they changed registration process this time.
I want to ask amazon if they are following good practice as they are not providing the services that they have promoted during their biggest festival sale."
,3,06-Oct-18,"processor is very good
speaker is not as good
video and audio recording quality is not good
cameras are normal
battery life is very good
looks are too good
amoled screen is also good
face unlock and fingerprint sensors are too fast"
,5,16-Feb-19,"This is a gorgeous phone with top-end specs, a good dual-camera and a lovely OLED display.
It bit more pricier than previous entries in the series,
but considering what you get that’s something we’ll take.

What OnePlus has done is nailed all the most important stuff and made a phone that offers excellent design,
specs and performance at a frankly ridiculous price. So for most people, the 6 is an absolute bargain.

Pros
A huge leap in design
Seriously fast
Dash Charge is still great, if slightly restrictive
A well-thought-out version of Android with great extras

Cons
Camera still needs improvement
Missing a few ‘flagship’ features"
,5,08-Oct-18,"Premium smart phone experience, with a higher midrange price. 8 gb RAM, Very good camera quality. Oxygen OS is very much fluid. Near about stock android experience, with little bit extra functionalities. Superior SD845 chip provides butter Smoot mobile experience. Responsive face ID, though it doesn't works in dark environment. It's touch response little bit slow. It has single audio speker. No wireless charging. Though the back of the phone made of glass. Screen quality is very good. Overall an very good product with a decent price point."
,2,01-Oct-18,"Phone is Good But We are facing Many Issues With Calls Especially Incomming Calls, Most Of The Incomming Calls are Noty Recived , Many People Said Me that the phone is going Switch Off and Not Reachable , Kindly Tell Us How and Where to get it Fixed Or Return It and Give Us a Replacement , We Have Tried Sim Card in My Old Note 8 To test Sim And is is working Absolutely Fine."
,1,08-Dec-18,"After using two months,a software updating was done.since then,calling number ,contact details are not coming when an incoming call comes,only ringtone is coming.unanle to answer any calls.All the way outs as suggested by customer care persons executed but problem remains same,After purchasing for nearly rs.43k,this problem makes me to worry a lot.who is there to say the solution.customer Carr's response is not satisfator"
,5,06-Mar-19,"Just one word for One plus, Wow!!!

I got for 25k during the sale. Thanks Amazon for giving all the offers during that period.

Things I liked:
1) Picture quality/Camera/Screen when it's ON,
everything on the screen is crystal clear.
2) Sound quality
3) Sleek design
4) Quality of the back case which came with box
5) Fast charging
6) Processor: super fast with no lag at all.

The only thing which I don't like in this phone is it's battery life. On heavy use I have to charge it twice a day but that's fine for me atleast.

It was delivered the very next day with good packaging."
,4,16-Oct-18,"It worth for money.
1. The quality of the picture in day time or light vision was so good. But the picture during night mode or low light, it's not good.
2. The front camera was good enough during both mode. Sound was good. Battery life stays for a day, if both internet options WiFi and mobile data is enabled. The battery life could have been better.
3. The back cover comes with box fits perfectly which makes us statisfy. All the 4 Conners were well designed. Its quiet difficult to hold as size is big, but it's good for movies.
4. Processor is designed well which maintains the fast and not like any another product which gets slow down after few days.
5. Headset is missing, but not a big deal. We can choose suitable one from market per requirement. Inbuilt radio option is missing which is quiet disappointment
Phone heats quiet and battery stays for a day.
Feeling little difficult to use Android as new OS and using Apple products previously"
,1,22-Nov-18,"I have used Samsung, apple, Nokia, MI till now at least two years. this is the first time i feel i should get rid of this phone at the earliest. unfortunately i bought this phone one month back and made factory reset and OS installation in service center twice because of so many issues. worst experience, i am surprised to see such a hype for this device. heating issue, battery drains fast, few apps do not work, second sim doesnt work sometime, dual app doesnt work, hangs and behaves weird sometimes.. not reliable at all. i paid very high price for this quality. i have never experienced such bad experience with Sumsung and Apple so far. Oneplus has a long way to reach their standards."
,3,06-Nov-18,"Phone has been upgraded to Android 9.0. Very aggressive battery and RAM management. Most aggressive I have experienced so far. And yet battery barely lasts for one day and average RAM usage is around 4GB on a regular basis. I don't play any games on mobile what so ever. No specific apps for social media like Facebook Twitter etc. Everything is handled on browser, that too very sparingly. Stand by battery consumption is poorer than my previous phone i.e Moto z play. This phone was blazing fast I must say but that too for only first few days. Now face unlock has slowed down considerably.
Not happy with RAM and battery management at all. I used to run activity tracking app on my Moto whole day without any problem. But oneplus just kills them in the background. Can't track activity on Apps like Pacer, Strava etc. I don't see what's the point of having 8 gigs of RAM if the phone needs to kill apps. And even then ironically avg RAM usage is 4gigs without any games, browser, social media apps, music or video running.
There is AMOLED screen but no always on feature. No extra ordinary screen resolution. Yet battery life is pretty much ordinary. One plus could have made the device a bit cheaper with LCD screen instead of AMOLED at least. For the premium of AMOLED over LCD I am only getting better contrast ratio and that too not par with the samsungs and apples.
Audio output of speaker is heavy on trebble side and lower frequencies appear to be muted gradually. 3.5 mm jack output is average with 16 ohms earphones. And with such battery performance never thought of connecting high impedance headphones.
On rear 20MP camera is pretty much useless for photos. It's just there for claiming that the phone has dual camera setup. Google has already shown that everything can be done with only one camera. And of course notch means there is no front flash.
Can't customize the slider button used to switch between silent vibrate and ring modes. That's pretty much fixed. I would have preferred I could turn on do not disturb with that button.
If not for assured software updates and little bit of water resistance, I would have opted poco f1. Built quality doesn't matter when you are going to keep the phone, which has glass on both front and back, inside a protective case.
The heat sink appers to be on the frame so phone gets really hot while performing tasks like navigation video calls etc if you keep it inside the case provided in the pack with phone."
,3,20-Oct-18,"Picture Quality is Good about not the best, I believe Selfie Camera could have been better ..
Pro Camera Mode , still lacks with feature ...
Sound is good, Oneplus6T has stereo speakers it seems.
Multiple Bluetooth Speaker connectivity is not there, OnePlus did not have update yet..!
Battery life is average.
Speed is wonderful, Snapdragon does it part.

Oneplus 6 is a really nice phone,I love it..!
Happy with the purchase..!"
,4,28-Oct-18,"My review is based on my thoughts and my experience which I never found on the internet while searching about this smartphone.
I would speak about an experience of people like me for whom this smartphone is the first flagship killer they ever bought.
1. This phone is damn fast and we all know that. So we never get to experience anything like a lag. A whole new experience for anyone for the ones who are planning to change their phone from budget to a mid-range flagship.
2. One shouldn't define it as flagship. It's not a flagship. It's a flagship killer which means you will have a flagship like experience on a smartphone which looks or feels like a budget smartphone when held in hand. It doesn't feel like using a true flagship device. note: If you have 10k extra go for the LG G7+ ThinQ. It is a complete package and a true flagship...!! Also, Pixel 2 XL is available at 40k during festival offers so you can have a look at it too.
3. My major questions when I was confused in between buying Oneplus 6 or LG G7+ ThinQ was
(i) which camera was better! Oneplus 6 or Lg G7+ ThinQ...?? The answer is LG G7 is better except for Oneplus has an edge over better video taking technology and better selfies.
(ii) Which screen feels better for the eye...?? The screen quality on LG G7+ ThinQ feels a lot better than Oneplus 6 despite G7 being an IPS display and Oneplus 6 an Optic AMOLED.
4. The audio quality is the biggest silent drawback of Oneplus 6. In other words, I never enjoyed while playing a song through my headphones.
Overall, I would definitely suggest buying a Oneplus smartphone to anyone for its amazing software, its speed, and performance for the given price"
,5,08-Sep-18,"Hello everyone,
This is d best product I ever used.
Forget I phone & other costlier phones .
This is d perfect package & worth of money.
Heads off to Amazon , got delivery in 2 days as they committed.
One plus 6 is ahead of every other device w.r.t performance. Best camera , best resolution , best memory management , ND u get d best gaming experience , only it has one lacking point that it doesn't have good sound range as it has only one speaker , hope they will improve this in next variant.
But over all completely satisfied with this"
,2,19-Oct-18,"thisi s my review after using 3 days.phone is good.camera quality is good in daylight and ok in low light.
face unlock is bad,even it open for others after failing with tap and swiping the screen.
battery life is ok not too good.one day max with minimum utilization.I could see there is 5% drop from night (10pm ) to morning 6am when it is in night mode on.I am facing only incoming call drops(not in network area).I switched to my old phone & had no issue.
Lodged a complaint with oneplus,they said it is network issue,raised a complaint with airtel.waiting for feedback from them"
,3,03-Mar-19,"This phone has amazing size.
This phone is better value for money than apple and pixel for the money they are charging.
The only reason why i gave 3 star rating is.
The apps / games sometimes don't support this phones ratio.
Just try playing angry birds and Banana kong . This is a really surprising issue which has not been fixed by One Plus.
If you want to play PUBG then that's another case . This issue affects old games which doesn't scale or detect and scale properly which latest games like PUBG can.
Having said not expected from phone costing 35k."
,4,28-Jan-19,"Performance is good, but has some issues. The mobile Internet on the phone stops working and required a restart almost 3 times a day.

The people at the sales outlet at Seawoods Grand Central Mall are not even willing to talk to you. They ask you to go to the service centre. They say that they don't know technical stuff, only information for selling. They perhaps are worried about customers getting influenced by the visit of a customer who has run into problems. Instead of reassuring the customer, they keep repeating - 'Go to the Service Centre. We don't know anything.'. This is is so so sad.

The people at the service centre say that it required a factory reset as there is some OS Corruption. This is strange. Additionally, they do not even have an option to help you with your data backup.

The only good thing they had at the service centre was good coffee. The place is worth a visit only if you want some good coffee. Service is not their forte. Thank you."
,4,07-Oct-18,It works great and is very snappy due to its animation but after a week of usage a slight problem was developed in the vibration motor which inspite of being in warranty was not repaired by the service center. Aside from this I do get an above average battery life which lasts full day with moderate usage whereas with heavy usage the device has to be charged for the second time in the evening. Camera is not exceptional but it’s good for the price.
,4,12-Oct-18,"After deciding among many android phones, i decided to buy One Plus 6 and it was a good decision. Phone has a crisp display and comes with lot of processing power. Loved the front camera, takes sharp pictures. Rear camera is also great however pictures may get blurry when subject is in slight motion. Looking for a good camera app that can help fix this.

Overall a great phone at this price point."
