,Mobile,Rating,Date,Review,Month,Year,Audio,Battery,Camera,Design,Fingerprint,Memory,OS,Performance,Others
11,,5,17-Oct-18, bit confused buying one plus sale got self reasonable cost GB ND GB variant must say phone real beast charges minds camera super ND premium built quality battery lasts long short must say u will regret buying phone really wrath cost ND spur flagship phone,Oct,2018,,Yes,Yes,,,Yes,,Yes,
12,,1,08-Oct-18,this misunderstanding customer standard prices,Oct,2018,,,,,,,,,
13,,5,06-Oct-18,what can expect rs device everything features devices rs but case one plus the best phone camera best display best battery life freaking epic built quality well feel hands first amazingly premium the best buy phones features price point,Oct,2018,,Yes,Yes,Yes,,,,,Yes
14,,5,19-Oct-18,first grievance ordered th august days seller shipped order may sale but delivery boy awesome nice talk suggested open box front took video also i say phone premium nice hold screen quality just awesome battery life great bad expected ambled display charger comes box fabulous everything great phone considering price you can purchase phone blindly,Oct,2018,,Yes,Yes,Yes,,,,,Yes
15,,1,12-Oct-18,amazon selling defective phone sale the slow motion camera bad dark like VGA camera please buy GB version,Oct,2018,,,Yes,,,Yes,,,
16,,4,22-Sep-18,so i eventually bullet recommendations colleagues went ahead bought one plus right placing order receiving totally seamless been using product week now totally thrilled overall performance serves purpose phone battery life great the flash charge great overall happy customer keep great work amazon,Sep,2018,,Yes,,,,,,Yes,
17,,3,18-Oct-18,sometimes using mobile muns lock unlocking using finger automatically i press power button unlock most time auto brightness working tried replace phone redirected customer care once communicated customer support promised will call next day solution now rd day call mail regarding issue raised tomorrow last day return bad experience shopping big billion days,Oct,2018,,,,,Yes,,,Yes,
18,,2,03-Nov-18,overall one best phone i used great photo video quality average low light photo quality bright display long battery life important things good performance never seen slowness issue now second part i sure bug phone i facing pathetic call voice issue it drops voice call sometimes difficult understand others saying i initially thought network issue i compared phone nosy Peria xx premium clear i contacted amazon return window closed i need run behind service centers very disappointed need repair brand new phone now amazon change rerun policy least expansive phone in future better will avoid Chinese brand nosy similar reputed brands always better quality thorough testing least basic features,Nov,2018,Yes,Yes,Yes,Yes,,,,Yes,
19,,5,14-Oct-18,i wanting purchase one plus phone deviated one plus notch came big fan waited t realized notch still jack removed happily took one plus its pretty much exceptionally good phone display i mostly get mesmerized duality photo video pretty much per expectations id love control slow motion time lapse though maybe update vie hit every heavy hf game i find worked happily initial loading pub loads less seconds oh an tutu benchmark came id say interested jack port if really care much inbuilt finger print can go though perhaps t might new aperture settings Hamsun brought hem,Oct,2018,,,,Yes,Yes,Yes,Yes,,
20,,5,23-Oct-18,check photos i snapped using one plus can judge nowadays depth photos much trending awesome thing i personally like detailing light camera captured never expected awesome results can certainly compete SLR terms composition apart fast focusing capturing image sunrise image i captured moving vehicle simply awesome few things i find unique find reviews text messages automatically sorted in box easy maintain important messages notification ams properly organized i multiple mail accounts official use account multiple contacts stored adding mail accounts phone syncing contacts primary mail account therefore phone book contacts getting messed gesture control awesome gives freedom use phone per ease one can also customize different levels network INTERNET speed good i sure much phone i will go exploring apart phone looks pretty awesome rich it gives premium feel phone much noticeable i gamer battery lasting almost hours frequent usage bf whatsoever mail inst Google pesky course phone calls the thing missing earphone i think company provide otherwise phone comes case cover reinstalled screen protector overall regret buying phone landing range k push little bit go phone will Passaic solvable i hope review will helpful good luck,Oct,2018,Yes,Yes,Yes,Yes,Yes,,,Yes,
21,,5,19-Oct-18,well know feeling awesomeness get expect fantastic device brief background vie loyal phone customer bought every phone device till s got launched process spent lot money imagining i investing best i loved phone robustness simplicity yawn style really this time around i compared various devices phone x s aweigh phones one plus wanted break loyalty buying non apple product it simple choice switch loyalty really upswing convince i tested products ended buying one plus below summary considerations expectations outcome weeks using device i will compare phone s going model speed i need good speed i multiple things paps bookings payments excel sheets opt presentations threw phone i m gamer probably use bandwidth compute gamers my phone tired end i believe lack comparability will make phone x experience similar worse one plus simply blew away blazing speed accuracy i make spelling mistakes i write somehow i feel keyboard arranged superbly well phone disaster the phone solved multiple small things taking long screen shots faster operations i somehow feel INTERNET speed dumber faster one plus phone build i wanted phone just like phone robust strong one plus much better sturdier touch feel superb charging battery biggest concern phone battery life still apple devices one plus blazing fast charging dash charger holds charge at least day extreme usage device i use phone professional usage vs phone s even last hrs charge the charging cable robust charge connector pretty high grade picturesqueness my phone s bad vie seen phone x good i wanted real like feel finished touched bit give ready serve picture one plus exceeds requirements pica newborn daughter come neat deep the depth feature probably using ND camera amazing pictures show hair face dimples smirks basically able see emotions threw portrait defines pix mega pixels size obviously size much better phone s whilst device match though screen clarity videos prime video flawless better TV LCD price obvious one super attractive device with loads features high build grade it definitely will make apple run money the aspect i miss original one plus earphones come device make well packaged device use overall i think i made superb choice device to phone x op come within price range similar specs i definitely still choose op speed built quality wishing op best please connect need details phone usage unique features use ca,Oct,2018,Yes,Yes,Yes,Yes,,,,Yes,Yes
22,,5,21-Feb-19,for sure best smart phone i ever owned schnitzel pure power works ultrafast great screen even though i like little bigger regularly updated android never issues whatever paps battery brings day mostly camera purposes OK i nosy cam i use still videos still pictures scans documents fine using clear scan pap works quite good fast pictures has meanwhile even great night mode use device two let seems air tel jig work fine charges ultrafast using original charger well quick charge power banks mi i use original cable fast data transfer laptop well so mi totally happy nothing i ever miss well besides display little bit bigger ,Feb,2019,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes
23,,3,17-Oct-18,i purchased midnight black device handhold days saw color volume key getting removed even product protracted cover st day ND reason spending money didn't got free screen replacement option phone good use smooth camera screen quality speaker volume added dual speakers increased volume level vibration sensitivity earphones volume clarity software charging ,Oct,2018,Yes,Yes,Yes,Yes,,,Yes,Yes,
24,,4,18-Oct-18,so writing review using device week android pie pros the ambled screen device best class offers great viewing angles deep black battery device just awesome getting hrs sot every time gaming around hour speaker output good considering single bottom firing speaker camera device good takes good day night time photos dash charge awesome charges phone completely min got awesome deal amazon now cons output via mm headphone jack bad tried different earphones ranging k k believe audio worst part device glass back finger print magnet use supplied case box Hoboken effect depth effect hit miss cameras,Oct,2018,Yes,Yes,Yes,Yes,Yes,,Yes,,
25,,4,23-Oct-18,good mob GB ram value money high end mob looks stunning corning glass red looks great speed downsides locked inadvertent delete move files select move cut go past new folder not user friendly Hamsun Hamsun software way ahead ram less Hamsun doesn't card's slot huge negative point vital data copied posterity encase mob goes bad Chinese mobs including one plus quite notorious last mob one plus family went useless yrs total loss data contacts visible throughout hidden there speed dial like Hamsun overall decent mob,Oct,2018,,,,Yes,,Yes,Yes,Yes,
26,,4,18-Oct-18,does really need review nevertheless go awesome camera quality amazing performance whether gaming mayday usage will never feel lag whatsoever battery life though good best compared Zeno z battery capacity build amazing will feel hold although will extra careful using without case glass body speakers average compared Zeno z call quality excellent network issues super fast charging both front rear simply awesome clear crisp pica even low light video quality also v nice value money go wait t,Oct,2018,Yes,Yes,Yes,Yes,,,,Yes,
27,,4,15-Oct-18,dist like normal android phone may find little amount changes phone like picture quality display quality camera quality good output speaker sound quality average u find decent amount sound effects headphone one thing understand after updating one plus android pie issues regarding brightness problem you tube full screen problem happened update usually put phones brightness now get kind brightness kind problem cool one plus nice form find way fix ,Oct,2018,Yes,,Yes,Yes,,,Yes,,
28,,5,15-Oct-18,just switched polo f one plus both phones excellent one plus slightly better IMO this review intends solely compare op polo f polo f pros price unbeatable price battery the ham battery polo absolute delight it lasted days moderate heavy usage compared day one plus Ir face unlock face unlock polo better op IMO it works pitch dark settings faster note op face unlock also good get wrong speakers the stereo like speakers polo trump ops average speakers liquid cooling i tested op heavy gaming comment op shall update however heavy gaming polo joy heating whatsoever one plus apart features one plus beats polo f hands pros screen ambled much natural colors darker blacks oxygen OS much better mini cleaner faster updates already pie one plus still waiting polo update also gestures features oxygen OS incredible camera tested op camera heavily shall update i this ones really close call i really liked polo camera initial impressions op just beats dash charge absolutely insane speed much better polo quick charger water resistance although official pi rating one plus you tube videos reviews prove otherwise the op good water resistant the polo hand even splash proof looks one plus much better phone terms looks feel i also love alert slider one plus price got one plus great price great Indian sale for sale price i blindly go one plus polo f performance tie same processors results both blazing fast they breeze anything throw conclusion great phones manage get hands op amazon sale i go ahead buy one plus polo without thinking twice,Oct,2018,,Yes,Yes,Yes,,,Yes,Yes,Yes
29,,1,11-Dec-18,i bought phone just months back emu considering best option current phones using well suddenly days back phone felt bucket filled water per committed one plus team going thought waterproof switched boom phone went completely showed nearest service center said water lodged ix phone working asked change screen int motherboard int total cost amount buy new phone denied considering warranty phone case liquid spill really don't know service center works even register complaint just told nothing can done cant imagine just burned just span months phone also phone back cover oped seems used one ,Dec,2018,,,,Yes,,,,Yes,Yes
30,,5,30-Oct-18,screen quality pretty amazing performance wise lags observed even multiple paps open background sound quality average camera quality just superb portrait mode works pretty well edges decent lighting conditions i observed smoothening happening bit low light conditions selfish also pretty amazing k videos provide real feel moments p fps capability really good battery life can support just one day normal usage thanks dash charging charging full muns,Oct,2018,Yes,Yes,Yes,Yes,,,,Yes,
31,,1,01-Nov-18,one plus phone star amazon customer service null pointer exception i bought one plus th October got delivered th October i tried register free damage protection versify Dakota bank but i register Dakota bank providing offer still showing amazon website dropped mail amazon one plus Dakota bank also discussed matter customer service agents most amazing reply amazon amazon representative told although promoting false promise offer provided Dakota bank amazon will take responsibility again amazon providing offer one plus t changed registration process time i want ask amazon following good practice providing services promoted biggest festival sale,Nov,2018,,,,,,,,,
32,,3,06-Oct-18,processor good speaker good video audio recording quality good cameras normal battery life good looks good ambled screen also good face unlock fingerprint sensors fast,Oct,2018,Yes,Yes,,Yes,Yes,,,Yes,
33,,5,16-Feb-19,this gorgeous phone toped specs good dual camera lovely lode display it bit pricier previous entries series considering get s something ll take what one plus done nailed important stuff made phone offers excellent design specs performance frankly ridiculous price so people absolute bargain pros a huge leap design seriously fast dash charge still great slightly restrictive a well thought version android great extras cons camera still needs improvement missing flagship features,Feb,2019,,Yes,Yes,Yes,,,Yes,Yes,Yes
34,,5,08-Oct-18,premium smart phone experience higher midrange price GB ram very good camera quality oxygen OS much fluid near stock android experience little bit extra functionalities superior SD chip provides butter smut mobile experience responsive face id though works dark environment its touch response little bit slow it single audio speer no wireless charging though back phone made glass screen quality good overall good product decent price point,Oct,2018,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes
35,,2,01-Oct-18,phone good but we facing many issues with calls especially incoming calls most of the incoming calls tony revived many people said me phone going switch off not reachable kindly tell us how where get fixed or return it give us replacement we have tried seem card my old note to test seem and working absolutely fine,Oct,2018,,,,,,Yes,,,
36,,1,08-Dec-18,after using two months software updating done since calling number contact details coming incoming call comes ring tone commingle answer calls all way outs suggested customer care persons executed problem remains after purchasing nearly rs problem makes worry lot say solution customer cares response satisfactory,Dec,2018,Yes,,,,,,Yes,,
37,,5,06-Mar-19,just one word one plus wow i got k sale thanks amazon giving offers period things i liked picture multiculturalism on everything screen crystal clear sound quality sleek design quality back case came box fast charging processor super fast lag the thing i like phone battery life on heavy use i charge twice day fine at least it delivered next day good packaging,Mar,2019,Yes,Yes,Yes,Yes,,,,Yes,
38,,4,16-Oct-18,it worth money the quality picture day time light vision good but picture night mode low light good the front camera good enough mode sound good battery life stays day INTERNET options wife mobile data enabled the battery life better the back cover comes box fits perfectly makes us satisfy all conner well designed its quiet difficult hold size big good movies processor designed well maintains fast like another product gets slow days headset missing big deal we can choose suitable one market per requirement inbuilt radio option missing quiet disappointment phone heats quiet battery stays day feeling little difficult use android new OS using apple products previously,Oct,2018,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,
39,,1,22-Nov-18,i used Hamsun apple Nanook mi till now least two years first time feel get rid phone earliest unfortunately bought phone one month back made factory reset OS installation service center twice many issues worst experience surprised see hype device heating issue battery drains fast paps work second seem doesn't work sometime dual pap doesn't work hangs behaves weird sometimes reliable paid high price quality never experienced bad experience sum sung apple far one plus long way reach standards,Nov,2018,,Yes,,Yes,,,Yes,Yes,Yes
40,,3,06-Nov-18,phone upgraded android very aggressive battery ram management most aggressive i experienced far and yet battery barely lasts one day average ram usage around GB regular basis i play games mobile ever no specific paps social media like face book twitter etc everything handled browser sparingly stand battery consumption poorer previous phone e moot z play this phone blazing fast i must say first days now face unlock slowed considerably not happy ram battery management i used run activity tracking pap moot whole day without problem but one plus just kills background cant track activity paps like pacer strata etc i see point gigs ram phone needs kill paps and even ironically avg ram usage gigs without games browser social media paps music video running there ambled screen always feature no extra ordinary screen resolution yet battery life pretty much ordinary one plus made device bit cheaper LCD screen instead ambled least for premium ambled LCD i getting better contrast ratio par Hamsun apples audio output speaker heavy treble side lower frequencies appear muted gradually mm jack output average ohms earphones and battery performance never thought connecting high impedance headphones on rear mp camera pretty much useless photos its just claiming phone dual camera setup Google already shown everything can done one camera and course notch means front flash cant customize slider button used switch silent vibrate ring modes thats pretty much fixed i preferred i turn disturb button if assured software updates little bit water resistance i opted polo f built quality matter going keep phone glass front back inside protective case the heat sink papers frame phone gets really hot performing tasks like navigation video calls etc keep inside case provided pack phone,Nov,2018,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,
41,,3,20-Oct-18,picture quality good best i believe selfish camera better pro camera mode still lacks feature sound good nonplus stereo speakers seems multiple blue tooth speaker connectivity one plus update yet battery life average speed wonderful snapdragon part one plus really nice phone love happy purchase,Oct,2018,Yes,Yes,Yes,,,,Yes,Yes,
42,,4,28-Oct-18,my review based thoughts experience i never found INTERNET searching smart phone i speak experience people like smart phone first flagship killer ever bought this phone damn fast know so never get experience anything like lag a whole new experience anyone ones planning change phone budget midrange flagship one define flagship its flagship its flagship killer means will flagship like experience smart phone looks feels like budget smart phone held hand it feel like using true flagship device note if k extra go lg g thin it complete package true flagship also pixel XL available k festival offers can look my major questions i confused buying one plus lg g thin camera better one plus lg g thin the answer lg g better except one plus edge better video taking technology better selfish ii which screen feels better eye the screen quality lg g thin feels lot better one plus despite g pis display one plus optic ambled the audio quality biggest silent drawback one plus in words i never enjoyed playing song headphones overall i definitely suggest buying one plus smart phone anyone amazing software speed performance given price,Oct,2018,Yes,,Yes,Yes,,,Yes,Yes,Yes
43,,5,08-Sep-18,hello everyone this d best product i ever used forget i phone costlier phones this d perfect package worth money heads amazon got delivery days committed one plus ahead every device wet performance best camera best resolution best memory management ND u get d best gaming experience one lacking point good sound range one speaker hope will improve next variant but completely satisfied ,Sep,2018,Yes,,Yes,Yes,,Yes,,Yes,
44,,2,19-Oct-18,this s review using days phone good camera quality good daylight OK low light face unlock bad even open others failing tap swiping screen battery life OK goo done day max minimum utilization see drop night pm morning am night mode i facing incoming call drops network area switched old phone issue lodged complaint one plus said network issue raised complaint airfreighting feedback ,Oct,2018,Yes,Yes,Yes,Yes,,,,,
45,,3,03-Mar-19,this phone amazing size this phone better value money apple pixel money charging the reason gave star rating the paps games sometimes support phones ratio just try playing angry birds banana Kong this really surprising issue fixed one plus if want play pub another case this issue affects old games scale detect scale properly latest games like pub can having said expected phone costing k,Mar,2019,,Yes,Yes,,,,,,
46,,4,28-Jan-19,performance good issues the mobile INTERNET phone stops working required restart almost times day the people sales outlet seafoods grand central mall even willing talk they ask go service center they say know technical stuff information selling they perhaps worried customers getting influenced visit customer run problems instead reassuring customer keep repeating go service center we know anything this sad the people service center say required factory reset OS corruption this strange additionally even option help data backup the good thing service center good coffee the place worth visit want good coffee service forte thank ,Jan,2019,,Yes,,,,,Yes,Yes,
47,,4,07-Oct-18,it works great snappy due animation week usage slight problem developed vibration motor inspire warranty repaired service center aside i get average battery life lasts full day moderate usage whereas heavy usage device charged second time evening camera exceptional s good price,Oct,2018,,Yes,Yes,Yes,,,,,Yes
48,,4,12-Oct-18,after deciding among many android phones decided buy one plus good decision phone crisp display comes lot processing power loved front camera takes sharp pictures rear camera also great however pictures may get blurry subject slight motion looking good camera pap can help fix overall great phone price point,Oct,2018,,,Yes,Yes,,,Yes,Yes,Yes
49,,5,12-Oct-18,i moved red mi note phone thinking i might miss many features mini surprise oxygen almost mini features elegant way used daisy heavy user easily got day battery life camera sucks lot battery though camera good price range front camera OK OK edge detection in portrait mode perfectly done audio experience best louder previous phone dash charging type c cable insanely fast already got android p update call quality good the display unbelievably goodhearted display gorilla glass front back especially budget phone user like there many gestures related navigation buttons ambient display feature lift wake screen can calibrated electroencephalographic mode custom color warm cool slider supports double tap lock wake gestures open paps supports parallel paps g seems can used simultaneously NFC gaming mode reading mode night mode face unlock finger print scanner can used simultaneously extremely fast notch can hidden customizable led notification lock tog support FM radio sound recorder default music player mm headphone jack bloat wares except one plus community pap Google paps big fan gaming tried list goes and course timely android updates,Oct,2018,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes
50,,4,23-Oct-18,mi pro smart phone user i judge every aspect review pros dash charge amazing hr mints hardly full charge battery day normal usage beautiful display ambled really superb daylight artificial light complain camera beautiful design doubt premium oxygens like liquid snapdragon really boosts INTERNET speed never lags game ah gestures i love who complained speaker i feel low it good infarct that notch pause cons very fragile you keep carefully has tendency slip don't rely gorilla glass breaks vie seen probably back glass will break first oxygens great i understand hangs sometimes i need lock screen turn workable maybe unstable android pie most hanged pap bf messenger a bit large screen you use one hand provided got medium sized hands camera issues low light still better polo Zeno selfish problem artificial lights the background taken low pixels so someone standing behind will clear front woad fingerprints catches massive bro water resistant huh really should give pi rating fingerprint fast doubt but sometimes i tap twice thrice sensor unlock i dunno security uses face unlock it lightning fast even unlocks looking face unlock weak security wise give like serves purpose,Oct,2018,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,
51,,1,06-Nov-18,am early supporter one plus since always satisfied phones though price kept moving this particular set received attractive price considering one plus one imported us invite load paps server errors coming just opening using first time amazon technical team advised load diagnostic pap winch also failed download don't know happened phone taken back amazon worried time lost opportunity offers also due return,Nov,2018,,,,,,,,,Yes
52,,4,12-Oct-18,OK one plus surely knows turn heads pix quality amazing tiny things prevented giving full star rating face unlock happens pressing button this case real colors displayed camera auto tuned give high contrast while maybe good certain set users like much speaker sound seems loud overall can work little fine tuning sound its OK put headphones though rest everything loved it got amazon sale great ,Oct,2018,Yes,,Yes,Yes,,,,,
53,,2,04-Nov-18,face unlock work many times this longer budget phone used now days one plus spending heavily marketing there phones better performance cost ratio days like polo etc they innovative late tech hardware proclaim everything give offer break they late everything eh display fingerprint dual camera etc they hype everything phones already longer quality budget phone they just trying create fan base eventually back budget phones better innovative quality price,Nov,2018,,,Yes,Yes,Yes,,,Yes,Yes
54,,5,14-Jan-19,pros extempore fast user interface navigation no hanging heating using multiple paps quick updates one plus pie security patches etc camera good however night photos one might want use Google camera pap night sight video recording decent well bright light all heavy games pub asphalt run high resolution sound quality good struggles bit loudness especially high impedance earphones cons no memory card slot no stereo speakers no pi certified water resistance battery life OK though charging fast,Jan,2019,Yes,Yes,Yes,Yes,,Yes,,Yes,
55,,4,07-Nov-18,i bought phone July months now working perfectly after upgrading android pie one glitch e fingerprint sensor respond phone left untouched longer time rest good night scape mode also latest update sound good battery also good like t earlier pie optimization high paps run background unless opened kept open background outlook Toiboid mm etc now resolved satisfied phone overall but possible next update remove fingerprint issue also,Nov,2018,Yes,Yes,,,Yes,,Yes,,
56,,2,26-Oct-18,hi retrorocket i bought product th august i using last months i facing many problems system getting hang sometimes incoming calls i unable answer calls also its getting stagnant i connect headphones when comes camera i major problems recording video good room light conditions pixels video getting confined slow motion video getting flickering close shots several others problems i sort tired using hyped mobile device i really want return phone amazon apply refund i believe amazon rocket commerce show credibility respond act wisely thanks looking forward reply,Oct,2018,Yes,,Yes,Yes,,,Yes,Yes,
57,,2,13-Oct-18,it GB ram running slowly using one month period paps also taking time open one month back i buoyed one now i want return product amazon selling good products giving least one month return policy wast,Oct,2018,,,,,,Yes,,,
58,,4,14-Oct-18,its amazing best phone decent price this first k range mobile i buying i love i bought Walliw sale paid k exchange cash back discount interface camera quality battery overall performance just wow,Oct,2018,,Yes,Yes,,,,,Yes,Yes
59,,4,09-Sep-18,pros performance beast battery charging like champ battery backup also good screen quality good best screen available market cons heating playing heavy games speaker accidentally covered hands camera quality avg always put shock absorber back cover otherwise cracking phone first attempt easy doping glass piece,Sep,2018,Yes,Yes,Yes,Yes,,,,Yes,
60,,5,07-Nov-18,really liked phone it everything claims high end hardware medium price range compared phone battery good heavy draining hour charging keeps phone alive till next morning aim heavy gamer always screen type user i use phone breaks mostly reaching home hardware still running good incremental updates i really really like face unlock even let see lock screen amazingly fast midnight black really good glass back feels like high premium quality mobile like around k best buy price range also little price range,Nov,2018,,Yes,,Yes,,,,Yes,Yes
61,,2,29-Jan-19,this honest review one plus even faking please money anything just wanna let u know guys devices performs best compared flagship phones bad experience months usage use play pub phone now can see gadded icons games like shooting button settings button names health etc even game closed tried updating rebooting problems still now planning go customer service one plus will post honest opinion visiting customer service,Jan,2019,,Yes,,Yes,,,,,
62,,5,26-Oct-18,it fulfill utmost requirements i expect smart phone phone really fact unbelievable face scanner work volt connecting call data really fast camera pictures quality also good deep detailing observed mg batter problem discharging rate slow charging desk charger fast require minus charging overall satisfy need,Oct,2018,,Yes,Yes,,Yes,,,Yes,
63,,1,04-Nov-18,hey Germaine month back one plus lei ya Thai trust brand allot know brand now waste hanging problem sound problem speaker problem guys agar sap NAACP first costly phone lair ho pl phone prefer Erna bah kw one plus allot expectations one plus really broke expectations guys agar napkin k kt el an h go earphone wk baa key vivo mi bi tel taiga pl go one couscous poi issue bi Bataan h ink service center kt kw iii Miltie company wale ye massage patted h pl guys Godthaab SA quality Baedeker middle class family kw pause waste Marat pro,Nov,2018,Yes,,,,,,,,
64,,5,09-Dec-18,bought one just resale t good deal got GB variant k sweet if ask go t just week away lid say internals exactly so up gradation performance stand point the cameras exactly headphone jack personal preference also i prefer normal fingerprint sensor back instead optical screen the screen t bigger like huge difference on notch front ls preferred tear drop shape basically complain get good deal so decided buy one got super super super sweet deal amazon delivery fast the device order India one assembled India poop factory,Dec,2018,Yes,,Yes,Yes,Yes,Yes,,Yes,
65,,1,23-Oct-18,got faulty mobile i guess camera automatically going shutting time time try take capture seem network issue faced slot however seem working fine slot battery backup also even full day go drive must carry dash charger one friend told cause due pie inundation soon will resolved hope i talk amazon customer care representative scheduled inspection three days it really wondering replace process also full frustrating,Oct,2018,Yes,Yes,Yes,,,,,,
66,,5,21-Oct-18,really nice phone price the quality really amazing great box guard the dash charger amazing i initially pessimistic battery backup due paper capacity practical backup coupled dash charging literally best the camera really precise mi expert gives really sharp pictures lots options get heat even extended long periods video shooting casual gaming the speaker also great better mono speakers though honestly speaking i moved moot g plus device everything feels much superior definitely value money,Oct,2018,Yes,Yes,Yes,Yes,,,,,Yes
67,,4,08-Nov-18,based experience far pros speed simply match can open number paps simultaneously crash gigs ram snapdragon processor display looks good phone looks like premium handset price got k discount k last pieces available considering t minor upgrade battery priced k GB GB value money its got mm jack absent t say want mm jack currently must sound quality good headphones convenience consider inconvenience carrying sub c adapter etc good battery life easily get threw day even heavy usage charging also quick dash charge technology cons sound quality mono bottom firing speaker earpieces par stereo speakers previous budget handset moot g plus no SD card compensated adequately gigs internal storage its glass back need handle delicately imagine dropping even back silicon cover,Nov,2018,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes
68,,1,21-Jan-19,don't buy phone today charging mobile saw small flame charging point phone instantly removed charger saw charging cable mobile charge point got burnt may also resulted bursting present purchased amazon interesting customer care one plus six entertaining ,Jan,2019,,Yes,,,,,,,Yes
69,,4,19-Nov-18,first time using one product i availed ambusher offer mobile delivered time amazon thanks everything good except battery draining fast sleeping time set initially i battery draining time reduced i contacted amazon offered service home service expert he come suggested couple setting changes well increased battery usage time now i getting whole day heavy usage camera just awesome no heating issue fast charger additional advantage when battery problem started bit repentant i waited t now i fine battery giving reasonable coverage throughout day,Nov,2018,,Yes,Yes,,,,,Yes,
