bike,1,1,5.298317367
biometric,1,1,5.298317367
birds,1,1,5.298317367
bit,14,19,32.95429742
black,6,7,20.1144433
blacks,1,1,5.298317367
blank,1,1,5.298317367
blazing,4,3,16.79882031
blew,2,2,9.210340372
blinking,1,1,5.298317367
bloat,2,4,7.824046011
blowing,2,2,9.210340372
blows,1,1,5.298317367
blue,6,6,21.03934738
bluer,1,1,5.298317367
blurry,2,2,9.210340372
board,1,4,3.912023005
body,3,3,12.59911523
book,3,4,11.73606902
bookings,1,1,5.298317367
boom,1,1,5.298317367
boost,1,2,4.605170186
boosts,1,1,5.298317367
boot,1,3,4.199705078
boring,1,1,5.298317367
bottom,7,5,25.82215618
bought,27,25,56.14492163
box,10,9,31.01092789
boy,2,2,9.210340372
brand,8,8,25.7510066
brands,4,4,15.64809202
breach,1,1,5.298317367
break,3,7,10.05722165
breakage,1,1,5.298317367
breaking,2,2,9.210340372
breaks,2,2,9.210340372
breathtaking,1,1,5.298317367
breeze,2,2,9.210340372
brief,1,1,5.298317367
bright,4,9,12.40437116
brightness,9,5,33.19991509
brilliant,1,1,5.298317367
brings,1,1,5.298317367
bro,1,9,3.101092789
broadband,1,1,5.298317367
broke,3,3,12.59911523
brought,2,2,9.210340372
browser,1,1,5.298317367
bubble,1,1,5.298317367
bucket,1,1,5.298317367
budget,10,7,33.52407217
bug,1,2,4.605170186
bugs,1,1,5.298317367
build,9,7,30.17166496
built,4,6,14.02623159
bulky,1,1,5.298317367
bullet,1,1,5.298317367
bumper,1,1,5.298317367
buoyed,1,1,5.298317367
burned,1,1,5.298317367
burnt,1,1,5.298317367
bursting,1,1,5.298317367
busying,1,1,5.298317367
butter,3,5,11.06663836
buttery,2,2,9.210340372
button,8,7,26.81925774
buttons,1,1,5.298317367
buy,26,34,46.07087789
buying,13,10,38.94451956
c,2,199,0.010025084
cable,4,4,15.64809202
cache,1,1,5.298317367
cad,1,1,5.298317367
calibrated,1,1,5.298317367
call,21,33,37.83800591
called,1,1,5.298317367
callers,1,1,5.298317367
calling,6,5,22.13327672
calls,12,8,38.6265099
cam,2,95,1.48888095
came,6,95,4.46664285
camera,127,92,98.61915627
cameras,6,6,21.03934738
can,1,37,1.687399454
cancel,1,1,5.298317367
cant,4,3,16.79882031
capability,1,1,5.298317367
capable,1,1,5.298317367
capacity,2,2,9.210340372
capture,4,4,15.64809202
captured,2,1,10.59663473
capturing,2,2,9.210340372
card,7,7,23.46685052
care,19,21,42.82210365
careful,4,5,14.75551782
cares,1,1,5.298317367
carry,1,2,4.605170186
carrying,1,1,5.298317367
case,14,14,37.22964052
cash,5,4,19.56011503
catches,1,1,5.298317367
cause,1,5,3.688879454
cell,6,28,11.79667714
center,14,11,40.60590931
centerer,1,1,5.298317367
centers,1,1,5.298317367
central,1,1,5.298317367
certain,1,2,4.605170186
certified,2,2,9.210340372
champ,1,1,5.298317367
chance,1,1,5.298317367
Chandigarh,1,1,5.298317367
change,6,15,15.54160299
changed,4,4,15.64809202
changes,2,2,9.210340372
changing,2,2,9.210340372
characteristics,1,1,5.298317367
charge,20,40,32.18875825
charged,5,5,18.44439727
charger,19,17,46.83697643
chargers,1,1,5.298317367
charges,12,12,33.7609286
charging,42,34,74.42218736
charm,1,1,5.298317367
chat,1,1,5.298317367
cheaper,1,1,5.298317367
cheated,1,1,5.298317367
check,3,4,11.73606902
checked,1,1,5.298317367
Chinese,3,3,12.59911523
chip,1,1,5.298317367
choice,3,2,13.81551056
choose,2,2,9.210340372
choosy,1,1,5.298317367
claiming,1,1,5.298317367
claims,2,2,9.210340372
clarity,8,6,28.05246318
class,3,4,11.73606902
classy,1,1,5.298317367
cleaner,1,1,5.298317367
clear,7,10,20.97012591
cleared,1,1,5.298317367
clenched,1,1,5.298317367
clicking,1,1,5.298317367
clicks,1,1,5.298317367
close,1,7,3.352407217
closed,3,3,12.59911523
cluttered,1,1,5.298317367
code,2,2,9.210340372
coffee,2,1,10.59663473
colleagues,1,1,5.298317367
color,7,11,20.30295466
colors,5,4,19.56011503
come,7,18,16.85561926
comes,12,12,33.7609286
coming,4,10,11.98292909
comment,1,1,5.298317367
commerce,1,1,5.298317367
commingle,1,1,5.298317367
committed,2,2,9.210340372
communicated,1,1,5.298317367
community,4,4,15.64809202
company,8,7,26.81925774
comparability,1,1,5.298317367
comparable,1,1,5.298317367
compare,5,14,13.29630018
compared,13,12,36.57433932
comparing,1,1,5.298317367
comparison,1,1,5.298317367
compatible,1,1,5.298317367
compelling,1,1,5.298317367
compensated,1,1,5.298317367
compete,1,1,5.298317367
competitive,1,1,5.298317367
complain,2,11,5.800844187
complained,2,2,9.210340372
complains,1,1,5.298317367
complaint,5,7,16.76203609
complaints,3,3,12.59911523
complete,1,7,3.352407217
completed,1,1,5.298317367
compliant,1,1,5.298317367
composition,1,1,5.298317367
compressed,1,1,5.298317367
compute,1,1,5.298317367
concern,1,1,5.298317367
conclusion,1,1,5.298317367
conditions,4,3,16.79882031
configuration,1,1,5.298317367
confined,1,1,5.298317367
confused,3,3,12.59911523
connect,6,11,17.40253256
connected,1,1,5.298317367
connecting,2,2,9.210340372
connection,1,1,5.298317367
connectivity,2,2,9.210340372
connector,1,1,5.298317367
conner,1,1,5.298317367
cons,12,23,25.95387781
consequences,1,1,5.298317367
consider,2,11,5.800844187
considerations,1,1,5.298317367
considering,9,8,28.96988242
consumption,1,1,5.298317367
contact,3,7,10.05722165
contacted,2,2,9.210340372
contacts,4,2,18.42068074
continue,1,1,5.298317367
continuous,3,3,12.59911523
contrast,2,2,9.210340372
control,5,5,18.44439727
controls,1,1,5.298317367
convenience,1,1,5.298317367
convenient,2,2,9.210340372
convince,1,1,5.298317367
cool,4,6,14.02623159
coolest,1,1,5.298317367
cooling,1,1,5.298317367
copied,1,1,5.298317367
core,1,2,4.605170186
corner,1,1,5.298317367
corning,1,1,5.298317367
corruption,1,1,5.298317367
cost,6,11,17.40253256
costing,1,1,5.298317367
costlier,1,1,5.298317367
costly,3,3,12.59911523
costs,1,1,5.298317367
cot,1,1,5.298317367
country,1,1,5.298317367
couple,2,3,8.399410156
coupled,1,1,5.298317367
courier,1,1,5.298317367
course,7,6,24.54590528
couscous,1,1,5.298317367
cover,16,17,39.44166436
coverage,2,2,9.210340372
covered,2,2,9.210340372
covers,1,1,5.298317367
cozy,1,1,5.298317367
crack,1,4,3.912023005
cracked,2,2,9.210340372
cracking,1,1,5.298317367
crash,1,2,4.605170186
crashed,1,1,5.298317367
create,1,1,5.298317367
credibility,1,1,5.298317367
credit,1,1,5.298317367
credited,1,1,5.298317367
creepy,1,1,5.298317367
crisp,4,4,15.64809202
cross,1,1,5.298317367
crushed,2,2,9.210340372
crystal,1,1,5.298317367
current,3,4,11.73606902
custom,1,28,1.966112856
customary,1,1,5.298317367
customer,29,24,61.48764255
customers,7,6,24.54590528
customizable,1,1,5.298317367
customize,3,3,12.59911523
cut,2,3,8.399410156
d,3,200,0
dad,1,1,5.298317367
daisy,1,1,5.298317367
Dakota,4,1,21.19326947
damage,1,2,4.605170186
damaged,1,1,5.298317367
Dan,1,1,5.298317367
dark,4,4,15.64809202
darker,1,1,5.298317367
dash,20,19,47.07756775
data,9,8,28.96988242
date,1,25,2.079441542
dates,1,10,2.995732274
daughter,1,1,5.298317367
day,50,59,61.03899613
daylight,2,2,9.210340372
days,23,25,47.82715546
dead,1,1,5.298317367
deal,11,9,34.11202068
dear,2,2,9.210340372
debit,2,2,9.210340372
decent,11,10,32.95305501
decided,4,3,16.79882031
deciding,1,1,5.298317367
decision,5,5,18.44439727
decreased,1,1,5.298317367
decreasing,2,2,9.210340372
deducted,1,1,5.298317367
deducting,1,1,5.298317367
deep,2,3,8.399410156
default,1,1,5.298317367
defeats,1,1,5.298317367
defect,1,5,3.688879454
defective,4,3,16.79882031
defects,1,1,5.298317367
define,1,2,4.605170186
defines,1,1,5.298317367
degraded,1,1,5.298317367
delay,1,1,5.298317367
delete,1,1,5.298317367
delicate,1,2,4.605170186
delight,1,1,5.298317367
delivered,6,6,21.03934738
delivery,14,11,40.60590931
demanding,1,1,5.298317367
denied,1,1,5.298317367
depend,1,2,4.605170186
depth,4,4,15.64809202
descent,1,1,5.298317367
describe,1,1,5.298317367
deserve,1,1,5.298317367
design,10,10,29.95732274
designed,2,1,10.59663473
desk,1,1,5.298317367
detail,1,7,3.352407217
detailing,2,2,9.210340372
details,4,4,15.64809202
detect,2,3,8.399410156
detection,1,2,4.605170186
deteriorated,1,1,5.298317367
developed,1,1,5.298317367
developers,1,1,5.298317367
deviated,1,1,5.298317367
device,51,36,87.45471983
devices,8,7,26.81925774
diagnostic,1,1,5.298317367
dial,2,2,9.210340372
did,5,4,19.56011503
dies,1,1,5.298317367
difference,3,3,12.59911523
different,2,2,9.210340372
difficult,6,4,23.47213803
dimples,1,1,5.298317367
dint,1,1,5.298317367
dis,2,53,2.656050906
disappoint,1,12,2.813410717
disappointed,10,10,29.95732274
disappointing,1,1,5.298317367
disappointment,1,1,5.298317367
disaster,1,1,5.298317367
discharge,3,3,12.59911523
discharges,1,1,5.298317367
discharging,1,1,5.298317367
discount,2,3,8.399410156
discounts,1,1,5.298317367
discussed,1,1,5.298317367
display,42,33,75.67601181
displayed,2,2,9.210340372
dist,1,4,3.912023005
disturb,1,3,4.199705078
disturbance,1,1,5.298317367
disturbing,1,1,5.298317367
ditching,1,1,5.298317367
do,16,38,26.57169931
documents,1,1,5.298317367
does,7,6,24.54590528
done,9,9,27.9098351
doping,1,1,5.298317367
double,1,1,5.298317367
doubt,5,5,18.44439727
doubting,1,1,5.298317367
download,1,1,5.298317367
downside,3,4,11.73606902
downsides,1,1,5.298317367
dragging,1,1,5.298317367
drain,1,9,3.101092789
drained,1,1,5.298317367
draining,6,5,22.13327672
drains,2,2,9.210340372
drawback,1,1,5.298317367
drive,1,1,5.298317367
drop,3,8,9.656627475
dropped,2,2,9.210340372
dropping,1,1,5.298317367
drops,3,3,12.59911523
dual,8,10,23.96585819
duality,1,1,5.298317367
due,10,9,31.01092789
dumber,1,1,5.298317367
dunno,1,1,5.298317367
durability,1,1,5.298317367
dying,1,1,5.298317367
e,3,200,0
ear,2,54,2.61866664
earlier,3,4,11.73606902
earliest,1,1,5.298317367
early,2,5,7.377758908
earphone,3,9,9.303278368
earphones,7,6,24.54590528
earpieces,1,1,5.298317367
ease,1,12,2.813410717
easy,5,6,17.53278949
edge,4,5,14.75551782
edges,1,1,5.298317367
effect,5,6,17.53278949
effects,2,2,9.210340372
efficient,2,1,10.59663473
el,1,122,0.494296322
electroencephalographic,1,1,5.298317367
elegant,2,2,9.210340372
embarrassing,2,1,10.59663473
embracing,1,1,5.298317367
emotions,1,1,5.298317367
emu,2,2,9.210340372
enabled,1,1,5.298317367
encase,1,1,5.298317367
end,7,33,12.61266864
ended,1,5,3.688879454
enjoy,1,3,4.199705078
enjoyed,1,1,5.298317367
enjoying,1,1,5.298317367
enough,2,8,6.43775165
entertaining,1,1,5.298317367
entries,1,1,5.298317367
environment,1,1,5.298317367
epic,1,1,5.298317367
episode,1,1,5.298317367
equal,1,2,4.605170186
equivalent,1,1,5.298317367
Erna,1,1,5.298317367
errors,1,1,5.298317367
etc,5,17,12.32552011
evaluation,1,1,5.298317367
eve,1,93,0.765717873
even,1,43,1.537117251
evening,2,2,9.210340372
everyone,7,7,23.46685052
everything,24,21,54.09107829
exceeds,1,1,5.298317367
excel,1,26,2.040220829
excellent,28,25,58.22436317
exception,1,3,4.199705078
exceptional,1,2,4.605170186
exchange,7,4,27.38416104
executed,1,1,5.298317367
exercise,1,1,5.298317367
existing,1,1,5.298317367
expansive,1,1,5.298317367
expect,6,23,12.9769389
expectation,1,7,3.352407217
expectations,7,6,24.54590528
expected,11,10,32.95305501
expecting,1,1,5.298317367
expense,1,1,5.298317367
expensive,1,1,5.298317367
experience,29,22,64.01097248
experienced,2,2,9.210340372
expert,2,2,9.210340372
explain,1,1,5.298317367
exploring,1,1,5.298317367
exposure,1,1,5.298317367
express,1,1,5.298317367
extended,2,2,9.210340372
extensive,1,1,5.298317367
external,1,1,5.298317367
extra,7,9,21.70764952
extraordinary,1,1,5.298317367
extras,1,1,5.298317367
extreme,1,4,3.912023005
eye,1,2,4.605170186
eyes,1,1,5.298317367
f,10,182,0.943106795
fabulous,1,1,5.298317367
face,30,30,56.91359955
faced,2,2,9.210340372
facilities,1,1,5.298317367
facility,2,2,9.210340372
facing,8,8,25.7510066
fact,2,10,5.991464547
factor,1,8,3.218875825
factory,4,7,13.40962887
Fahd,1,1,5.298317367
failed,2,2,9.210340372
failing,1,1,5.298317367
fair,1,1,5.298317367
faking,1,1,5.298317367
fall,2,4,7.824046011
fallen,1,1,5.298317367
falls,1,1,5.298317367
FALSE,2,2,9.210340372
family,3,3,12.59911523
fan,5,11,14.50211047
fans,2,2,9.210340372
fantastic,5,4,19.56011503
fast,5,46,7.34837985
faster,5,3,20.99852539
fastest,5,5,18.44439727
father,1,1,5.298317367
fault,2,4,7.824046011
faulty,1,1,5.298317367
favor,1,1,5.298317367
feature,8,24,16.96210829
features,26,20,59.86721242
featuring,1,1,5.298317367
fed,1,1,5.298317367
feedback,3,3,12.59911523
feeds,1,1,5.298317367
feel,18,21,40.56830872
feeling,6,5,22.13327672
feels,7,4,27.38416104
feet,2,2,9.210340372
fell,2,2,9.210340372
felt,4,3,16.79882031
festival,2,2,9.210340372
few,1,1,5.298317367
files,1,1,5.298317367
filled,1,1,5.298317367
filthy,1,1,5.298317367
find,14,10,41.94025183
fine,16,16,40.41165831
finger,5,16,12.62864322
fingerprint,12,11,34.80506512
fingerprints,1,1,5.298317367
finish,1,2,4.605170186
finished,1,1,5.298317367
firing,3,3,12.59911523
firs,1,20,2.302585093
first,16,19,37.6620542
fit,2,3,8.399410156
fits,1,1,5.298317367
fix,6,10,17.97439364
fixed,5,5,18.44439727
flagship,14,7,46.93370104
flame,1,1,5.298317367
flash,3,3,12.59911523
flat,1,1,5.298317367
flaw,1,2,4.605170186
flawless,1,1,5.298317367
flickering,3,2,13.81551056
flip,3,1,15.8949521
fluid,4,4,15.64809202
fly,2,1,10.59663473
FM,1,1,5.298317367
focusing,1,1,5.298317367
folder,1,2,4.605170186
folders,1,1,5.298317367
follow,1,2,4.605170186
following,1,1,5.298317367
food,2,3,8.399410156
forget,2,2,9.210340372
form,2,41,3.1694906
forte,1,1,5.298317367
found,4,4,15.64809202
fps,2,2,9.210340372
fragile,2,2,9.210340372
frame,2,3,8.399410156
frames,1,1,5.298317367
freaking,1,1,5.298317367
free,5,6,17.53278949
freedom,1,1,5.298317367
frequencies,1,1,5.298317367
frequent,1,1,5.298317367
fresh,1,1,5.298317367
friend,3,6,10.51967369
friendly,3,3,12.59911523
front,18,16,45.4631156
frustrated,1,1,5.298317367
frustrating,1,1,5.298317367
fulfill,1,1,5.298317367
full,15,15,38.85400748
fullest,1,1,5.298317367
fun,1,10,2.995732274
function,2,6,7.013115795
functional,2,4,7.824046011
functionalities,1,1,5.298317367
functionality,1,1,5.298317367
functions,1,1,5.298317367
future,5,5,18.44439727
g,16,199,0.080200669
gadded,1,1,5.298317367
gadget,1,1,5.298317367
galaxy,2,2,9.210340372
gallery,3,3,12.59911523
game,7,24,14.84184475
gamer,3,3,12.59911523
gamers,1,1,5.298317367
games,21,16,53.04030153
gaming,16,13,43.73388815
gave,2,2,9.210340372
GB,20,14,53.18520074
Germaine,1,1,5.298317367
gesture,4,8,12.8755033
gestures,8,6,28.05246318
get,33,58,40.84985375
gets,14,13,38.26715213
getting,22,17,54.23228849
gigs,4,2,18.42068074
gimmick,1,1,5.298317367
give,11,18,26.4874017
given,4,3,16.79882031
gives,8,7,26.81925774
giving,7,7,23.46685052
glass,18,14,47.86668066
glitch,1,1,5.298317367
go,28,133,11.42311067
Godthaab,1,1,5.298317367
goes,5,5,18.44439727
goggles,1,1,5.298317367
going,7,7,23.46685052
gone,3,3,12.59911523
gonna,2,2,9.210340372
goo,1,103,0.663588378
good,179,103,118.7823197
goodhearted,1,1,5.298317367
goods,1,1,5.298317367
Google,5,5,18.44439727
gorgeous,2,2,9.210340372
gorilla,2,2,9.210340372
got,41,33,73.87420201
gradation,2,2,9.210340372
grade,2,9,6.202185578
grand,1,2,4.605170186
graphics,2,2,9.210340372
great,52,36,89.16951826
grief,1,1,5.298317367
grievance,1,1,5.298317367
grouse,1,1,5.298317367
guard,2,2,9.210340372
guess,1,1,5.298317367
guy,2,5,7.377758908
guys,6,4,23.47213803
gyroscope,1,1,5.298317367
h,2,197,0.030227276
had,3,3,12.59911523
hair,1,1,5.298317367
half,2,6,7.013115795
hall,1,2,4.605170186
ham,3,4,11.73606902
Hamsun,17,16,42.93738695
hand,8,19,18.8310271
handhold,1,1,5.298317367
handle,5,5,18.44439727
handled,1,1,5.298317367
handles,1,1,5.298317367
handling,2,2,9.210340372
hands,5,6,17.53278949
handset,3,2,13.81551056
handy,2,1,10.59663473
hang,2,31,3.728660324
hanged,4,8,12.8755033
hanging,4,6,14.02623159
hangs,5,5,18.44439727
happen,1,9,3.101092789
happened,2,2,9.210340372
happening,1,1,5.298317367
happens,5,5,18.44439727
happy,8,7,26.81925774
hard,2,9,6.202185578
hardware,5,4,19.56011503
has,3,29,5.79306461
hate,1,2,4.605170186
have,3,4,11.73606902
having,1,1,5.298317367
Hawaii,1,1,5.298317367
head,2,27,4.004961001
headache,1,1,5.298317367
headphone,15,20,34.53877639
headphones,7,7,23.46685052
heads,2,4,7.824046011
headset,2,2,9.210340372
health,1,1,5.298317367
hear,1,6,3.506557897
hears,1,1,5.298317367
heart,3,4,11.73606902
heat,3,14,7.977780111
heated,3,4,11.73606902
heating,6,6,21.03934738
heats,1,1,5.298317367
heavier,1,1,5.298317367
heavy,24,19,56.4930813
held,1,1,5.298317367
help,4,7,13.40962887
helpful,1,1,5.298317367
helping,1,1,5.298317367
helpless,1,1,5.298317367
hem,2,2,9.210340372
hesitations,1,1,5.298317367
hey,1,4,3.912023005
hf,2,2,9.210340372
hi,2,105,1.288714033
hidden,2,2,9.210340372
high,20,22,44.14549826
higher,2,2,9.210340372
highlight,1,1,5.298317367
hit,3,4,11.73606902
Hoboken,2,3,8.399410156
hold,5,7,16.76203609
holding,1,1,5.298317367
holds,1,1,5.298317367
home,7,5,25.82215618
honest,3,4,11.73606902
honor,1,1,5.298317367
hope,7,7,23.46685052
horrible,2,1,10.59663473
hot,1,16,2.525728644
hour,9,17,22.1859362
hours,8,8,25.7510066
however,1,12,2.813410717
hrs,5,6,17.53278949
huge,6,5,22.13327672
huh,1,1,5.298317367
hype,3,5,11.06663836
hyped,2,2,9.210340372
i,100,200,0
icicle,1,1,5.298317367
icons,1,1,5.298317367
id,5,103,3.317941892
idea,1,1,5.298317367
identify,2,2,9.210340372
ii,5,7,16.76203609
iii,1,1,5.298317367
ill,1,63,1.15518264
image,4,4,15.64809202
images,1,1,5.298317367
imagine,2,2,9.210340372
imagining,1,1,5.298317367
imp,1,28,1.966112856
impedance,2,2,9.210340372
important,4,5,14.75551782
imported,1,1,5.298317367
impossible,1,1,5.298317367
impressed,2,2,9.210340372
impressing,1,1,5.298317367
impression,1,2,4.605170186
impressions,1,1,5.298317367
impressive,1,1,5.298317367
improve,3,9,9.303278368
improved,5,5,18.44439727
improvement,3,3,12.59911523
inability,1,1,5.298317367
inadvertent,1,1,5.298317367
inbuilt,1,2,4.605170186
inches,1,1,5.298317367
incident,1,1,5.298317367
included,1,1,5.298317367
including,1,1,5.298317367
incoming,7,6,24.54590528
inconvenience,1,1,5.298317367
increase,1,3,4.199705078
increased,2,2,9.210340372
increasing,2,2,9.210340372
incredible,2,2,9.210340372
incremental,1,1,5.298317367
India,4,6,14.02623159
Indian,3,3,12.59911523
infarct,1,1,5.298317367
influenced,1,1,5.298317367
info,1,2,4.605170186
information,1,1,5.298317367
initial,2,6,7.013115795
ink,1,17,2.465104022
innovative,2,1,10.59663473
input,1,1,5.298317367
insane,1,2,4.605170186
insisting,1,1,5.298317367
inspection,1,1,5.298317367
inspire,1,1,5.298317367
installation,1,1,5.298317367
installed,1,2,4.605170186
instances,1,1,5.298317367
instructions,1,1,5.298317367
int,1,57,1.255266099
intact,1,1,5.298317367
intends,1,1,5.298317367
interested,1,1,5.298317367
interesting,2,2,9.210340372
interface,3,3,12.59911523
internal,1,2,4.605170186
internals,1,1,5.298317367
INTERNET,8,8,25.7510066
inundation,1,1,5.298317367
investing,1,1,5.298317367
invite,1,1,5.298317367
Ir,1,1,5.298317367
irritate,1,1,5.298317367
is,4,136,1.542649923
ISO,1,1,5.298317367
issue,31,33,55.85610396
issues,13,12,36.57433932
item,1,1,5.298317367
ix,1,24,2.120263536
jack,13,11,37.70548722
jig,2,2,9.210340372
jittery,1,1,5.298317367
job,1,1,5.298317367
joke,1,1,5.298317367
joy,2,5,7.377758908
judge,2,2,9.210340372
July,2,2,9.210340372
justifiable,1,1,5.298317367
justify,2,2,9.210340372
k,32,179,3.549809943
kart,2,1,10.59663473
keep,8,9,24.80874231
keeping,1,1,5.298317367
keeps,1,1,5.298317367
kept,3,5,11.06663836
key,4,5,14.75551782
keyboard,3,2,13.81551056
keys,2,1,10.59663473
kill,1,5,3.688879454
killer,4,3,16.79882031
killing,2,1,10.59663473
kills,1,1,5.298317367
kind,6,11,17.40253256
kinda,1,1,5.298317367
kindle,1,1,5.298317367
king,2,55,2.581968363
knew,1,1,5.298317367
know,13,17,32.04635229
knowing,1,1,5.298317367
known,2,2,9.210340372
knows,2,2,9.210340372
Kong,1,1,5.298317367
Koralle,1,1,5.298317367
kt,1,1,5.298317367
kudos,1,1,5.298317367
kw,3,1,15.8949521
lac,1,28,1.966112856
lack,1,14,2.659260037
lacking,2,2,9.210340372
lacks,4,5,14.75551782
lag,9,20,20.72326584
lagging,1,1,5.298317367
lags,4,11,11.60168837
lair,1,1,5.298317367
lame,1,2,4.605170186
lamp,1,1,5.298317367
landing,1,1,5.298317367
lapse,1,1,5.298317367
laptop,2,2,9.210340372
large,2,2,9.210340372
larger,1,1,5.298317367
last,23,33,41.44162552
lasted,2,2,9.210340372
lasting,3,3,12.59911523
lasts,6,6,21.03934738
late,1,15,2.590267165
latest,9,9,27.9098351
launched,2,2,9.210340372
law,1,3,4.199705078
layout,1,1,5.298317367
LCD,3,2,13.81551056
leadership,1,1,5.298317367
leap,1,1,5.298317367
learn,1,1,5.298317367
least,11,10,32.95305501
led,2,26,4.080441657
left,3,3,12.59911523
less,5,16,12.62864322
lesson,1,1,5.298317367
let,3,14,7.977780111
level,1,3,4.199705078
levels,2,2,9.210340372
lg,5,2,23.02585093
liable,1,3,4.199705078
lid,1,8,3.218875825
life,57,53,75.69745082
lift,1,1,5.298317367
light,20,26,40.80441657
lighting,4,3,16.79882031
lightning,1,1,5.298317367
lights,1,1,5.298317367
like,3,59,3.662339768
liked,3,3,12.59911523
likes,1,1,5.298317367
limitation,1,1,5.298317367
line,2,2,9.210340372
liquid,3,3,12.59911523
list,2,4,7.824046011
listing,1,1,5.298317367
little,11,17,27.11614425
live,1,18,2.407945609
load,2,4,7.824046011
loading,2,2,9.210340372
loads,2,2,9.210340372
local,1,1,5.298317367
location,1,1,5.298317367
lock,8,22,17.65819931
locked,3,2,13.81551056
lodged,2,2,9.210340372
loggers,1,1,5.298317367
long,7,16,17.68010051
longer,4,4,15.64809202
look,4,20,9.210340372
looking,6,6,21.03934738
looks,15,11,43.50633141
loose,1,1,5.298317367
loot,1,1,5.298317367
lose,1,7,3.352407217
loss,1,1,5.298317367
lost,2,2,9.210340372
lot,14,27,28.03472701
lots,5,5,18.44439727
loud,6,9,18.60655674
louder,1,1,5.298317367
loudest,1,1,5.298317367
loudness,1,1,5.298317367
love,19,22,41.93822335
loved,5,5,18.44439727
lovely,1,1,5.298317367
low,17,41,26.9406701
lower,4,5,14.75551782
loyal,1,1,5.298317367
