Attribute,TFIDF
built,14.02623159
bulky,5.298317367
bullet,5.298317367
bumper,5.298317367
buoyed,5.298317367
burned,5.298317367
burnt,5.298317367
bursting,5.298317367
busying,5.298317367
butter,11.06663836
buttery,9.210340372
button,26.81925774
buttons,5.298317367
buy,46.07087789
buying,38.94451956
c,0.010025084
cable,15.64809202
cache,5.298317367
cad,5.298317367
calibrated,5.298317367
call,37.83800591
called,5.298317367
callers,5.298317367
calling,22.13327672
calls,38.6265099
cam,1.48888095
came,4.46664285
camera,98.61915627
cameras,21.03934738
can,1.687399454
cancel,5.298317367
cant,16.79882031
capability,5.298317367
capable,5.298317367
capacity,9.210340372
capture,15.64809202
captured,10.59663473
capturing,9.210340372
card,23.46685052
care,42.82210365
careful,14.75551782
cares,5.298317367
carry,4.605170186
carrying,5.298317367
case,37.22964052
cash,19.56011503
catches,5.298317367
cause,3.688879454
cell,11.79667714
center,40.60590931
centerer,5.298317367
centers,5.298317367
central,5.298317367
certain,4.605170186
certified,9.210340372
champ,5.298317367
chance,5.298317367
Chandigarh,5.298317367
change,15.54160299
changed,15.64809202
changes,9.210340372
changing,9.210340372
characteristics,5.298317367
charge,32.18875825
charged,18.44439727
charger,46.83697643
chargers,5.298317367
charges,33.7609286
charging,74.42218736
charm,5.298317367
chat,5.298317367
cheaper,5.298317367
cheated,5.298317367
check,11.73606902
checked,5.298317367
Chinese,12.59911523
chip,5.298317367
choice,13.81551056
choose,9.210340372
choosy,5.298317367
claiming,5.298317367
claims,9.210340372
clarity,28.05246318
class,11.73606902
classy,5.298317367
cleaner,5.298317367
clear,20.97012591
cleared,5.298317367
clenched,5.298317367
clicking,5.298317367
clicks,5.298317367
close,3.352407217
closed,12.59911523
cluttered,5.298317367
code,9.210340372
coffee,10.59663473
colleagues,5.298317367
color,20.30295466
colors,19.56011503
come,16.85561926
comes,33.7609286
coming,11.98292909
comment,5.298317367
commerce,5.298317367
commingle,5.298317367
committed,9.210340372
communicated,5.298317367
community,15.64809202
company,26.81925774
comparability,5.298317367
comparable,5.298317367
compare,13.29630018
compared,36.57433932
comparing,5.298317367
comparison,5.298317367
compatible,5.298317367
compelling,5.298317367
compensated,5.298317367
compete,5.298317367
competitive,5.298317367
complain,5.800844187
complained,9.210340372
complains,5.298317367
complaint,16.76203609
complaints,12.59911523
complete,3.352407217
completed,5.298317367
compliant,5.298317367
composition,5.298317367
compressed,5.298317367
compute,5.298317367
concern,5.298317367
conclusion,5.298317367
conditions,16.79882031
configuration,5.298317367
confined,5.298317367
confused,12.59911523
connect,17.40253256
connected,5.298317367
connecting,9.210340372
connection,5.298317367
connectivity,9.210340372
connector,5.298317367
conner,5.298317367
cons,25.95387781
consequences,5.298317367
consider,5.800844187
considerations,5.298317367
considering,28.96988242
consumption,5.298317367
contact,10.05722165
contacted,9.210340372
contacts,18.42068074
continue,5.298317367
continuous,12.59911523
contrast,9.210340372
control,18.44439727
controls,5.298317367
convenience,5.298317367
convenient,9.210340372
convince,5.298317367
cool,14.02623159
coolest,5.298317367
cooling,5.298317367
copied,5.298317367
core,4.605170186
corner,5.298317367
corning,5.298317367
corruption,5.298317367
cost,17.40253256
costing,5.298317367
costlier,5.298317367
costly,12.59911523
costs,5.298317367
cot,5.298317367
country,5.298317367
couple,8.399410156
coupled,5.298317367
courier,5.298317367
course,24.54590528
couscous,5.298317367
cover,39.44166436
coverage,9.210340372
covered,9.210340372
covers,5.298317367
cozy,5.298317367
crack,3.912023005
cracked,9.210340372
cracking,5.298317367
crash,4.605170186
crashed,5.298317367
create,5.298317367
credibility,5.298317367
credit,5.298317367
credited,5.298317367
creepy,5.298317367
crisp,15.64809202
cross,5.298317367
crushed,9.210340372
crystal,5.298317367
current,11.73606902
custom,1.966112856
customary,5.298317367
customer,61.48764255
customers,24.54590528
customizable,5.298317367
customize,12.59911523
cut,8.399410156
d,0
dad,5.298317367
daisy,5.298317367
Dakota,21.19326947
damage,4.605170186
damaged,5.298317367
Dan,5.298317367
dark,15.64809202
darker,5.298317367
dash,47.07756775
data,28.96988242
date,2.079441542
dates,2.995732274
daughter,5.298317367
day,61.03899613
daylight,9.210340372
days,47.82715546
dead,5.298317367
deal,34.11202068
dear,9.210340372
debit,9.210340372
decent,32.95305501
decided,16.79882031
deciding,5.298317367
decision,18.44439727
decreased,5.298317367
decreasing,9.210340372
deducted,5.298317367
deducting,5.298317367
deep,8.399410156
default,5.298317367
defeats,5.298317367
defect,3.688879454
defective,16.79882031
defects,5.298317367
define,4.605170186
defines,5.298317367
degraded,5.298317367
delay,5.298317367
delete,5.298317367
delicate,4.605170186
delight,5.298317367
delivered,21.03934738
delivery,40.60590931
demanding,5.298317367
denied,5.298317367
depend,4.605170186
depth,15.64809202
descent,5.298317367
describe,5.298317367
deserve,5.298317367
design,29.95732274
designed,10.59663473
desk,5.298317367
detail,3.352407217
detailing,9.210340372
details,15.64809202
detect,8.399410156
detection,4.605170186
deteriorated,5.298317367
developed,5.298317367
developers,5.298317367
deviated,5.298317367
device,87.45471983
devices,26.81925774
diagnostic,5.298317367
dial,9.210340372
did,19.56011503
dies,5.298317367
difference,12.59911523
different,9.210340372
difficult,23.47213803
dimples,5.298317367
dint,5.298317367
dis,2.656050906
disappoint,2.813410717
disappointed,29.95732274
disappointing,5.298317367
disappointment,5.298317367
disaster,5.298317367
discharge,12.59911523
discharges,5.298317367
discharging,5.298317367
discount,8.399410156
discounts,5.298317367
discussed,5.298317367
display,75.67601181
displayed,9.210340372
dist,3.912023005
disturb,4.199705078
disturbance,5.298317367
disturbing,5.298317367
ditching,5.298317367
do,26.57169931
documents,5.298317367
does,24.54590528
done,27.9098351
doping,5.298317367
double,5.298317367
doubt,18.44439727
doubting,5.298317367
download,5.298317367
downside,11.73606902
downsides,5.298317367
dragging,5.298317367
drain,3.101092789
drained,5.298317367
draining,22.13327672
drains,9.210340372
drawback,5.298317367
drive,5.298317367
drop,9.656627475
dropped,9.210340372
dropping,5.298317367
drops,12.59911523
dual,23.96585819
duality,5.298317367
due,31.01092789
dumber,5.298317367
dunno,5.298317367
durability,5.298317367
dying,5.298317367
e,0
ear,2.61866664
earlier,11.73606902
earliest,5.298317367
early,7.377758908
earphone,9.303278368
earphones,24.54590528
earpieces,5.298317367
ease,2.813410717
easy,17.53278949
edge,14.75551782
edges,5.298317367
effect,17.53278949
effects,9.210340372
efficient,10.59663473
el,0.494296322
electroencephalographic,5.298317367
elegant,9.210340372
embarrassing,10.59663473
embracing,5.298317367
emotions,5.298317367
emu,9.210340372
enabled,5.298317367
encase,5.298317367
end,12.61266864
ended,3.688879454
enjoy,4.199705078
enjoyed,5.298317367
enjoying,5.298317367
enough,6.43775165
entertaining,5.298317367
entries,5.298317367
environment,5.298317367
epic,5.298317367
episode,5.298317367
equal,4.605170186
equivalent,5.298317367
Erna,5.298317367
errors,5.298317367
etc,12.32552011
evaluation,5.298317367
eve,0.765717873
even,1.537117251
evening,9.210340372
everyone,23.46685052
everything,54.09107829
exceeds,5.298317367
excel,2.040220829
excellent,58.22436317
exception,4.199705078
exceptional,4.605170186
exchange,27.38416104
executed,5.298317367
exercise,5.298317367
existing,5.298317367
expansive,5.298317367
expect,12.9769389
expectation,3.352407217
expectations,24.54590528
expected,32.95305501
expecting,5.298317367
expense,5.298317367
expensive,5.298317367
experience,64.01097248
experienced,9.210340372
expert,9.210340372
explain,5.298317367
exploring,5.298317367
exposure,5.298317367
express,5.298317367
extended,9.210340372
extensive,5.298317367
external,5.298317367
extra,21.70764952
extraordinary,5.298317367
extras,5.298317367
extreme,3.912023005
eye,4.605170186
eyes,5.298317367
f,0.943106795
fabulous,5.298317367
face,56.91359955
faced,9.210340372
facilities,5.298317367
facility,9.210340372
facing,25.7510066
fact,5.991464547
factor,3.218875825
factory,13.40962887
Fahd,5.298317367
failed,9.210340372
failing,5.298317367
fair,5.298317367
faking,5.298317367
fall,7.824046011
fallen,5.298317367
falls,5.298317367
FALSE,9.210340372
family,12.59911523
fan,14.50211047
fans,9.210340372
fantastic,19.56011503
fast,7.34837985
faster,20.99852539
fastest,18.44439727
father,5.298317367
fault,7.824046011
faulty,5.298317367
favor,5.298317367
feature,16.96210829
features,59.86721242
featuring,5.298317367
fed,5.298317367
feedback,12.59911523
feeds,5.298317367
feel,40.56830872
feeling,22.13327672
feels,27.38416104
feet,9.210340372
fell,9.210340372
felt,16.79882031
festival,9.210340372
few,5.298317367
files,5.298317367
filled,5.298317367
filthy,5.298317367
find,41.94025183
fine,40.41165831
finger,12.62864322
fingerprint,34.80506512
fingerprints,5.298317367
finish,4.605170186
finished,5.298317367
firing,12.59911523
firs,2.302585093
first,37.6620542
fit,8.399410156
fits,5.298317367
fix,17.97439364
fixed,18.44439727
flagship,46.93370104
flame,5.298317367
flash,12.59911523
flat,5.298317367
flaw,4.605170186
flawless,5.298317367
flickering,13.81551056
flip,15.8949521
fluid,15.64809202
fly,10.59663473
FM,5.298317367
focusing,5.298317367
folder,4.605170186
folders,5.298317367
follow,4.605170186
following,5.298317367
food,8.399410156
forget,9.210340372
form,3.1694906
forte,5.298317367
found,15.64809202
fps,9.210340372
fragile,9.210340372
frame,8.399410156
frames,5.298317367
freaking,5.298317367
free,17.53278949
freedom,5.298317367
frequencies,5.298317367
frequent,5.298317367
fresh,5.298317367
friend,10.51967369
friendly,12.59911523
front,45.4631156
frustrated,5.298317367
frustrating,5.298317367
fulfill,5.298317367
full,38.85400748
fullest,5.298317367
fun,2.995732274
function,7.013115795
functional,7.824046011
functionalities,5.298317367
functionality,5.298317367
functions,5.298317367
future,18.44439727
g,0.080200669
gadded,5.298317367
gadget,5.298317367
galaxy,9.210340372
gallery,12.59911523
game,14.84184475
gamer,12.59911523
gamers,5.298317367
games,53.04030153
gaming,43.73388815
gave,9.210340372
GB,53.18520074
Germaine,5.298317367
gesture,12.8755033
gestures,28.05246318
get,40.84985375
gets,38.26715213
getting,54.23228849
gigs,18.42068074
gimmick,5.298317367
give,26.4874017
given,16.79882031
gives,26.81925774
giving,23.46685052
glass,47.86668066
glitch,5.298317367
go,11.42311067
Godthaab,5.298317367
goes,18.44439727
goggles,5.298317367
going,23.46685052
gone,12.59911523
gonna,9.210340372
goo,0.663588378
good,118.7823197
goodhearted,5.298317367
goods,5.298317367
Google,18.44439727
gorgeous,9.210340372
gorilla,9.210340372
got,73.87420201
gradation,9.210340372
grade,6.202185578
grand,4.605170186
graphics,9.210340372
great,89.16951826
grief,5.298317367
grievance,5.298317367
grouse,5.298317367
guard,9.210340372
guess,5.298317367
guy,7.377758908
guys,23.47213803
gyroscope,5.298317367
h,0.030227276
had,12.59911523
hair,5.298317367
half,7.013115795
hall,4.605170186
ham,11.73606902
Hamsun,42.93738695
hand,18.8310271
handhold,5.298317367
handle,18.44439727
handled,5.298317367
handles,5.298317367
handling,9.210340372
hands,17.53278949
handset,13.81551056
handy,10.59663473
hang,3.728660324
hanged,12.8755033
hanging,14.02623159
hangs,18.44439727
happen,3.101092789
happened,9.210340372
happening,5.298317367
happens,18.44439727
happy,26.81925774
hard,6.202185578
hardware,19.56011503
has,5.79306461
hate,4.605170186
have,11.73606902
having,5.298317367
Hawaii,5.298317367
head,4.004961001
headache,5.298317367
headphone,34.53877639
headphones,23.46685052
heads,7.824046011
headset,9.210340372
health,5.298317367
hear,3.506557897
hears,5.298317367
heart,11.73606902
heat,7.977780111
heated,11.73606902
heating,21.03934738
heats,5.298317367
heavier,5.298317367
heavy,56.4930813
held,5.298317367
help,13.40962887
helpful,5.298317367
helping,5.298317367
helpless,5.298317367
hem,9.210340372
hesitations,5.298317367
hey,3.912023005
hf,9.210340372
hi,1.288714033
hidden,9.210340372
high,44.14549826
higher,9.210340372
highlight,5.298317367
hit,11.73606902
Hoboken,8.399410156
hold,16.76203609
holding,5.298317367
holds,5.298317367
home,25.82215618
honest,11.73606902
honor,5.298317367
hope,23.46685052
horrible,10.59663473
hot,2.525728644
hour,22.1859362
hours,25.7510066
however,2.813410717
hrs,17.53278949
huge,22.13327672
huh,5.298317367
hype,11.06663836
hyped,9.210340372
i,0
icicle,5.298317367
icons,5.298317367
id,3.317941892
idea,5.298317367
identify,9.210340372
ii,16.76203609
iii,5.298317367
ill,1.15518264
image,15.64809202
images,5.298317367
imagine,9.210340372
imagining,5.298317367
imp,1.966112856
impedance,9.210340372
important,14.75551782
imported,5.298317367
impossible,5.298317367
impressed,9.210340372
impressing,5.298317367
impression,4.605170186
impressions,5.298317367
impressive,5.298317367
improve,9.303278368
improved,18.44439727
improvement,12.59911523
inability,5.298317367
inadvertent,5.298317367
inbuilt,4.605170186
inches,5.298317367
incident,5.298317367
included,5.298317367
including,5.298317367
incoming,24.54590528
inconvenience,5.298317367
increase,4.199705078
increased,9.210340372
increasing,9.210340372
incredible,9.210340372
incremental,5.298317367
India,14.02623159
Indian,12.59911523
infarct,5.298317367
influenced,5.298317367
info,4.605170186
information,5.298317367
initial,7.013115795
ink,2.465104022
innovative,10.59663473
input,5.298317367
insane,4.605170186
insisting,5.298317367
inspection,5.298317367
inspire,5.298317367
installation,5.298317367
installed,4.605170186
instances,5.298317367
instructions,5.298317367
int,1.255266099
intact,5.298317367
intends,5.298317367
interested,5.298317367
interesting,9.210340372
interface,12.59911523
internal,4.605170186
internals,5.298317367
INTERNET,25.7510066
inundation,5.298317367
investing,5.298317367
invite,5.298317367
Ir,5.298317367
irritate,5.298317367
is,1.542649923
ISO,5.298317367
issue,55.85610396
issues,36.57433932
item,5.298317367
ix,2.120263536
jack,37.70548722
jig,9.210340372
jittery,5.298317367
job,5.298317367
joke,5.298317367
joy,7.377758908
judge,9.210340372
July,9.210340372
justifiable,5.298317367
justify,9.210340372
k,3.549809943
kart,10.59663473
keep,24.80874231
keeping,5.298317367
keeps,5.298317367
kept,11.06663836
key,14.75551782
keyboard,13.81551056
keys,10.59663473
kill,3.688879454
killer,16.79882031
killing,10.59663473
kills,5.298317367
kind,17.40253256
kinda,5.298317367
kindle,5.298317367
king,2.581968363
knew,5.298317367
know,32.04635229
knowing,5.298317367
known,9.210340372
knows,9.210340372
Kong,5.298317367
Koralle,5.298317367
kt,5.298317367
kudos,5.298317367
kw,15.8949521
lac,1.966112856
lack,2.659260037
lacking,9.210340372
lacks,14.75551782
lag,20.72326584
lagging,5.298317367
lags,11.60168837
lair,5.298317367
lame,4.605170186
lamp,5.298317367
landing,5.298317367
lapse,5.298317367
laptop,9.210340372
large,9.210340372
larger,5.298317367
last,41.44162552
lasted,9.210340372
lasting,12.59911523
lasts,21.03934738
late,2.590267165
latest,27.9098351
launched,9.210340372
law,4.199705078
layout,5.298317367
LCD,13.81551056
leadership,5.298317367
leap,5.298317367
learn,5.298317367
least,32.95305501
led,4.080441657
left,12.59911523
less,12.62864322
lesson,5.298317367
let,7.977780111
level,4.199705078
levels,9.210340372
lg,23.02585093
liable,4.199705078
lid,3.218875825
life,75.69745082
lift,5.298317367
light,40.80441657
lighting,16.79882031
lightning,5.298317367
lights,5.298317367
like,3.662339768
liked,12.59911523
likes,5.298317367
limitation,5.298317367
line,9.210340372
liquid,12.59911523
list,7.824046011
listing,5.298317367
little,27.11614425
live,2.407945609
load,7.824046011
loading,9.210340372
loads,9.210340372
local,5.298317367
location,5.298317367
lock,17.65819931
locked,13.81551056
lodged,9.210340372
loggers,5.298317367
long,17.68010051
longer,15.64809202
look,9.210340372
looking,21.03934738
looks,43.50633141
loose,5.298317367
loot,5.298317367
lose,3.352407217
loss,5.298317367
lost,9.210340372
lot,28.03472701
lots,18.44439727
loud,18.60655674
louder,5.298317367
loudest,5.298317367
loudness,5.298317367
love,41.93822335
loved,18.44439727
lovely,5.298317367
low,26.9406701
lower,14.75551782
loyal,5.298317367
loyalty,10.59663473
ls,1.15518264
luck,9.210340372
m,0.030151008
made,44.72368936
magnet,5.298317367
mail,25.19823047
main,3.218875825
maintain,3.912023005
maintained,5.298317367
maintaining,5.298317367
maintains,5.298317367
major,15.64809202
make,25.90267165
makes,34.11202068
making,5.298317367
mall,3.352407217
manage,4.199705078
management,13.81551056
many,37.70548722
Marat,5.298317367
mark,14.12327032
market,26.96159046
marketing,5.298317367
marvelous,5.298317367
massage,5.298317367
massive,12.59911523
masterpiece,5.298317367
match,11.73606902
matching,5.298317367
matter,12.59911523
max,5.298317367
mayday,5.298317367
mean,3.218875825
means,21.03934738
media,19.56011503
medium,9.210340372
mega,5.298317367
member,4.199705078
members,5.298317367
memory,23.46685052
mention,4.199705078
mentioned,13.81551056
mesmerized,5.298317367
mess,3.218875825
message,11.73606902
messages,10.59663473
messaging,5.298317367
messed,4.605170186
messenger,9.210340372
met,2.207274913
metal,5.298317367
mg,9.210340372
mi,9.716171962
middle,20.99852539
midnight,9.210340372
midrange,9.210340372
Miltie,5.298317367
min,4.98219362
mind,15.64809202
minds,5.298317367
mine,4.605170186
mini,11.73606902
minimalistic,5.298317367
minimum,5.298317367
minor,9.210340372
mints,5.298317367
minutes,5.298317367
mirror,12.59911523
miss,12.8755033
missing,19.56011503
mistake,4.605170186
mistakes,5.298317367
misunderstanding,5.298317367
mks,5.298317367
mob,9.162907319
mobile,78.30186681
mobs,5.298317367
mod,1.966112856
mode,46.05705151
model,4.605170186
models,5.298317367
moderate,14.75551782
modes,12.59911523
moment,4.605170186
moments,5.298317367
money,54.09107829
mono,12.59911523
monster,5.298317367
month,26.52287077
months,46.83697643
moot,17.25572816
more,4.605170186
morning,9.210340372
mosquito,5.298317367
most,14.44767365
mother,4.605170186
motherboard,5.298317367
motion,26.96159046
motor,9.210340372
move,9.303278368
moved,7.377758908
movement,5.298317367
movie,4.605170186
movies,5.298317367
moving,15.64809202
mp,5.543313123
much,32.2361913
muddy,5.298317367
multiculturalism,5.298317367
multiple,30.17166496
muns,15.64809202
music,29.95732274
muted,5.298317367
n,0
NAACP,5.298317367
nailed,5.298317367
name,4.605170186
names,5.298317367
Nanook,5.298317367
napkin,5.298317367
native,5.298317367
natural,5.298317367
navigate,5.298317367
navigation,15.64809202
ND,23.47213803
NE,3.101092789
nearest,5.298317367
neat,9.210340372
need,24.79174422
needed,5.298317367
needful,5.298317367
needs,21.03934738
negative,12.59911523
net,3.101092789
network,26.81925774
new,36.11918413
newborn,5.298317367
news,5.298317367
next,25.7510066
nexus,9.210340372
NFC,5.298317367
nice,38.26715213
night,39.88890055
no,0.597837001
noise,15.64809202
non,7.824046011
nonplus,9.210340372
normal,34.80506512
nosy,16.79882031
notch,26.96159046
note,24.54590528
nothing,25.7510066
notice,4.199705078
noticeable,5.298317367
noticed,5.298317367
notification,11.73606902
notifications,10.59663473
notorious,5.298317367
null,5.298317367
number,19.56011503
numerous,5.298317367
oat,7.377758908
objectives,5.298317367
observed,13.81551056
obvious,4.199705078
occasional,5.298317367
October,13.81551056
offer,21.2740803
offered,5.298317367
offers,25.7510066
office,5.298317367
official,9.210340372
ohms,5.298317367
oil,5.298317367
OK,43.50633141
okay,8.399410156
old,13.52276957
one,2.001158615
ones,3.121295497
op,19.35168053
oped,3.688879454
open,27.33368009
opened,9.210340372
opening,9.210340372
operate,5.298317367
operating,9.210340372
operations,5.298317367
opinion,12.59911523
opportunity,5.298317367
ops,3.352407217
opt,2.353878387
opted,5.298317367
optic,4.605170186
optical,5.298317367
optimization,8.399410156
optimizations,5.298317367
option,30.94751788
options,18.44439727
order,11.73606902
ordered,5.298317367
ordinary,12.59911523
Oreo,5.298317367
organized,5.298317367
original,14.75551782
originality,5.298317367
OS,41.44427465
other,3.932225713
others,15.64809202
outcome,5.298317367
outlet,5.298317367
outlook,5.298317367
output,35.40763407
outs,3.912023005
outstanding,5.298317367
overall,44.74392389
overpriced,9.210340372
owned,5.298317367
oxygen,22.53213077
oxygens,13.81551056
p,0
paced,4.605170186
pacer,5.298317367
pack,3.218875825
package,11.73606902
packaged,5.298317367
packaging,9.210340372
packing,9.210340372
page,4.605170186
pages,5.298317367
paid,9.210340372
pain,4.605170186
paint,5.298317367
panda,5.298317367
panel,5.298317367
pap,37.12278799
paper,11.73606902
papers,5.298317367
paps,60.55904822
par,5.228907915
part,18.61482026
particular,8.399410156
party,5.298317367
Passaic,5.298317367
password,5.298317367
patches,5.298317367
patchy,5.298317367
pathetic,9.210340372
patted,5.298317367
pause,9.210340372
pay,3.912023005
paying,5.298317367
payment,4.605170186
payments,5.298317367
PC,5.298317367
pending,3.688879454
penny,9.210340372
pentagram,5.298317367
people,37.21311347
percent,5.298317367
perfect,17.40253256
perform,1.609437912
performance,65.8085787
performed,5.298317367
performing,9.210340372
performs,4.605170186
Peria,5.298317367
perinea,5.298317367
period,8.399410156
periods,5.298317367
person,14.02623159
personal,4.605170186
persons,9.210340372
pesky,5.298317367
pessimistic,5.298317367
PhD,5.298317367
phenomenal,5.298317367
phew,5.298317367
phone,84.47686216
phones,65.39022882
photo,15.95556022
photos,34.11202068
physical,5.298317367
pi,3.992538481
pica,18.44439727
pick,5.298317367
picture,44.3728684
pictures,44.03454181
picturesqueness,5.298317367
pie,22.7315578
piece,7.824046011
pieces,5.298317367
pis,8.399410156
pitch,5.298317367
pix,14.50211047
pixel,16.09437912
pixels,12.59911523
pl,1.642520335
place,5.626821434
placing,9.210340372
planning,12.59911523
plastic,5.298317367
play,14.40266652
played,7.824046011
player,8.399410156
players,9.210340372
playing,41.00052014
plays,5.298317367
pleasant,5.298317367
please,23.46685052
pleasure,9.210340372
plus,1.531435747
pm,5.298317367
pods,9.210340372
poi,2.040220829
point,24.9532985
pointed,2.900422094
pointer,5.298317367
pol,2.995732274
policy,12.59911523
polo,73.63771584
poop,5.298317367
poor,29.00422094
poorer,5.298317367
pop,5.298317367
port,2.120263536
portal,5.298317367
portrait,20.1144433
portraiture,5.298317367
position,11.73606902
positive,5.298317367
possible,11.73606902
post,11.73606902
posterity,5.298317367
power,16.79882031
practical,5.298317367
practice,5.298317367
precise,5.298317367
prefer,10.05722165
preferable,5.298317367
preference,5.298317367
preferred,15.64809202
premium,51.90775561
present,10.05722165
presentations,5.298317367
press,2.995732274
pressing,4.605170186
pressure,5.298317367
pretty,6.43775165
prevented,5.298317367
previous,16.09437912
price,86.30528076
priced,7.824046011
prices,9.210340372
pricier,5.298317367
pricing,5.298317367
primary,9.210340372
prime,9.210340372
print,12.62864322
privacy,5.298317367
pro,1.990765135
problem,64.07937602
problems,29.51103563
process,7.577185933
processed,5.298317367
processing,19.56011503
processor,22.53213077
processors,5.298317367
proclaim,5.298317367
product,71.47067709
products,18.44439727
professional,9.210340372
promise,4.605170186
promised,5.298317367
promo,4.199705078
promoted,5.298317367
promoting,9.210340372
proof,4.605170186
proper,6.704814435
pros,39.38775003
protection,12.59911523
protective,5.298317367
protector,9.210340372
protracted,5.298317367
proud,5.298317367
prove,2.900422094
provide,8.44023215
provided,23.46685052
providers,5.298317367
provides,5.298317367
providing,18.42068074
PS,5.298317367
pub,28.96988242
Pugh,5.298317367
pull,5.298317367
Punjab,5.298317367
purchase,36.04448012
purchased,29.95732274
purchasing,9.210340372
pure,9.210340372
purpose,11.73606902
purposes,5.298317367
push,5.298317367
put,12.95133583
quad,5.298317367
qualities,5.298317367
quality,114.5100749
quantity,5.298317367
questions,5.298317367
quick,17.97439364
quiet,25.19823047
quirks,5.298317367
radio,9.210340372
rag,1.966112856
raise,4.199705078
raised,12.59911523
ram,42.54816059
ran,1.714798428
range,42.36981097
ranging,5.298317367
rapid,4.199705078
rapidness,5.298317367
rate,5.051457289
rated,3.912023005
rates,5.298317367
rating,16.09437912
ratio,11.25364287
rd,2.812994137
re,0.113140703
reach,10.51967369
reachable,5.298317367
reaching,5.298317367
read,2.525728644
reader,12.59911523
reading,18.44439727
ready,6.202185578
real,8.57399214
reality,5.298317367
realized,9.210340372
rear,29.95732274
reason,16.09437912
reasonable,9.210340372
reassuring,5.298317367
reboot,4.605170186
rebooting,5.298317367
receive,6.43775165
received,28.05246318
receiving,12.59911523
recent,5.298317367
reception,9.210340372
recognition,12.59911523
recognize,9.210340372
recommend,16.09437912
recommendations,5.298317367
recommended,9.210340372
record,2.995732274
