Mobile,Rating,Date,Review
Oneplus3,4,08-Oct-16,"Guys, soft gold looks decent. Won't say much about the phone as so many people have already talked about its great features. Though I will highlight this that the delivery experience was unfortunately worse than any I have come across. Firstly, the delivery guy s number was switched off and I had no clue when the delivery would happen. I called Amazon 4 times that day and they too had absolutely no clue on this. Quite surprising to know Amazon has no control on their delivery services ! . Finally at 10pm or so I got an SMS saying the product is delivered - only to know that it's not !! Again called Amazon, and this time the rep told me to process a refund and banged the phone as he couldn't help with this mess - which amazon created.
Finally after 6 phone calls , I left it out for Amazon to figure out what needs to be done. Finally during lunch time, some guy delivered it to my office. Point being, if something goes wrong, you are really left at the mercy of the person speaking on phone ( who btw keep changing and you need to repeat the entire episode to them each time )"
Oneplus3,1,08-Apr-18,"Bad service provided by one plus we went for ear piece replacement and the service guy couldn't open the phone and applied more pressure and screen started blacking out. The service guy claimed that its water damage and looted the money for both screen and ear piece. this has had only happened because my father went to get it repaired. Fooling people if they dont know about it is wrong actually.....
No way i will go for One plus again and look at the way you are increasing the costs of the phone."
Oneplus3,5,25-Dec-18,It's a buy worth money it's been 3 yes I have been using it first I got one plus 2 for my brother then I got one plus 3 for my self then I got one plus 3t for wife and now latest I got one plus 6t for mother great great great mobiles plus best feature of one plus is their operating system updates it's just fantastic I have face recognition system been updated in my one plus 3. Batter charging time 0-100is 45min not more and battery life in normal use is more than 16 hrs till now that's amazing. And on top of it it's too much rugged till the time u actually want to break it it won't coz my phone has fallen n number of times from my pocket on road floor even stones etc but all ok just pick up dust it and use it. Till the time 5g is not coming when I will be forced to change my phone I am not changing it. Just love it have 2games more than1.4gb big I play then continuously and it runs for min 4hrs then. So if u invest in one plus it's worth it.
Oneplus3,1,16-Oct-17,"Bought this last year , worked fine till 10 months then it started giving problem , when receiving call or calling cant hear voice and also cant transmit any call, automatically switching off. And their service online or onsite are pathetic , they are so far not able to sort out the problem with the phone. Few days before went to their service centre in delhi and they loaded the software again and told me that problem was with the software and after usage of 3-4 hours it again started giving the same problem. Please be carefull their service centres are in metros only ,so everytime you have problem you have to travel alot to get it sorted and you will be lucky if they do it for first time , as same happened with me . I literally waited for more than one month to get an opportunity to travel to delhi for repair and failed . Now my warantee is also gone and now have to travel again . Useless product and services."
Oneplus3,5,22-Jan-17,"I dithered over buying it for over a month because I had my heart set on the Google Pixel. But the price point vis-a-vis performance won out and I got the OnePlus 3. I wanted it specifically in graphite so even after I decided to buy I had to constantly follow Amazon to see when it would be brought in stock. Only one one piece used to come back to stock and I finally caught this. The OnePlus 3 has a free accidental damage protection offer with Amazon and otherwise this plan is for 2K so that's why I got the 3 rather than 3T which doesn't have coverage.
The phone itself is glorious. I shifted to this after my Nexus 5 and the performance is so sweet. No lag to my admittedly amateurish usage. The camera is amazing, I manage to eke 16-18 hours of battery on decent usage, and everything works perfectly for now. It's only been a week so I have my fingers crossed that this will continue for a while.
No regrets for skipping on the pixel with this.
"
Oneplus3,1,07-Aug-17,"I am writing this review after almost one year of using the phone.

I experienced more of cons than pros for 1plus 3
- although company states that the screen is made of Corning Gorilla Glass but there are no specifications or properties of this glass. A customer would expect this glass go be shatter free or scratch free. Here this glass will shatter one's thoughts. It cracks on a simple fall and does bear scratch on a normal utility.

Although the company brags about the high quality parts. But the sad reality is its most of components are quite inferior and do not have a good life cycle. The ear piece is high frequency fault bearing component.

The service centres are located very impractically. Mostly are in malls. You pay parking charges and also wait for long hours.

The service engineers are also trial and error type of people. With limited knowledge and customer handling experience they would blame you and recklessly give long dates to take back the product.

Over all its a bad experience of owing this phone. I now examined the market and came to conclusion that Apple and Samsung are much better phones. Another brand one could depend on would be Nokia. Rest are Ram Bharose phones...."
Oneplus3,5,11-Jul-16,Truly a great Flagship Killer...A 100 % genuine replacement for Samsung flagships Nd one shud always consider this phone before putting ur hard earned money on expensive flagships..Worth every penny..Was on of the first buyers on Amazon..
Oneplus3,5,10-Dec-17,"It bought it from the Amazon first I thought how a Chinese manufacturer gave competition to other flagship killer like Samsung,apple,HTC and so on.But I realised this phone is unbeaten and the OTP updates are receiving since.Firstly I managed it with ?? but the software is now Oreo and I like to thank OnePlus team for this great work and I must suggest others to buy this product i.e,Oneplus.I'm not a professional reviewer or the company.It's authenticated to buy this one.Thank you for reading this.I wish this will help anywhere else."
Oneplus3,4,19-Oct-16,"Omg! Just one look and you will forget phones like Iphone, samsung galaxy series. One plus delivered one of the best phone currently available on market at lower price. I have been using this for 2 weeks now and install over 300 apps just to check how well it performs. All thw high end games I switched between shows no sign of lag. Only disadvantages is it doesn't have stereo speakers! Sound quality is good but not best like alcatel and nexus series... Definitely worth buying just try ot for yourself!"
Oneplus3,1,22-Feb-18,Guys i have bought this Phone in 2016. The phone worked as a beauty but meanwhile all of a sudden the mother board stopped working and i got it replaced free of cost. Then the phone stopped working properly. Turns on and off every bloody hour and its so annoying.. Spending 28000 and not even working well for a couple of hours is horrible. I wish we go back to the Old Golden NOKIA 1100 and NOKIA 3310 days..
Oneplus3,4,10-Oct-16,"Excellent smartphone, Dash charger charges battery very fast. Practically very useful for daily lifestyle of smartphone usage.
Pros.
Dash charge very fast charging
6 gb ram now way of slowing
Lag free Oxygen Os.
Good AMOLED display and camera quality in this segment.
Good call quality.

Cons.
Since, usb type c is not widely available, you need to bring your charger + cable for fast charge or micro usb adapter for normal charge.
Micro usb adapter has charging + data transfer compatibility but it doesn't have backward compatibility of micro usb otg. You have to buy separate usb type c otg.

Giving 4 star because of packing and packaging protection. It should have been better.

Overall OnePlus 3 is good choice for daily usage"
Oneplus3,4,06-Dec-16,"A great phone and a great device by OnePlus. Been using the phone for a month now and I'm pleased with the performance. The call quality is also very good. Using two 4G SIMS (Jio + Reliance) and both are performing well. Also has VOLTE support on both the SIM slots.
The 64 GB storage is more than enough for your data storage needs and apps so not missing the exclusion of a expandable memory card slot. Camera performance is also great. The only thing that I'm not too happy about is the battery life. But with dash charging I've made my peace.
With the OnePlus 3T having a bigger capacity battery, this should no longer be an issue. But I do hope that we do get a power bank pretty soon which supports Dash Charging.
Overall a great purchase. Was disappointed with the delivery from Amazon on this one though"
Oneplus3,5,13-Nov-18,"Oneplus 3 is one of the best phone for the price. Everything except the camera is of premium quality. It has super fast processing speed, has good space. Rear camera is good (except for low light) but the front camera is pathetic.
Best feature of the phone is dash charge, although the cable quality is doubtful, I've changed 2 cables in 2 years. The cables were in best shape, no cut, no internal cut, no bending, just some problem with type C port which connects on phone side, it just stopped dash charging, non-dash charging and PC connectivity working fine though."
Oneplus3,4,22-Dec-16,"No doubt, this phone is really good. First things first, I could not give it one star as I have been using Oneplus One earlier and I miss certain software features. Sometimes, it could be as simple as direct entry as soon as you finished pressing last digit of your code. I hope they will try to work on these things in due course of time. The speed is very good including unlocking with the fingerprint sensor.

The only grudge with Oneplus that I have is that I mistakenly ordered (confusing presentation on phone of their website of availability) white coloured curved screen protector and they are not ready to replace it with black one. I didn't open the package as well. In today's world, it seems strange and selfish way of treating a loyal customer (buying second phone). Well, not left with any choice I am selling it online now on olx (bengaluru) for 1449/-. If anyone interested, can let me know with a comment below."
Oneplus3,2,29-Dec-16,"I have used One Plus 1 and now using One Plus 3
One Plus gives great specifications at low price. however as far as longetivity is concerned, One Plus phones are prone to hardware problems. Check for ""one plus 3 camera focus issue""
You will find many people facing this hardware problem subsequent to 2 -3 months use.

In my case I stay at Kota, Rajasthan and nearest service station is 250km away at Jaipur.

Next time no use & Throw One Plus models."
Oneplus3,2,18-Dec-16,"I have used this for exactly 3 months and switched to SAMSUNG. Want to know why? - Read below:

They use Fake Gorilla Glass 4. But they advertise it as Gorilla glass. Do not believe.

The Phone is elegant, superb and has excellent performance. BUT Downside is - its very Fragile. I accidentally dropped it from 1.5 ft and thats it. The screen got infinite cracks. I then laughed at myself for buying a cheap part - flagship chinese phone called one plus 3.

I personally visited the Koramangala One plus exclusive centre. All they have is one answer for you - sorry sir, we don't have the parts for replacement. visit us later. One plus is focussing on their 3T device now. so customer desk himself told me they are not manufacturing the one plus 3 parts. Even the China Hub doesn't have these parts for shipment. I returned back with no solution in hand.

Guys - Be careful when you're buying a chinese brand. Especially once one plus 3 falls and breaks, that s it. Its history.
You guys Pay too much and getting such a delicate phone which cannot withstand even 1 feet fall. The battery backup is no match with other phones. It doesnt even last one full day.

Verdict: Have your eyes open, when going for a chinese brand, dont just see the specs - look at the customer service also"
Oneplus3,4,01-Nov-16,"for those who dont know, the mbile screen has a fade or gradient in the display screen colour
its very subtle in apps, almost barely visible
but in 'dark mode' its very visible when you drop down the notifications panel
just a know issue about the phone
also, dash charge may charge your device rapidly, but dont expect battery to last all that long as expected
ram heavy apps drain battery quite fast

apart from this, the phone is amazing
right on par in performance with high end phones like the galaxy s7"
Oneplus3,5,25-Oct-16,"Amazing Beast..Initially had battery drain issues then disabled few battery hogging apps..managed to get 5 hrs SOT...Although average battery with all apps always running in background is anywhere between 3-4 hrs SOT...just happy with this purchase...Just go for it if your budget is anywhere close to it... Bad delivery experience from Amazon ..the service of amazon is just going on deteriorating..The Box is received was bent from edges...Its just that I had no option than Amazon else I would have prefer other sites..

Ill would recommend Tarken Soft Back case with this Beast..Good Luck with this Beast :)"
Oneplus3,4,04-Jul-18,I like product in new condition not single dent or scratch on the external body panel and product not look like in refurbished category I feel like I purchase new mobile and this time I don't have any dislike I am happy with product and camera picture quality product performance is very good basically I got decent second hand product from vipul and he exactly send me same product he mentioned at the time of selling this product on amazon amazon did the good job and thank u amazon full fill my expectations as per this phone is concerned
Oneplus3,4,24-Oct-16,"Build quality is truly awesome: The general feel of the device is great. It’s only 7.4mm thick, which feels quite thin and it's a joy to hold

Dash Charging is a game changer can't believe it charges 0 to 60 in just under 30 minutes and you can charge at full speed even when the phone is being used.

Some apps like Snapchat usually lags a lot on Oxygen OS compared to other Android OEM that's why I am giving a 4 star rating otherwise it's a total value for money."
Oneplus3,4,03-Jul-17,"I really am in love with this phone.. I'll be celebrating it's one year birthday this month-July and till date I've no complaints with it at all.
The only major drawback is that it's too delicate! I dropped my phone in the first month without any cover on it and *puffff* . It fell side ways and the volume button got a dent making it impossible to use the button...and that's not it! I threw the phone second time too in the same month and *bummm* the screen's glass broke. That made me pay 8k for a screen replacement.Well , my bad- I didn't put on a case immediately. Other than the phone's delicacy, it has got no flaws."
Oneplus3,1,07-Oct-16,I bought thus phone exactly one month back. It worked perfectly fine till yesterday where I've come across a Software problem in this phone. When people try to call me my phone rings but it does not show on my screen so I'm not able to pick or even swipe. How can such an expensive phone have such a bad software. I've tried all ways of fixing it online. I've had to format my phone now to try and fix this.
Oneplus3,3,20-May-17,mobile was very good. but it has really disappointed me because within six months it started getting heated & was not working. Battery is getting drained within an hour.
Oneplus3,5,05-Dec-16,"I love it for its feature and performance. It's sleek, fast, battery back up and an amazing phone. I use it with so many apps and it never hangs. The best part is the dash charger which just takes less than 30 mins to charge the phone to full.. And you are ready to go for a day. It will not disappoint you. Better than all Samsung, Motorola etc any day.
Cons. The camera could have been better with better features like pause video recording."
Oneplus3,4,19-Oct-16,"The phone is just more than worth its price. I have used I-Phone 6s before dis and that sucked. iPhone is just not meant for India's IT structure. Positives great battery, dash charging (20-30 mins from 10 to 90%), very good look, light weight, super fast RAM, etc. Negatives: camera quality is not great despite being a 16Mp camera, the quality of photos in low light is very poor. Front camra doesn't have a flash (big negative). Overall I feel its a great phone except for the camera which is a little substandard as against the 50k phones. Why i compare it with expensive phones is because it beats them in all the other aspects."
Oneplus3,5,08-Oct-17,"This is 1st time I felt to write something about Gadgets I buy.
One Plus 3
Truly... It's fab.. Speed... No lags AT ALL.. High end games runs smooth... Apps as well....
Moreover... ""DASH CHARGE""... Trust me.. It's lighting fast (Don't go as words). It does charge from 0-60 in 15 Mins. 0-80 in 20 Mins. 0-100 in 35 Mins. Grab it.. it's worth..

About Amazon: you guys sucks.. delivery is very poor.. but one plus 3 gave me satisfaction to cover up."
Oneplus3,5,17-Oct-17,"Beast of a phone. Not a single point against one plus 3.camera is outstanding, it outperforms any other phone.so much details even after zooming in pictures. Whooping 6 geegs of ram. All apps open before u can even blink ur eye.one pro tip.- turn down all animations by going into developer options,once u turn of all 3 animation tabs, phone goes even faster.it takes u In another level of performance which no other company cud deliver.no lags what so ever.blink of an eye. Oxygen o.s. is butter smooth, so much customization. Wow u will be amazed to c dat u can even choose to have on screen button or no. More to come soon. Der is so much to write ."
Oneplus3,4,24-Oct-16,"SUPER PHONE. No complains. Using it to topmost extents..!
Instrument is great..!

Suggestions and area of rectifications can be:
Many Software accessible option are missing.!
for e.g.
1.You cannot add more names of recipients while text messaging, once you have types the letters in text area..?
2. Cannot find option to increase text message font size..(anybody please help)
3. Cannot make permanent folders in Gallery. Once you delete photo from main folder in gallery, it automatically gets deleted from folder created also.!?

Many more area of software improvement"
Oneplus3,4,30-Dec-16,"This phone is brilliant - the performance of phone is phenomenal. Have been using it for a month and not once have I regretted my decision. It looks classy, feels like a premium phone and is really fast. From multitasking to gaming, it handles pretty much everything with ease. The camera is good too - it takes brilliant pictures even in dark conditions. One Plus 3 is really a notch up than most of the other phones.

The only concern I have is the Type C USD charger, its not standard yet and in case you forget your charger, you wont get easily, So make sure to have a spare charger or your carry your charger with you wherever you go. Having said that, the battery performance is pretty good. It goes for a full day with a single charge and the dash charge tech, charges the phone in an hour."
Oneplus3,5,17-Sep-17,"Stupendous Fantastically fantasticcreates magical....
awesome phone,loved it
Now that’s what I call a performance."
Oneplus3,5,21-Sep-16,"It's been nearly 3 weeks now after using Oneplus 3 and defintely u will not regret for buying this beast. Almost every review posted here is genuine.
Seriously guys in terms of Hardware Oneplus rocked whereas in software there were some trouble. But guys those are delaying in buying Oneplus 3 because of software change that decision and buy Oneplus 3 rite now. Oneplus Software team has fasten their process and u won't believe approximately once in 8 days there are updates released in community build which keeps on solving all software related issues batch by batch. One thing that defintely changed me is that the way I charge my phone which you will also feel when u buy it. You might have heard fast charging dash charging with in 1 hour. Without using that feature physical u will never understand. Once u use that u will be amazed. Only thing is that Oneplus 3 should be used with a snap on cover which protects camera even though Oneplus states that it has a scratch resistance coating using it with cover is advisable in my opinion"
Oneplus3,3,13-Oct-16,"Update aftet one week of use:

Now its just 4 Hours Battery Life. ????????????

I have used One Plus 2, I had Good Experinace.I am using One Plus 3 Just for a Day. Basic Experinace same like One Plus 2. But One Plus 2 Naver hanged. But One Plus 3 already hanged Once. and Battery Drained in 10 Hours. Not Expected this. I thought it will be great phone. Its Didnt even recognize through Cable to PC"
Oneplus3,4,02-Nov-16,"Like most of you, i was very confused about which phone to buy, and aftwr weeks of research, i opted for oneplus 3,and hands down its one of the best phones out there. You wont regret buying it. Its functions smoothly. The 6 GB ram is more than enough, 2 gb is always unused. The camera is pretty decent, you went get the quality of a s6 or s7 but hey! They cost 20k more. There is no lag whatsoever. Should've had a more powerful battery, but then, you have the dash charger to compensate, and its blazing fast. Go for it without thinking if your budget is till 35 k.
Do buy a back cover though. This phone is slippery as ice. CHEERS.
Im not giving a 5 star as the product box was bent around the edges due to poor handling of the product."
Oneplus3,3,04-Oct-16,"1. OnePlus 3 with Pre-Applied Screen Protector.
2. Dash Charge Adapter.
3. USB Type C Cable
4. Sim Card Ejector Tool.
5. User Manual.
6. A message from company CEO Pete Lau.

Build quality is really good & Awsomeeeeeeeeeee
Dash Charging really too fasttttttttttt
Screen is grt given Optic Amoled Display
Front Cam is good
Rear Cam Average
Both cam compare to Samsung , Moto & Asus (oneplus is not good plz check it self dynamic Rang is not good)
Feel Heavier in Hand
Sound Quality is Average
Video Rec.is Average Say Good but not perfect Coz sound clarity Not Real or too low
If u r heavy user this is not for don't buy battery drain too fast
1st of all Some Basic features are really missing lyk voice rec, clip tray, call rec, quick memo, not supprt VoLte in OS- 3.2.6
only one sim support 4g at a tym 2nd sim in 2g network
Ram Management is tooo cheap...........
Heating issue while Charging or watching video also via Youtube And simple camera use n 5 -7 min internet surfing or whatsaap using
while charging ,Skype & Gaming phone become's too much hotterrrr..........
Don't Buy For any query plz call for better suggestion - 8603898904"
Oneplus3,4,27-Sep-16,"Nice phone for all stuff loaded at the price. But display consumea lot of battery. Qudcor process a bit slow. Default encrypted, and 3-4 gb already consumed constantly. If you install a Antivirus software ot tells some qalcome fix is required which sti not patched in os release. I had bad experience playing candy crush where the phone was hanging. But i like the design and make. Overall a good phone at the price it is sold."
Oneplus3,5,12-Jan-17,"Purchased the handset after going through various reviews on definitive websites. Have no regrets whatsoever as the combination of looks, premium build and stellar performance and killer pricing leave you questioning the sanity of people buying flagships that are twice as expensive!
Suggest going through the review on GSM arena for detailed description.
Unless you are an absolute stickler for latest specs or in need of additional storage in excess of the user available 54GB, you don't need to pay the premium for a 3T also"
Oneplus3,5,05-Dec-16,The best thing I love about this phone is the UI. Unlike other brand phones the UI resembles stock Android with very little bloats and useful customisations. The camera is perfect for me. Takes quality pics - both rear and front.! The phone is a beast when coming to performance. Handles day to day tasks in a very efficient and smooth manner sans any stutter. One piece of tech I absolutely love.
Oneplus3,3,13-Jul-17,"I have been using this since September 2016

1. Battery backup: 2 star, Poor hardly runs 10 hour in stand by mode if you are taking 10-15 minutes calls, 20-30 minutes music play and screen on for 30 minutes. Even draining not stopped after putting this on airplane mode.
2. RAM : 4 star, 6 GB RAM is good in this price range at that moment, but sometimes got hang while playing Asphalt8.
3. Camera: 4 star, Only camera of this phone make me happy.
4. Sensors: 2 star, I used Lenovo K3 note, which sensors were far much better than this.
5. Body look and robustness: 4 star, nice look and robust."
Oneplus3,5,12-Jan-17,"A few months on, I have been very pleased with this phone. Blazing speeds, with no discernable lag. Great picture quality. A bit concerned by the build quality of the charging point at the bottom of the phone but I don't have to charge very often and for very long so possibly not an issue. Also some concerns about the cost of additional Dash charger and cable. Not readily available in the market so I have to think ahead and always have to ensure to carry the cable when traveling. Keeping fingers crossed that this phone serves me for a good period of time and that I don't have to test oneplus after-sales service!"
Oneplus3,4,10-Nov-16,"Well, this phone gets 4 stars just because of its high ram which makes it lag-free to a very great extent.
If you are looking for any other specs other than this, and camera, try some other phones as well. Otherwise, this is the perfect choice available at an extremely fair price.
However, if you have been a Samsung user of a high-end phone or an i-phone user, rethink on the decision. The quality of the phone is not up to that mark. Also, if you are buying for your professional use, carry a portable charger always with you! This is because the phone need to be charged ATLEAST twice a day, COMPLETELY. Though the battery is 3000 mAh, it doesn't live up to the mark.
For students, this is a perfect choice as graphics and space is awesome.
Apart from battery, there are many other tiny factors as well which are absent in this phone. One of them is that the inbuilt music player doesn't have options for changing the sound-effects. Another one is that the camera doesn't have option for lower the resolution of the image/video.Obviosly, there are apps that can compensate for it but they dont give the same level of satisfaction as the in-built apps."
Oneplus3,4,11-Nov-16,"Wow. i am blown off by the Value for money this phone gave me.
I was a strict nexus user before this and was waiting for the Google Pixel launch but when I heard the price at which the Pixel was announced, I said ""No thanks"", and went ahead and ordered this piece.

Oneplus 3 is in no way less than the other flagship phones of different manufacturers, in many areas it is much more than the others, be it snappiness/performance, Looks, display quality etc. Its even better than Iphone 6s in terms of display and performance.

Display is much better than the regular IPS and retina displays. I recommend you to put an iphone and Oneplus3 side by side and run this video from youtube: ""Landscapes 4K"" you will immediately see the difference.

The battery life is amazing, I charge it for half hour and it easily runs through the day. I charge it for an hour and it will easily last 2 days in normal use.

Camera is snappy, very quick in taking pictures and the OIS makes the pictures blur free. I would recommend everyone to shoot in raw and use apps to process those pictures, the results will be amazing.

Call quality and mobile internet is amazing, I have a Jio sim and things get downloaded with the blink of an eye.

One downside is the WiFi as it tends to loose signals sometimes. I saw online that this is due to some software issue with marshmallow and I hope it is fixed soon.

The design looks too good in hand. Feels very premium."
Oneplus3,3,29-Sep-16,"After doing many research bought this phone and using since last night but it comes with small bug, phone not ringing for incoming calls sometimes. You have to restart phone. One plus 3 should look into this and requesting Amazon to escalate this problem to One Plus 3 technical division as this phone is exclusively available through Amazon only. Hope will get solution at earliest."
Oneplus3,5,03-Oct-16,"The BEST among the rest.
First I'd like to thank Amazon and the seller for giving me this product on time.
3 days review(03/10/2016). will give a detailed review after a months of use.
Packaging: 4/5 : Packaging was not as par as it used to be. The box had few bumps, but the product inside was intact.
Display: 4/5 : Very good and vibrant display.
Camera : 3.5/5 : both front and back cameras takes good pictures. very good color reproduction. OIS not working at all while recording video.
Call quality: 4.5/5 : been using it outdoors and indoors not faced any call drops. and call quality through the micro phone and speaker is very clear.
Audio: 4/5 : this phone produces one of the best audio quality through headphones. but need to download 3rd party music app to enjoy the sound quality. audio from speaker is not bad.
Battery: 3.5/5 : battery will last upto max 1 day, I am not a gamer but still I had to charge this phone twice a day. My routine(browsing,youtube,facebook,calling).Dash charging works like a charm.

All in all one of the best !!!"
Oneplus3,4,14-Nov-16,"the phone is pretty nice for the price,initially i was going for nexus 6p 64 gb bcoz of bigger battery but since its launch nexus 6p has been for same price i.e 40k in india ..if a company doesnt care about price then why should i cae about that company..so i got this phone for my sister as a diwali gift.she loves the camera ! and she was surprised by dash charge ...she broke her iphone recently and she is new to android eco system and shes very happy with the switch..kudos to amazon for colab'in with one plus. for 28k you cant go wrong with this beast."
