,Mobile,Rating,Date,Review,Month,Year,Audio,Battery,Camera,Design,Fingerprint,Memory,OS,Performance,Others
28,Oneplus3,5,25-Oct-16,amazing beast initially battery drain issues disabled battery hogging mismanaged get hrs sot although average battery paps always running background anywhere hrs sot just happy purchase just go budget anywhere close bad delivery experience amazon service amazon just going deteriorating the box received bent edge sits just i option amazon else i prefer sites ill recommend tanker soft back case beast good luck beast ,Oct,2016,,Yes,,,,,,,Yes
29,Oneplus3,4,04-Jul-18,i like product new condition single dent scratch external body panel product look like refurbished category i feel like i purchase new mobile time i dislike i happy product camera picture quality product performance good basically i got decent second hand product VIP exactly send product mentioned time selling product amazon amazon good job thank u amazon full fill expectations per phone concerned,Jul,2018,,,Yes,Yes,,,,Yes,
30,Oneplus3,4,24-Oct-16,build quality truly awesome the general feel device great its mm thick feels quite thin joy hold dash charging game changer believe charges just minutes can charge full speed even phone used some paps like snap chat usually lags lot oxygen OS compared android OEM i giving star rating otherwise total value money,Oct,2016,,Yes,,Yes,,,Yes,Yes,
31,Oneplus3,4,03-Jul-17,i really love phone ill celebrating one year birthday monthly till date vie complaints the major drawback delicate i dropped phone first month without cover puff ff it fell side ways volume button got dent making impossible use button i threw phone second time month bum mm screens glass broke that made pay k screen replacement well bad i put case immediately other phones delicacy got flaws,Jul,2017,Yes,,,Yes,,,,,
32,Oneplus3,1,07-Oct-16,i bought thus phone exactly one month back it worked perfectly fine till yesterday vie come across software problem phone when people try call phone rings show screen mi able pick even swipe how can expensive phone bad software vie tried ways fixing on line vie format phone now try fix ,Oct,2016,,,,Yes,,,Yes,,
33,Oneplus3,3,20-May-17,mobile good really disappointed within six months started getting heated working battery getting drained within hour,May,2017,,Yes,,,,,,,
34,Oneplus3,5,05-Dec-16,i love feature performance its sleek fast battery back amazing phone i use many paps never hangs the best part dash charger just takes less muns charge phone full and ready go day it will disappoint better Hamsun Motorola etc day cons the camera better better features like pause video recording,Dec,2016,,Yes,Yes,Yes,,,,Yes,
35,Oneplus3,4,19-Oct-16,the phone just worth price i used phone s dis sucked phone just meant Indians it structure positives great battery dash charging muns good look light weight super fast ram etc negatives camera quality great despite mp camera quality photos low light poor front camera flash big negative overall i feel great phone except camera little substandard k phones why compare expensive phones beats aspects,Oct,2016,,Yes,Yes,,,Yes,,Yes,Yes
36,Oneplus3,5,08-Oct-17,this st time i felt write something gadgets i buy one plus truly its dab speed no lags at all high end games runs smooth paps well moreover dash charge trust its lighting fast don't go words it charge muns muns muns grab worth about amazon guys sucks delivery poor one plus gave satisfaction cover ,Oct,2017,,Yes,,,,,,Yes,
37,Oneplus3,5,17-Oct-17,beast phone not single point one plus camera outstanding outperforms phone much details even zooming pictures whooping gigs ram all paps open u can even blink Ur eye one pro tip turn animations going developer options u turn animation tabs phone goes even faster takes u in another level performance company cud deliver lags ever blink eye oxygen OS butter smooth much customization wow u will amazed c DAT u can even choose screen button more come soon red much write ,Oct,2017,,,Yes,Yes,,Yes,Yes,Yes,
38,Oneplus3,4,24-Oct-16,super phone no complains using topmost extents instrument great suggestions area rectifications can many software accessible option missing eh you add names recipients text messaging types letters text area cannot find option increase text message font size anybody please help cannot make permanent folders gallery once delete photo main folder gallery automatically gets deleted folder created also many area software improvement,Oct,2016,,,,,,,Yes,Yes,
39,Oneplus3,4,30-Dec-16,this phone brilliant performance phone phenomenal have using month i regretted decision it looks classy feels like premium phone really fast from multitasking gaming handles pretty much everything ease the camera good takes brilliant pictures even dark conditions one plus really notch phones the concern i type c sud charger standard yet case forget charger wont get easily so make sure spare charger carry charger wherever go having said battery performance pretty good it goes full day single charge dash charge tech charges phone hour,Dec,2016,,Yes,Yes,Yes,,,,Yes,
40,Oneplus3,5,17-Sep-17,stupendous fantastically fantastic creates magical awesome phone loved now s i call performance,Sep,2017,,,,,,,,Yes,
41,Oneplus3,5,21-Sep-16,its nearly weeks now using one plus definitely u will regret buying beast almost every review posted genuine seriously guys terms hardware one plus rocked whereas software trouble but guys delaying buying one plus software change decision buy one plus rite now one plus software team fasten process u believe approximately days updates released community build keeps solving software related issues batch batch one thing definitely changed way i charge phone will also feel u buy you might heard fast charging dash charging hour without using feature physical u will never understand once u use u will amazed only thing one plus used snap cover protects camera even though one plus states scratch resistance coating using cover advisable opinion,Sep,2016,,Yes,Yes,Yes,,,Yes,Yes,
42,Oneplus3,3,13-Oct-16,update after one week use now just hours battery life i used one plus i good experience using one plus just day basic experience like one plus but one plus raven hanged but one plus already hanged once battery drained hours not expected i thought will great phone its didn't even recognize cable PC,Oct,2016,,Yes,,Yes,,,Yes,,Yes
43,Oneplus3,4,02-Nov-16,like confused phone buy after weeks research opted one plus hands one best phones you wont regret buying its functions smoothly the GB ram enough GB always unused the camera pretty decent went get quality s s hey they cost k there lag whatsoever shoulder powerful battery dash charger compensate blazing fast go without thinking budget till k do buy back cover though this phone slippery ice cheers mi giving star product box bent around edges due poor handling product,Nov,2016,,Yes,Yes,,,Yes,,Yes,Yes
44,Oneplus3,3,04-Oct-16, one plus reapplied screen protector dash charge adapter sub type c cable seem card ejector tool user manual a message company CEO Pete lay build quality really good isomorphically dash charging really farsightedness screen get given optic ambled display front cam good rear cam average both cam compare Hamsun moot ass one plus good pl check self dynamic rang good feel heavier hand sound quality average video rec average say good perfect cox sound clarity not real low if u r heavy user buy battery drain fast st some basic features really missing lye voice rec clip tray call rec quick memo support volt OS one seem support g tum ND seem g network ram management too cheap heating issue charging watching video also via you tube and simple camera use n min INTERNET surfing what using charging pesky gaming phone becomes much hotter don't buy for query pl call better suggestion ,Oct,2016,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes
45,Oneplus3,4,27-Sep-16,nice phone stuff loaded price but display consumes lot battery quadword process bit slow default encrypted GB already consumed constantly if install anti virus software OT tells welcome fix required sch patched OS release i bad experience playing candy crush phone hanging but like design make overall good phone price sold,Sep,2016,,Yes,,Yes,,Yes,Yes,,Yes
46,Oneplus3,5,12-Jan-17,purchased handset going various reviews definitive websites have regrets whatsoever combination looks premium build stellar performance killer pricing leave questioning sanity people buying flagships twice expensive suggest going review gs arena detailed description unless absolute stickler latest specs need additional storage excess user available GB need pay premium t also,Jan,2017,,,,Yes,,Yes,,Yes,
47,Oneplus3,5,05-Dec-16,the best thing i love phone ii unlike brand phones ii resembles stock android little bloats useful customizations the camera perfect takes quality pica rear front the phone beast coming performance handles day day tasks efficient smooth manner sans stutter one piece tech i absolutely love,Dec,2016,,,Yes,,,,Yes,Yes,
48,Oneplus3,3,13-Jul-17,i using since September battery backup star poor hardly runs hour stand mode taking minutes calls minutes music play screen minutes even draining stopped putting airplane mode ram star GB ram good price range moment sometimes got hang playing asphalt camera star only camera phone make happy sensors star i used Leno k note sensors far much better body look robustness star nice look robust,Jul,2017,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes
49,Oneplus3,5,12-Jan-17,a months i pleased phone blazing speeds discernible lag great picture quality a bit concerned build quality charging point bottom phone i charge often long possibly issue also concerns cost additional dash charger cable not readily available market i think ahead always ensure carry cable traveling keeping fingers crossed phone serves good period time i test one plus sales service,Jan,2017,,Yes,,,,,,Yes,Yes
50,Oneplus3,4,10-Nov-16,well phone gets stars just high ram makes lag free great extent if looking specs camera try phones well otherwise perfect choice available extremely fair price however Hamsun user high end phone phone user rethink decision the quality phone mark also buying professional use carry portable charger always this phone need charged at least twice day completely though battery ham live mark for students perfect choice graphics space awesome apart battery many tiny factors well absent phone one inbuilt music player options changing sound effects another one camera option lower resolution imperfectability paps can compensate don't give level satisfaction built paps,Nov,2016,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes
51,Oneplus3,4,11-Nov-16,wow blown value money phone gave i strict nexus user waiting Google pixel launch i heard price pixel announced i said no thanks went ahead ordered piece one plus way less flagship phones different manufacturers many areas much others snappiness performance looks display quality etc its even better phone s terms display performance display much better regular pis retina displays i recommend put phone one plus side side run video you tube landscapes k will immediately see difference the battery life amazing i charge half hour easily runs day i charge hour will easily last days normal use camera snappy quick taking pictures pis makes pictures blur free i recommend everyone shoot raw use paps process pictures results will amazing call quality mobile INTERNET amazing i jig seem things get downloaded blink eye one downside wife tends loose signals sometimes i saw on line due software issue marshmallow i hope fixed soon the design looks good hand feels premium,Nov,2016,,Yes,Yes,Yes,,,Yes,Yes,Yes
52,Oneplus3,3,29-Sep-16,after many research bought phone using since last night comes small bug phone ringing incoming calls sometimes you restart phone one plus look requesting amazon escalate problem one plus technical division phone exclusively available amazon hope will get solution earliest,Sep,2016,,,,,,,,,
53,Oneplus3,5,03-Oct-16,the best among rest first id like thank amazon seller giving product time days review will give detailed review months use packaging packaging par used the box bumps product inside intact display very good vibrant display camera front back cameras takes good pictures good color reproduction pis working recording video call quality using outdoors indoors faced call drops call quality micro phone speaker clear audio phone produces one best audio quality headphones need download rd party music pap enjoy sound quality audio speaker bad battery battery will last unto max day i gamer still i charge phone twice day my NA charging works like charm all one best ,Oct,2016,Yes,Yes,Yes,Yes,,,,,
54,Oneplus3,4,14-Nov-16, phone pretty nice price initially going nexus p GB cozy bigger battery since launch nexus p price e k India company doesn't care price ace company got phone sister Walliw gift loves camera surprised dash charge broke phone recently new android Eco system shes happy switch kudos amazon cola one plus k cant go wrong beast,Nov,2016,,Yes,Yes,,,Yes,Yes,,Yes
55,Oneplus3,4,22-Oct-16,the product good GB ram GB internal memory powered android marshmallow oxygen OS version dual animosity dual standby j NFC enabled reversible type connector battery ham lithium polymer battery non removable run approximately hours continua minimum paps uses but dash dash charge technology stated good in case battery charges minutes the delivery made days though scheme one day delivery i ordered delivered ,Oct,2016,,Yes,,,,Yes,Yes,,
56,Oneplus3,5,23-Sep-16,amazon treats prime customers request well really glad got phone within two days one plus best android smart phone right now more specifications phone prove best memory management i felt never experience phone since mi using one plus brand first time worth spending extra money great phone compromising poorly built smart phone one plus stick moot never settle even though cons ham battery k screen i personally go k resolution screen battery simply drain unless power use playing heavy games also dash charger proves life saver always roam around charge left phone one plus just slapped every smart phone right face waiting one plus ,Sep,2016,,Yes,Yes,Yes,,Yes,Yes,Yes,
57,Oneplus3,5,07-Feb-17,though relatively new market one plus products won hearts confidence customers the Chinese mobiles much cheaper compared market leaders however one plus priced little higher Chinese models the GB ram phone may defend pricing customers like large downloads may appreciate ram utility,Feb,2017,,,,,,Yes,,,
58,Oneplus3,4,21-Nov-16,pros true speed felt awesome focusing camera design classy one best finishing o ever come across phone customization capability top level front camera beats phone s main camera previous owner various features like dual seems comes handy dash charging just amazing cons battery falls lesser side since supports p display unaccounted filling GB ram little slippery hands ,Nov,2016,,Yes,Yes,Yes,,Yes,,Yes,
59,Oneplus3,4,19-Dec-16,it excellent phone no doubts i bought just t launched know considering upgrades major i just fine one plus the phone super fast almost everything the one challenge i noticed Google maps for reason significant lag just screws whole thing using real time basis don't know issue device surely problem the one issue fingerprint scanner i tried record angles yet i try at least times recognizes fingerprint so bit irritant having said otherwise device awesome speed camera performance display OS everything pleasure i now using around month now the price discount flip kart though huge put makes wonder i purchase amazon one plus something otherwise people like will loose faith especially company kind just coming hitting big time can certainly without controversy and please just urging people buy amazon going help rs discount big discount ignore issues so amazon one plus please something stop sham flip kart,Dec,2016,,,Yes,Yes,Yes,,Yes,Yes,Yes
60,Oneplus3,4,06-Oct-16,i using month overall performance good there lag speed high end games running smoothly asphalt the camera bump bit bulky definitely back cover needed cover i using pigpen back cover covering camera bump perfectly GB memory enough think memory card necessary one thing using dual seem set custom ring tone seem card can set ring tone seem although battery ham lasts day normal usage camera really good takes great pictures front camera really good fingerprint works fast the alert slider gestures options good overall best phone buy i really love ,Oct,2016,,Yes,Yes,,Yes,Yes,,Yes,
61,Oneplus3,3,01-Jan-17,awesome phone use specification wise however screen breakage issues common i dropped phone hardly distance screen completely damaged i paid rs fix screen service center service quick flawless however i overall disappointed screen quality repair charge swill buy another one plus phone future,Jan,2017,,Yes,,Yes,,,,,
62,Oneplus3,5,30-Oct-16,the phone awesome aspects using past two days everything working fine only screen display uniformity Grey background like notification drop menu the left side screen lighter right side if anyone facing problem please share views the item supposed packed inside box package shocked see premium phone inside just plastic bag protection moreover mobile phone box several dents awful packaging,Oct,2016,,,,Yes,,,,,
63,Oneplus3,5,24-Jul-16,it speedy phone use smooth the look stunning best part back none slippery i like hold hand only thing i worry non availability screen guard similar comes op,Jul,2016,,,,Yes,,,,Yes,
64,Oneplus3,4,02-Nov-16,i stopped using android phones years back started using phone plus recently bought one plus soft gold variant using days i can say except camera challenges phone every aspect dash charger awesome keep safe i bought rosewood cover phone official website phone really slippery go guys,Nov,2016,,Yes,Yes,,,,Yes,,
65,Oneplus3,3,27-Jun-17,don't buy accidental damage protection plan fake send cell repairing plan don't give correct answers hold cell unto days will tell expense undercover insurance ND price cell phone self expense repairing one plus thousands hell yeah,Jun,2017,,,,,,,,,Yes
66,Oneplus3,1,19-Nov-17,bought phone July in less years now phones motherboard dead it just stopped working hands i lost th data phone will pay almost actual cost bought k get new motherboard data recovery pathetic experience phone service i think flagship killer just good enough last year half,Nov,2017,,,,,,,,Yes,
67,Oneplus3,4,21-Oct-16,finally bought soft gold variant i want say great decision buy soft gold one plus looks great front well rear friends say looks like phone plus few cons battery drains fast charging fast really fast camera good good amazon service bad cancel one order since never delivered,Oct,2016,,Yes,Yes,Yes,,,,Yes,
68,Oneplus3,5,12-Jan-17,superb phone short description this phone good buy Hamsun phones terms processor battery backup experience phone you hell lot space add paps seasons games photos even adding everything require require processor just fast brand new phone i can almost compare phone but don't want is phone definitely go one plus better previous ranges one plus one one plus two this product definitely bang product market terms camera specially i stopped carrying SLR i find handy easy use perfect SLR type photos perfect picture anytime anywhere,Jan,2017,,Yes,Yes,Yes,,,,Yes,
69,Oneplus3,5,08-Aug-16,awesome phone awesome price,Aug,2016,,,,,,,,,Yes
70,Oneplus3,5,27-Jun-16,i using phone last days believe simply phone want really gr ii almost similar stock android heating issue splayed NFS asphalt long cool cam price range i really loved ,Jun,2016,,Yes,,,,,Yes,,Yes
71,Oneplus3,5,19-Aug-17,bought February sister still working good battery back really nice though within months time t arrived market the picture quality enhanced one plus good segment the body robust even falling feet height times scratches broken screen a bit bigger fit jeans pocket completely,Aug,2017,,Yes,,Yes,,,,,
72,Oneplus3,1,07-Sep-17,the phone good it keeps hanging time that i games paps music etc phone it used simply calling messaging yet hangs it lacks features besides phone scratch marks i received i wrote complaint amazon never replied attended grievance having spent large sun money phone end i disappointed,Sep,2017,Yes,,,,,,,,
73,Oneplus3,4,30-Sep-16,fast delivery been using phone almost month now no issues yet no lags no bloat ware camera fantastic especially front cam photos look fine overall very satisfied op better buy phone overpriced brand phones,Sep,2016,,,Yes,,,,,Yes,
74,Oneplus3,5,14-Oct-16,excellent smart phone best bang buck if budget k look excellent build quality razor thin design killer looks top notch performance the device excellent Eda support also one plus beta program can test released versions oxygen OS the community builds really worth try don't think just go ,Oct,2016,,,,Yes,,,Yes,Yes,Yes
75,Oneplus3,5,09-Dec-16,so far seems great product although slight heating i installing paps first day i faced since its pretty responsive also gets charged min and thanks amazon getting delivery done one day earlier scheduled i placed request customer care i originally scheduled delivery Sunday but i realized ill home Saturday saw tracking showed already Hyderabad i called placed request deliver Saturday possible and thankfully ,Dec,2016,,Yes,,,,,,,
76,Oneplus3,1,05-Sep-16,i one plus screen just peeled slightly one corner reparable one plus authorized service person told replace whole screen cost rs later i got repaired service center cost just still now issue mobile last month this just drawing attention customer going buy bought one plus mobile,Sep,2016,,,,Yes,,,,,
77,Oneplus3,5,19-Nov-16,one plus amazing smart phone price range most friends using given positive reviews the mobile lightweight performer i check stress management phone i tried play heavy games like gt asphalt still phone performing well even dash charging one charming thing made buy phone it really charges battery within half hour battery life amazing if looking best android smart phone k budget go one plus ,Nov,2016,,Yes,,Yes,,,Yes,,Yes
78,Oneplus3,4,30-Nov-16,ram management anal good but just given battery bit sufficed great phone attracts Lotta pol the spec great sleek delicate hold so put sturdy cover and u got money go opt camera i still feel moot better tis,Nov,2016,,Yes,Yes,Yes,,Yes,,,
79,Oneplus3,4,19-Dec-16,its one best smart phones fastest charger it charges muns and quite good i think parts well documented variety reviews it tend auto restart every able figure it looks like issue far even brother device problem,Dec,2016,,Yes,,Yes,,,,,
