Attribute,TFIDF
doorstep,5.298317367
double,9.210340372
doubt,7.824046011
doubtful,5.298317367
doubts,5.298317367
download,7.013115795
downloaded,9.210340372
downloads,5.298317367
downside,9.210340372
downward,5.298317367
Dr,10.59663473
drain,10.36106866
drained,12.59911523
draining,5.298317367
drains,23.46685052
drawback,9.210340372
drawing,5.298317367
drift,5.298317367
drop,14.06705358
dropped,21.03934738
drops,12.59911523
druid,5.298317367
dual,23.46685052
due,28.96988242
durable,5.298317367
dust,5.298317367
dynamic,5.298317367
e,0
ear,7.531596592
earlier,14.75551782
earliest,9.210340372
earned,5.298317367
earphone,20.1144433
earphones,18.44439727
ease,6.62182474
easier,5.298317367
easy,15.64809202
Eco,5.298317367
Eda,5.298317367
edge,20.1144433
edges,9.210340372
effects,5.298317367
efficient,5.298317367
ejector,9.210340372
eke,5.298317367
el,0.438504962
electroencephalographic,5.298317367
electromagnetically,5.298317367
electronic,5.298317367
elegant,15.64809202
else,3.912023005
emailed,5.298317367
enabled,5.298317367
encountered,5.298317367
encrypt,4.605170186
encrypted,5.298317367
end,15.847453
enforce,5.298317367
engineers,5.298317367
English,5.298317367
enhanced,5.298317367
enjoy,9.210340372
ennui,5.298317367
enough,5.626821434
ensure,4.199705078
ensured,9.210340372
enter,2.302585093
entire,5.298317367
entry,5.298317367
epic,5.298317367
episode,5.298317367
Ericsson,5.298317367
error,5.298317367
escalate,5.298317367
esp,2.253794929
established,5.298317367
estimated,5.298317367
even,1.609437912
everyone,18.44439727
everything,36.57433932
examined,5.298317367
example,5.298317367
excellent,49.21507614
excels,5.298317367
excess,5.298317367
exchange,9.210340372
exclusion,5.298317367
exclusive,4.605170186
expand,3.912023005
expandable,12.59911523
expect,16.40020805
expectations,9.210340372
expected,17.53278949
expense,10.59663473
expensive,32.95305501
experience,56.14492163
experienced,15.64809202
expert,5.298317367
extensive,5.298317367
extent,4.605170186
extents,5.298317367
external,9.210340372
extra,25.7510066
eye,11.73606902
eyes,9.210340372
f,0.072570693
face,8.44023215
faced,26.81925774
faces,5.298317367
facility,5.298317367
facing,18.44439727
factor,3.912023005
factors,5.298317367
factory,4.605170186
fade,4.605170186
faded,5.298317367
failed,5.298317367
failure,5.298317367
fair,5.298317367
faith,5.298317367
fake,9.210340372
fall,7.377758908
fallen,5.298317367
falling,5.298317367
falls,9.210340372
family,13.81551056
fan,6.704814435
fantastic,25.82215618
farsightedness,5.298317367
fast,15.24923797
faster,12.59911523
fastest,12.59911523
father,9.210340372
fault,3.688879454
faulty,10.59663473
feat,1.801809805
feature,20.1583961
featureless,5.298317367
features,54.07057877
February,5.298317367
feedbacks,5.298317367
feel,38.04712951
feeling,9.210340372
feels,29.95732274
feet,12.59911523
fell,12.59911523
felt,12.59911523
few,15.64809202
ff,2.207274913
fig,3.688879454
fight,5.298317367
figure,12.59911523
files,5.298317367
fill,4.605170186
filling,5.298317367
final,7.013115795
find,27.9098351
fine,35.36020102
finest,5.298317367
finger,10.36106866
fingerprint,28.96988242
fingers,15.64809202
finish,7.824046011
finished,5.298317367
finishing,9.210340372
fir,2.353878387
first,36.11918413
firstly,4.199705078
fit,11.06663836
fits,4.605170186
fix,20.1144433
fixed,9.210340372
fixing,5.298317367
flagship,45.75096656
flagships,19.56011503
flash,12.59911523
flawless,5.298317367
flaws,9.210340372
flexible,5.298317367
flies,5.298317367
flip,10.59663473
floor,5.298317367
flow,5.298317367
flush,5.298317367
FM,9.210340372
focus,19.56011503
focusing,9.210340372
folder,10.59663473
folders,5.298317367
follow,5.298317367
font,5.298317367
fooling,5.298317367
forced,5.298317367
foremost,5.298317367
forget,14.75551782
form,1.491654877
fortune,5.298317367
found,15.64809202
fps,9.210340372
fragile,5.298317367
frame,5.298317367
free,28.13410717
freedom,5.298317367
frequency,5.298317367
frequent,4.605170186
friendly,4.605170186
friends,22.13327672
front,46.83697643
ft,1.491654877
full,32.2361913
fun,3.101092789
function,7.377758908
functionality,9.210340372
functioning,5.298317367
functions,5.298317367
funny,5.298317367
future,12.59911523
g,0.120909102
gadgets,5.298317367
galaxy,15.64809202
gallery,10.59663473
game,2.590267165
gamer,12.59911523
games,31.90464303
gaming,18.44439727
gave,15.64809202
GB,73.30325855
general,9.210340372
generations,5.298317367
genuine,15.64809202
gesture,4.199705078
gestures,9.210340372
get,46.38963706
gets,26.10379884
getting,38.94451956
gift,4.605170186
gifted,5.298317367
gigs,12.59911523
give,26.52287077
given,25.7510066
gives,21.03934738
giving,31.01092789
glad,5.298317367
glass,50.92744865
glasses,5.298317367
glitches,5.298317367
globe,5.298317367
glorious,5.298317367
go,13.71200965
god,5.298317367
Godspeed,5.298317367
goes,15.64809202
going,37.70548722
gold,26.81925774
golden,5.298317367
Goliath,5.298317367
gone,18.44439727
good,119.84375
goods,5.298317367
Google,15.64809202
gorilla,22.13327672
got,63.24684568
gr,0.916290732
grab,5.298317367
gradient,5.298317367
grainy,5.298317367
grand,5.298317367
graphic,4.199705078
graphics,5.298317367
graphite,13.81551056
great,107.952847
greater,5.298317367
greatest,5.298317367
Grey,5.298317367
grievance,5.298317367
grip,13.81551056
grudge,5.298317367
gs,1.609437912
gt,5.298317367
guaranteed,5.298317367
guarantees,5.298317367
guard,19.56011503
guess,15.64809202
guy,14.97866137
guys,35.40763407
h,0.005012542
had,5.298317367
half,13.40962887
ham,26.96159046
Hamsun,43.74911677
hand,22.87385696
handles,12.59911523
handling,9.210340372
hands,19.31325495
handset,9.210340372
handy,12.59911523
hang,8.160883314
hanged,11.73606902
hanging,11.98292909
hangs,15.64809202
hangups,5.298317367
happen,7.013115795
happened,9.210340372
happening,9.210340372
happy,38.85400748
hard,5.626821434
hardware,19.56011503
hare,4.199705078
hassle,5.298317367
hate,9.210340372
have,17.53278949
having,12.59911523
head,3.101092789
headphone,3.912023005
headphones,12.59911523
headset,5.298317367
hear,11.60168837
heard,9.210340372
hearing,5.298317367
heart,7.824046011
hearted,5.298317367
hearts,5.298317367
heat,7.061635162
heated,9.210340372
heating,35.94878728
heats,12.59911523
heavier,5.298317367
heavy,25.7510066
height,9.210340372
hell,11.06663836
hello,5.298317367
help,19.31325495
helpline,5.298317367
helps,9.210340372
hesitant,5.298317367
hey,3.688879454
hf,4.605170186
hiccups,5.298317367
hie,29.39793555
high,32.95429742
higher,9.210340372
highest,5.298317367
highlight,5.298317367
hindrance,5.298317367
history,9.210340372
hitting,5.298317367
hogging,5.298317367
hold,16.09437912
holding,9.210340372
holds,5.298317367
home,9.210340372
honest,4.605170186
hope,29.95732274
hoping,5.298317367
horrible,9.210340372
horse,5.298317367
hot,9.41551355
hotter,5.298317367
hour,30.27952411
hours,34.80506512
hr,5.318520074
hrs,26.81925774
hub,5.298317367
huge,15.64809202
humongous,5.298317367
hurt,5.298317367
Hyderabad,5.298317367
i,0
ice,0.634878272
icons,5.298317367
id,2.711604636
ideal,5.298317367
ideas,5.298317367
ignore,5.298317367
ii,32.18875825
ill,2.36237358
image,4.605170186
images,9.210340372
imperfectability,5.298317367
impoliticness,5.298317367
important,5.298317367
impossible,5.298317367
impressed,5.298317367
impresses,5.298317367
impression,5.298317367
impressive,5.298317367
improve,13.40962887
improved,5.298317367
improvement,4.605170186
improvements,5.298317367
inboard,5.298317367
inbuilt,12.59911523
include,5.298317367
included,5.298317367
includes,5.298317367
including,5.298317367
incoming,9.210340372
increase,5.298317367
increasing,5.298317367
incredible,5.298317367
India,7.377758908
Indian,4.199705078
Indians,9.210340372
indoor,4.605170186
indoors,5.298317367
inferior,5.298317367
infinite,5.298317367
inflated,5.298317367
informs,5.298317367
ink,2.353878387
innovation,5.298317367
install,8.44023215
installed,22.53213077
installing,5.298317367
instrument,5.298317367
insurance,5.298317367
intact,5.298317367
integration,5.298317367
interaction,5.298317367
interacts,5.298317367
interested,5.298317367
interface,5.298317367
internal,15.64809202
INTERNET,12.59911523
introduced,5.298317367
invest,9.210340372
ion,0.85566611
Ir,5.298317367
irritant,5.298317367
irritating,5.298317367
is,2.899092476
issue,47.64711806
issues,41.44427465
item,9.210340372
j,1.15518264
jam,4.605170186
jammed,5.298317367
jaw,15.8949521
jawbreaker,5.298317367
jeans,5.298317367
jiffy,5.298317367
jig,4.199705078
Jo,5.298317367
job,12.59911523
joke,5.298317367
joy,4.199705078
judge,5.298317367
juice,5.298317367
July,9.210340372
June,5.298317367
just,2.983309754
k,3.438878382
kart,10.59663473
keep,10.05722165
keeping,5.298317367
keeps,12.59911523
kept,9.210340372
key,13.81551056
kicks,5.298317367
killer,35.53378412
killers,5.298317367
kind,20.1144433
km,4.605170186
know,50.65687205
knowing,5.298317367
knowledge,5.298317367
known,5.298317367
kudos,9.210340372
kw,9.210340372
l,0.005012542
labeled,5.298317367
lacking,11.73606902
lacks,9.210340372
lag,27.66811052
lagged,5.298317367
lagging,9.210340372
lags,12.9769389
laking,5.298317367
lame,4.605170186
landscapes,5.298317367
lapse,5.298317367
large,12.59911523
last,45.2205957
lasts,18.44439727
latest,22.13327672
laughed,5.298317367
launch,7.824046011
launched,5.298317367
launcher,5.298317367
lay,1.864330162
leaders,5.298317367
learns,5.298317367
least,18.44439727
leave,5.298317367
lee,3.352407217
left,24.54590528
Leno,5.298317367
lens,5.298317367
Leos,5.298317367
less,18.42068074
lesser,5.298317367
let,10.36106866
lets,5.298317367
letters,5.298317367
level,15.64809202
life,54.06697351
lifestyle,5.298317367
lifetime,5.298317367
light,29.68368951
lightening,5.298317367
lighter,5.298317367
lighting,5.298317367
lightning,5.298317367
lights,9.210340372
lightweight,9.210340372
like,2.61866664
liked,12.59911523
limited,5.298317367
line,22.53213077
list,4.605170186
listening,5.298317367
lithium,5.298317367
little,22.50728573
live,2.162823151
lives,5.298317367
loaded,7.824046011
loading,5.298317367
loads,4.605170186
located,5.298317367
lock,7.377758908
locking,4.605170186
London,5.298317367
long,19.69387502
look,26.15609153
looking,23.46685052
looks,49.43144614
loose,9.210340372
looted,5.298317367
lost,9.210340372
lot,35.30817581
lots,4.605170186
Lotta,5.298317367
loud,12.59911523
love,39.73094844
loved,18.44439727
lovely,5.298317367
loves,9.210340372
loving,5.298317367
low,25.55946713
lower,9.210340372
lowest,5.298317367
lox,5.298317367
loyal,9.210340372
luck,8.399410156
lucky,5.298317367
lunch,5.298317367
lye,5.298317367
m,0.030227276
made,28.96988242
magical,5.298317367
mags,5.298317367
mail,4.605170186
main,18.44439727
major,9.210340372
make,23.93334033
makes,30.17166496
making,12.59911523
malls,5.298317367
manage,3.352407217
managed,4.605170186
management,15.64809202
manner,5.298317367
manual,18.44439727
manufacturer,7.824046011
manufacturers,9.210340372
manufacturing,9.210340372
many,52.97459792
map,4.605170186
maps,5.298317367
mark,7.577185933
market,41.00052014
marks,5.298317367
Marne,5.298317367
marred,5.298317367
marshmallow,9.210340372
marvel,5.298317367
master,4.605170186
masterpiece,5.298317367
match,9.210340372
matter,5.298317367
max,4.605170186
maximum,5.298317367
mean,7.377758908
means,5.298317367
meant,5.298317367
media,4.199705078
medium,5.298317367
mega,10.59663473
member,7.824046011
members,5.298317367
memo,5.466736018
memory,37.70548722
mention,4.199705078
mentioned,9.210340372
menu,5.298317367
mercy,5.298317367
mess,7.377758908
message,9.210340372
messaging,9.210340372
metal,4.605170186
metallic,5.298317367
metros,5.298317367
mi,13.55802318
micro,19.56011503
microphone,5.298317367
mid,4.605170186
middle,5.298317367
migrated,5.298317367
mild,5.298317367
mile,5.298317367
milts,5.298317367
min,12.40369789
mind,9.210340372
minimum,5.298317367
minor,12.59911523
minutes,28.05246318
mirroring,5.298317367
mismanaged,5.298317367
miss,6.43775165
missing,15.64809202
mobile,75.30983993
mobiles,23.46685052
mod,2.162823151
mode,33.1091237
model,25.7510066
models,9.210340372
moderate,12.59911523
modes,5.298317367
modifications,5.298317367
moment,9.210340372
money,41.90676838
monster,5.298317367
month,31.694906
monthly,5.298317367
months,49.74493246
moot,6.907755279
more,6.704814435
most,6.238324625
moth,3.688879454
mother,7.824046011
motherboard,13.81551056
motion,12.59911523
Motorola,5.298317367
mouth,5.298317367
move,11.06663836
movies,5.298317367
mp,7.846634024
MSG,9.210340372
much,36.04464901
multi,4.199705078
multitasking,9.210340372
muns,32.18875825
music,18.44439727
n,0
NA,5.298317367
Nadiya,5.298317367
names,5.298317367
Nanook,13.81551056
natural,4.605170186
ND,11.73606902
NE,3.912023005
nearest,9.210340372
necessary,5.298317367
need,29.11218158
needed,15.64809202
needs,24.54590528
negative,9.210340372
negatives,5.298317367
negligible,5.298317367
net,3.688879454
network,12.59911523
new,44.72368936
news,5.298317367
next,12.59911523
nexus,22.13327672
NFC,9.210340372
NFS,5.298317367
nice,41.00052014
night,4.605170186
nightmare,5.298317367
no,1.250977064
nobody,5.298317367
non,14.75551782
none,9.210340372
normal,45.01457147
nosy,10.59663473
notch,9.210340372
note,16.79882031
nothing,15.64809202
notice,3.506557897
noticed,14.75551782
notification,11.73606902
notifications,5.298317367
number,15.64809202
numerous,9.210340372
offer,11.73606902
offered,5.298317367
offers,5.298317367
office,5.298317367
official,5.298317367
offset,5.298317367
Ojibwas,5.298317367
OK,21.03934738
okay,11.73606902
old,12.47664925
om,0.415515444
one,1.608760497
ones,1.30933332
op,12.48237367
open,19.31325495
opened,5.298317367
opens,5.298317367
operating,5.298317367
opinion,5.298317367
opp,2.253794929
opportunity,5.298317367
opt,2.525728644
opted,9.210340372
optic,5.298317367
option,30.0670481
options,15.64809202
order,8.987196821
ordered,23.46685052
ordinary,9.210340372
Oreo,5.298317367
OS,31.91112044
OT,9.210340372
other,6.120662486
others,15.64809202
outdoor,4.605170186
outdoors,5.298317367
outperforms,5.298317367
outside,5.298317367
outstanding,5.298317367
overall,30.30874373
overpriced,5.298317367
owing,3.912023005
owner,4.605170186
ownership,5.298317367
oxygen,33.7609286
p,0
package,12.59911523
packaging,16.79882031
packed,5.298317367
packing,25.82215618
paid,15.64809202
pain,9.210340372
panel,12.59911523
pap,16.77897146
paps,56.23340192
par,7.570638663
para,3.912023005
parking,5.298317367
part,21.18490549
parts,23.47213803
party,5.298317367
pas,3.352407217
pass,4.199705078
passed,5.298317367
past,4.199705078
patched,5.298317367
pathetic,21.03934738
pause,5.298317367
pay,21.03934738
paying,5.298317367
PC,9.210340372
peace,5.298317367
peed,2.207274913
peeled,5.298317367
peeps,5.298317367
penny,9.210340372
people,34.80506512
peoples,5.298317367
percent,5.298317367
perfect,34.51145631
performance,71.9292517
performer,5.298317367
performing,9.210340372
performs,4.605170186
Peria,5.298317367
period,5.298317367
permanent,5.298317367
permission,4.605170186
permissions,5.298317367
person,14.50211047
personal,7.013115795
persuading,5.298317367
pesky,5.298317367
Pete,5.298317367
phenomenal,9.210340372
phone,57.33529448
phones,76.24618986
photo,11.60168837
photos,30.17166496
physical,9.210340372
pica,9.210340372
pick,9.210340372
picture,15.15437187
pictures,38.94451956
piece,29.95732274
pigpen,9.210340372
pin,2.813410717
pinkish,5.298317367
pinpoint,5.298317367
pis,12.59911523
pixel,14.75551782
pixels,25.19823047
pl,0.771324962
place,2.407945609
placed,7.824046011
placement,3.101092789
plan,12.59911523
plastic,5.298317367
play,7.58847994
played,4.605170186
player,5.298317367
playing,22.13327672
please,31.91112044
pleased,12.59911523
pleasure,5.298317367
plenty,5.298317367
plugged,5.298317367
plus,0.820980552
pm,4.199705078
pocket,12.59911523
poi,2.040220829
point,14.84184475
pointer,5.298317367
policies,9.210340372
polymer,5.298317367
poop,5.298317367
poor,22.53213077
popular,10.59663473
port,5.318520074
portable,5.298317367
positive,7.377758908
positives,12.59911523
possible,4.605170186
post,4.605170186
posted,5.298317367
potential,5.298317367
power,24.60031208
powered,5.298317367
powerful,9.210340372
pr,0.588742121
predefined,5.298317367
pref,4.199705078
prefer,9.210340372
premium,26.81925774
presentation,5.298317367
press,3.101092789
pressed,4.605170186
pressing,5.298317367
pressure,5.298317367
pretty,8.987196821
previous,15.64809202
price,80.82201029
priced,4.605170186
pricing,9.210340372
prim,3.506557897
primary,9.210340372
prime,12.59911523
print,8.701266281
pro,0.536143432
problem,55.99962456
problems,29.95732274
process,10.63704015
processing,9.210340372
processor,28.96988242
produce,8.399410156
produces,5.298317367
product,73.56400742
production,4.605170186
products,26.81925774
professional,9.210340372
program,5.298317367
projects,5.298317367
promote,9.210340372
promoting,5.298317367
prone,8.399410156
proof,5.298317367
proper,3.101092789
properties,5.298317367
pros,31.90464303
protection,15.64809202
protector,22.13327672
protects,5.298317367
protrudes,5.298317367
protruding,5.298317367
proud,5.298317367
prove,3.218875825
proves,5.298317367
provide,15.50546395
provided,9.210340372
provides,9.210340372
providing,9.210340372
proximity,5.298317367
puff,5.298317367
pug,5.298317367
purchase,25.90267165
purchased,26.81925774
purchasing,5.298317367
pure,9.210340372
put,16.8804643
puts,5.298317367
putting,12.59911523
quad,4.605170186
quadword,5.298317367
qualities,5.298317367
quality,88.8219627
query,5.298317367
questioning,5.298317367
quick,22.50728573
quota,5.298317367
r,0
radio,5.298317367
ram,72.55817652
rang,2.465104022
range,30.30874373
ranges,5.298317367
rate,7.770801496
rating,7.377758908
rave,3.352407217
raven,5.298317367
ravishing,5.298317367
raw,3.912023005
razor,5.298317367
rd,3.562330507
reach,5.298317367
read,9.210340372
reading,5.298317367
ready,8.200104027
real,6.43775165
reality,5.298317367
realized,9.210340372
reapplied,5.298317367
rear,32.95305501
reason,7.824046011
reasonable,9.210340372
rec,4.7542359
received,25.7510066
receiving,12.59911523
recharge,5.298317367
recipients,5.298317367
reckon,5.298317367
recognition,5.298317367
recognize,4.605170186
recognizes,5.298317367
recommend,23.20337675
recommended,12.59911523
recommending,5.298317367
record,3.688879454
recorder,5.298317367
recording,12.59911523
recover,4.605170186
recovery,5.298317367
rectifications,5.298317367
red,3.269511441
refund,9.210340372
refurbished,5.298317367
regards,5.298317367
registered,5.298317367
regret,12.8755033
regrets,9.210340372
regretted,5.298317367
regretting,5.298317367
regular,7.824046011
reinstalled,5.298317367
related,9.210340372
relation,5.298317367
release,11.06663836
released,9.210340372
reliance,5.298317367
remember,9.210340372
removable,5.298317367
remove,4.605170186
removed,5.298317367
reno,5.298317367
rep,2.002480501
repair,6.43775165
repaired,12.59911523
repairing,13.81551056
repairs,5.298317367
reparable,5.298317367
repeat,9.210340372
replace,10.36106866
replaced,12.59911523
replacement,25.7510066
replacements,5.298317367
replied,5.298317367
reproduction,5.298317367
