,Mobile,Rating,Date,Review,Rating_Month,Rating_Year,SentiScore
49,vivo v7,1,14-Oct-18,"LESS THAN 7 MONTHS AFTER BUYING THE PHONE, IT HAS STARTED GIVING NETWORK ISSUES",Oct,2018,2
50,vivo v7,4,01-Mar-18,ok,Mar,2018,3
51,vivo v7,5,03-Jan-19,"Very good Mobile with Best picture quality , battery Life and much more",Jan,2019,4
52,vivo v7,5,20-Jul-18,killer,Jul,2018,2
53,vivo v7,5,14-Mar-18,very good phone,Mar,2018,4
54,vivo v7,3,10-Jul-18,"Working condition of earphones very poor
Network not properly working",Jul,2018,3
55,vivo v7,5,20-Dec-18,Vivo becoming the best smartphone with lot of features,Dec,2018,4
56,vivo v7,5,31-Aug-18,very good,Aug,2018,4
57,vivo v7,5,19-Jul-18,awesome phone,Jul,2018,4
58,vivo v7,4,02-Sep-18,Overall good phone but more pricey…,Sep,2018,3
59,vivo v7,4,24-Jun-18,This mobile has awesome Camera and Speakers.But the storage room is less.,Jun,2018,4
60,vivo v7,5,31-Jan-18,nice product,Jan,2018,4
61,vivo v7,5,18-Feb-18,excellent mobile,Feb,2018,4
62,vivo v7,5,15-Feb-18,I like the product,Feb,2018,4
63,vivo v7,1,09-Feb-18,Don't invest your money in this device,Feb,2018,3
64,vivo v7,1,23-Dec-18,Who would but this. Total Waste.,Dec,2018,2
65,vivo v7,1,28-May-18,Don't buy ...my phone got faulty after 15 days can't even return it.,May,2018,2
66,vivo v7,1,16-Apr-18,worst experience i am so apcet,Apr,2018,2
67,vivo v7,1,28-Mar-18,bad deal,Mar,2018,2
68,vivo v7,1,19-Apr-18,Can't use without bake case. Rear camera lenses damage when using without bake case r bouch. And apps r not move to SD card all apps store in mobile storage.,Apr,2018,3
69,vivo v7,1,27-Apr-18,"NEW BY VIVO PRODUCT, IT HANGS AND NOT WORKING AFTER JUST EXPIRING OF WARRANTY PERIOD. CAMERA IS RUBBISH, PHONE IS TOTALLY RUBBISH",Apr,2018,2
70,vivo v7,1,15-May-18,do not purchase,May,2018,3
71,vivo v7,1,19-Mar-18,"Wrost phone by vivo this range, phone's price should be maximum 10000",Mar,2018,2
72,vivo v7,1,17-Jan-18,Don’t buy because 283 pixel density display will be bad,Jan,2018,2
73,vivo v7,1,28-Mar-18,Item does not fulfill my demand. Please return.,Mar,2018,3
74,vivo v7,4,22-Mar-18,"Good phone, no problem seen yet.
I like it.",Mar,2018,4
75,vivo v7,4,26-Apr-18,"Good phone, no problem seen yet.
I like it.",Apr,2018,4
76,vivo v7,5,12-Feb-18,Good mobile,Feb,2018,4
77,vivo v7,5,15-Mar-18,"Nice Product, Thanks to Amazon for fast Delivery.
Now about product I just received today but believe very nice camera and operating system, great phone for selfie lovers and take pictures even in low light very well, full scree also provides much better view, light weight and fit in hands very well.",Mar,2018,5
78,vivo v7,5,25-Jan-18,mobile is good and best signal receiving capacity( 2 times better than any other brands regarding signals).,Jan,2018,4
79,vivo v7,4,05-Feb-18,"Vivo v7 , using this handSet from last 1 month , i bought it from offline store in 15 thousand . Phone is very well working . This is best phone under 15 thousand .
I don't know about gaming performance because am not a kid so never play games on mobile . Day to day uses are working butter smooth on this phone , great camera",Feb,2018,4
80,vivo v7,4,22-Dec-18,All are good,Dec,2018,4
81,vivo v7,5,07-Dec-18,"Excellent product... Great camera output, battery life.. smooth multi tasking without any lags",Dec,2018,4
82,vivo v7,3,09-Sep-18,"By look it's okey, but according to the specifications it's price is little high in comparison of other mobile available, i realized this after purchasing this phon.",Sep,2018,4
83,vivo v7,4,16-Jun-18,Expecting 64GB rom and above in this price,Jun,2018,3
84,vivo v7,4,12-Aug-18,Handling this phone felt so smooth and looks are awesome,Aug,2018,4
85,vivo v7,4,09-Oct-18,Good Mobile from vivo,Oct,2018,4
86,vivo v7,4,27-Jun-18,Hanging problem and touch also work slowly…,Jun,2018,2
87,vivo v7,2,06-Jan-18,"please read this before you buy.
it has a snapdragon 450 soc which you can get for a redmi 5 of 8000RS.
it has an HD not FullHD display which compared to other devices in the price is a shame .also you won't be getting regular software update.",Jan,2018,2
88,vivo v7,1,19-Feb-18,Don't invest your money in this device,Feb,2018,3
89,vivo v7,5,08-Jan-18,"Camera is aweasome, build quality is also fine, but one this can make this phone better, that should be in metal body..",Jan,2018,4
90,vivo v7,3,20-Jan-18,The discount is incorrect. Vivo V7 is sold in the same price in shops and that is without discount. 16990 is without discount. The phone quality is amazing no doubt.,Jan,2018,2
91,vivo v7,4,13-Jan-18,"Camera Quality is too gud however screen size is not exact 5.7""it's less than 5.7""",Jan,2018,4
92,vivo v7,1,19-Jan-18,Outdated processor just make people full.....,Jan,2018,3
93,vivo v7,5,21-Jan-18,"Awesome phone in this range....
Camera are to good.
Processor and other things are better than other smart phone..
If you are looking for good mid range smart phone than go for it…",Jan,2018,5
94,vivo v7,2,07-Jan-18,"Snapdragon 450, thats too low for this budget .Dont buy vivo or oppo phones",Jan,2018,3
95,vivo v7,3,02-Jan-18,Average product,Jan,2018,3
96,vivo v7,1,26-Jan-18,They mentioned no cost emi but they charging interest,Jan,2018,3
97,vivo v7,4,14-Apr-18,Vivo v7 is a great phone it's camera clarity is also great,Apr,2018,4
98,vivo v7,1,23-Mar-18,"Earlier I was using Vivo v3 max ND was satisfied by the phone so went with vivo v7 but this phone didn't met my expectations. Regretting to buy
",Mar,2018,4
99,vivo v7,1,23-Feb-18,Phone is so hang up,Feb,2018,2
100,vivo v7,1,05-May-18,"Vivo v7 mobile faltu he.... Camera quality very Bad.. And amazon side se koi bhi chiz purchase mat Karo koi customer ki need ko nahi samaj ta
I have no setisfide this product",May,2018,2
101,vivo v7,5,11-Jan-18,good,Jan,2018,4
102,vivo v7,3,16-Jul-18,good,Jul,2018,4
103,vivo v7,1,14-Jan-18,"Faltu phone hai aise bhi phone market me kaise
Chal Kate hai smaj bhi aata",Jan,2018,2
104,vivo v7,3,09-Feb-18,"If we talk about camera or display then phone is pretty good but overall performance is not good as my except in 16k, some other phone like honor 7x, moto g5s plus is much better in range of 13k to 15k",Feb,2018,4
105,vivo v7,1,23-Apr-18,"Purely wastage of money.... Shame to Vivo for the cheapest quality phone .... Performance of front camera (24 Mega pixel) is only for advertising... F*****P Vivo
Don't go for this mobile",Apr,2018,3
106,vivo v7,1,25-Jan-18,Money waste due to camera not good for selfyyy,Jan,2018,3
107,vivo v7,5,13-Apr-18,I bought this phone back in December 2017. So far there are no complaints. I would say this phone will fall under reasonable budget. Thank you VIVO for providing such a nice phone at this price.,Apr,2018,4
108,vivo v7,2,03-Feb-18,"Rare camera is poor

Advice not to purchase the product..",Feb,2018,2
109,vivo v7,5,10-Jan-18,Awesome product ??thank you amazon,Jan,2018,4
110,vivo v7,1,30-Jan-18,"Product is good but it's screen Size is lower than what we get in market .
No cover Avilable",Jan,2018,4
111,vivo v7,1,18-Feb-18,waste of camera,Feb,2018,2
112,vivo v7,1,28-Feb-18,After few days of purchase it's become very slow.pls don't buy this phone.. waste of money,Feb,2018,2
113,vivo v7,1,25-Mar-18,"Bettery is very low
Bad courrier service",Mar,2018,3
114,vivo v7,2,18-Mar-18,Poor Canara quality,Mar,2018,2
115,vivo v7,4,25-Feb-18,good phone for the value but camera is not that great as mentioned in the description. there is practically no zoom if you zoom it the image gets blurred or distorted. performance is good . music/sound quality is good.,Feb,2018,4
116,vivo v7,5,22-Feb-18,Amazing phone with reasonable price. Speed of phone is excellent. Camera quality is superb... with long lasting battery backup.,Feb,2018,4
117,vivo v7,5,26-Jan-18,very good phone.. worth..,Jan,2018,4
118,vivo v7,3,12-Feb-18,"Third party app lock not supporting in vivo v7, even inbuilt lock system don't supporting…",Feb,2018,4
119,vivo v7,1,31-Jan-18,poor managament,Jan,2018,2
120,vivo v7,1,25-Apr-18,"When I have selected payment in EMI mode of 9 months why it not converted please tell me, other wise I need to return this product, I cannot pay whole amount in one time",Apr,2018,4
121,vivo v7,1,15-Jan-18,Product is awesome but offers ( 100gb data - vodafone) is fake,Jan,2018,3
122,vivo v7,1,04-Feb-18,Good product but accessories color should be same as phone color,Feb,2018,4
123,vivo v7,4,10-Jan-18,"Very good product
N good service",Jan,2018,4
124,vivo v7,5,07-Feb-18,Good mobile in under 20K,Feb,2018,4
125,vivo v7,3,15-Feb-18,It's good I'm happy with this phone.,Feb,2018,4
126,vivo v7,1,26-Apr-18,"Head phone Jack not connecting..
Not able to pick up the call after swiping..
Very bad experience just after one month..
Unfortunately., purchased V9 also..
I am not sure about the fate with V 9..
Why we have to spend that much money on these phones??
Not reliable...",Apr,2018,2
127,vivo v7,1,13-Apr-18,Bad. Phone don't buy this.,Apr,2018,2
128,vivo v7,5,23-Aug-18," bought this mobile 5months back,the problem is with charging, adaptor is OK but the USB data cable with it is just showing charging symbol in mobile but not charging a single point, this problem occurred from past 1 month and no other charger or USB cables r supporting to charge,some what am managing with one of my friend's vivo v5 charger,pls find out a solution- amazon r vivo authorized service centers as the mobile is still in warranty, tried contacting service centers but lacks response.other then this mobile is superb more then what I expected, thanx",Aug,2018,2
129,vivo v7,5,26-Jan-18,nice phone,Jan,2018,4
130,vivo v7,1,20-Jan-18,wrost product total waist of money,Jan,2018,2
131,vivo v7,5,05-Feb-18,Very nice product.... Got it at the best least price,Feb,2018,4
132,vivo v7,5,13-Mar-18,"I really satisfied with this phone. the feature which I am looking for is in this phone.
In this good price with complete feature availability :)
Good decision to buy this phone.... :) :) :)",Mar,2018,4
133,vivo v7,5,18-Feb-18,"Product received before agreed timelines and the product is as good as shown in images and received in good conditions...
Vivo 7, is super and owesome device and once should have it....econamic with all features.....",Feb,2018,4
134,vivo v7,4,16-May-18,"Its a big sleek good looking phone. It has a wide big screen and a powerful processor. Compatible with most apps. Has the latest android version.
The cameras are excellent, especially the front one.
It's a sturdy phone so it won't break so easily.
Awesome for clicking photos and recording videos.
And to top it all, it comes with a pretty decent price.",May,2018,5
135,vivo v7,2,15-Feb-18,Somehow phone is not working properly. Its very slow and not supporting chorme version also. And when started using immediately two times software got updated but its useless.,Feb,2018,3
136,vivo v7,1,29-Mar-18,"Camera quality is not good and battery back up is very poor picture quality also not good and we can not move apps to SD card, for this cost better we can go for redmi…",Mar,2018,4
137,vivo v7,1,17-Jan-18,Not as expected.... Better option go for MI A1 or honor 9 lite.....,Jan,2018,4
138,vivo v7,4,23-May-18,Nice n good-looking front camera is also very good,May,2018,4
139,vivo v7,4,23-Jan-18,Product is good & camera quailty is also good.I got my product before estimate date.Thank u Amazon.,Jan,2018,4
140,vivo v7,4,11-Feb-18,I ordered vivo v7. After two days phone is delivered phone is good camera is also good only one problem video call can't be directly either it is through deo or jio 4g voice.,Feb,2018,4
141,vivo v7,1,13-Feb-18,camera is worst.. it never have the quality of 24 MP. zoom image do not have clear view. let me attach a photo i clicked..never like it..,Feb,2018,4
142,vivo v7,4,12-Feb-18,phone is light weight & good but battery back is ok,Feb,2018,4
143,vivo v7,5,10-Mar-18,Anyone searching for a great performance and camera phone then go for vivo v7 really satisfied with the device it's really good I loved it thank you amazon for the phone just a fill in please improve the delivery agent hospitality they're not that kind but I believe you guys can get much better...,Mar,2018,5
144,vivo v7,5,27-Jan-18,"Very nice phone,
Front cam is not Good.",Jan,2018,4
145,vivo v7,2,23-Feb-18,"Not Happy this time, Bcoz this is my 2nd purchase of V7, I got very nice earphone on Ist puchase but this time the earphone is very cheap, worst sound, bad quality, not fitted in ears. Can it will change from service center. Plz suggest. I have uploaded both earphone's pic. Red one is ist time puchase & 2nd one is this time.",Feb,2018,3
146,vivo v7,1,25-May-18,"Very very bad experience. I have purchased INR 17,000 mobile phone thinking that VIVO company is excellent but to my expectations this was the worst experience in my online purchasing with AMAZON. From the first day there were hearing issues & heating problems in VIVO V7. I think the company is making fool to people. Even below INR 10,000 phones are much better than this VIVO V7 phone.
WORST EXPERIENCE.
VIVO COMPANY SHOULD RE-THINK ITS STRATEGY.",May,2018,2
147,vivo v7,2,05-Feb-18,"lot of hanging problem it is about 1 month ago to buy this set after installing 4 to 5 apps like makemytrip, instagram , facebook. Now am facing these kind of issues in handset.Camera is Ok .Battery is also fine but i don't think that this handset has 4 GB Ram.",Feb,2018,3
148,vivo v7,2,21-May-18,"This is all about making user's fool....vivo having 16rear and 24MP FRONT CAMERA but this is all about how vivo.making us fool....cause there have nothing to proof any camera pixal ..but yes I do have...I have Samsung S4 which having 13MP camera which picture size comes 5to6 MB each photo and here with 24mp it's having high quality picture size which is 2to3mb size....now you can see that what type of camera vivo is giving ....one more thing...
They are selling product with 4gb RAM but for you only 1.86gb available which is equal to any 3gb RAM PHONE....
SO my Moto only to update you with the feature which will not updated. By any app or software....
There have few parameters for check the camera pixals.8MP will produce 2 -3 MB pic size .
12MP will produce 3-4MB
16MP camera's pic size will be 4-5mb
And 20-24 MP camera's pic size will be 6mb minimum...n that image will not blur after zooming up....",May,2018,2
149,vivo v7,1,09-Jan-18,10days k bad phone automatically band ho Gaya aur power on Nahi ho Raha ab service center Jana padega,Jan,2018,2
150,vivo v7,5,23-Jan-18,I simply love this????,Jan,2018,4
151,vivo v7,3,27-Dec-18,"Display not good if u want to watch videos on YouTube or online the display not good

Not suggest to go for this

24 front camera waste one",Dec,2018,4
152,vivo v7,1,03-Mar-18,"Very poor battery backup ,2 to 3 time mobile charge in one day",Mar,2018,2
153,vivo v7,5,18-Jan-18,Nice phone with all features,Jan,2018,4
154,vivo v7,5,26-Jan-18,Good Phone :),Jan,2018,4
155,vivo v7,5,12-Feb-18,Vivo v7 is very nice option,Feb,2018,4
156,vivo v7,5,24-Jan-18,Good Service & Product..,Jan,2018,4
157,vivo v7,5,30-Jan-18,Worth your money !!!!,Jan,2018,4
158,vivo v7,2,17-May-18,Camera quality is too poor.,May,2018,2
159,vivo v7,4,24-Jan-18,Good,Jan,2018,4
160,vivo v7,5,29-Jan-18,good,Jan,2018,4
161,vivo v7,4,10-Oct-18,Best camera quality.,Oct,2018,4
162,vivo v7,4,16-Apr-18,Good product I like it,Apr,2018,4
163,vivo v7,4,13-Jan-18,Its very nice. 4stars because back camera wpuld have been still better,Jan,2018,4
164,vivo v7,5,21-Mar-18,Good phone.... suggesting to buy this phone,Mar,2018,4
165,vivo v7,4,06-Mar-18,I am using this phone for almost 2 months now. Camera is very good.,Mar,2018,4
166,vivo v7,5,26-Jan-18,I received before except date the mobile was very excellent,Jan,2018,4
167,vivo v7,3,27-Jan-18,Packaging is very bad .improve it,Jan,2018,3
168,vivo v7,4,20-Mar-18,"Liked the product..Got it for 12,200 only in exchange",Mar,2018,4
169,vivo v7,5,02-Feb-18,Good phone. It's a best phone,Feb,2018,4
170,vivo v7,5,24-Feb-18,Vrry nice phone at this price..loved it,Feb,2018,4
171,vivo v7,5,25-Mar-18,Excellent in all,Mar,2018,4
172,vivo v7,5,09-Jan-18,Grt phone,Jan,2018,3
173,vivo v7,5,10-Mar-18,Excellent phone at this price.,Mar,2018,4
174,vivo v7,5,15-Jan-18,Absolutely nice device..,Jan,2018,4
175,vivo v7,5,03-Feb-18,Super phone nice camera,Feb,2018,4
176,vivo v7,5,02-Mar-18,Killer performance.,Mar,2018,2
177,vivo v7,2,28-Feb-18,Battery backup is not good,Feb,2018,4
178,vivo v7,5,21-Jan-18,Perfect phone,Jan,2018,4
179,vivo v7,5,25-Jan-18,I didn't not received book my show coupins,Jan,2018,3
180,vivo v7,5,07-Feb-18,Amzing phone I have ever bought.. I love it,Feb,2018,4
181,vivo v7,2,04-Jan-18,Does not support HD video calls for Jio . Not mentioned in the specs. Could have specified in specs so that people are aware and make a decision to buy.,Jan,2018,4
182,vivo v7,5,13-Mar-18,Very good phone @ this price range.,Mar,2018,4
183,vivo v7,5,13-Feb-18,Nice phone to buy under 12k on exchange,Feb,2018,4
184,vivo v7,3,31-Jan-18,Battery back up is not good.,Jan,2018,4
185,vivo v7,5,16-Apr-18,one of the best mobile of recent time .,Apr,2018,4
186,vivo v7,5,18-May-18,"Vivo V7 is fabulous phone....
Camera clarity is awesome specially front camera and thanks for Amazon courier service",May,2018,4
187,vivo v7,5,12-Jan-18,Very nice mobile ... Super,Jan,2018,4
188,vivo v7,2,25-Jan-18,I will fell bad product,Jan,2018,2
189,vivo v7,4,06-Feb-18,Rear Camera could have been better. Pixels are visible,Feb,2018,4
190,vivo v7,4,03-Feb-18,Selfie camera super. No weight phone looking super,Feb,2018,4
191,vivo v7,4,12-Feb-18,Hi I want replacement this phone colour is not good,Feb,2018,4
192,vivo v7,5,20-Apr-18,Awesome mobile of this range,Apr,2018,4
193,vivo v7,1,19-May-18, brought this product on 17th May but charger was missing i tried to replacement but they said it will take 5days after returning the product,May,2018,3
194,vivo v7,5,30-Jan-18,excellent,Jan,2018,4
195,vivo v7,5,13-Jan-18,Super,Jan,2018,4
196,vivo v7,2,03-Mar-18,Ordered gold but received silver,Mar,2018,4
197,vivo v7,4,20-Mar-18,"Nice
",Mar,2018,4
198,vivo v7,3,19-Jan-18,Very nice,Jan,2018,4
199,vivo v7,5,19-Jan-18,Gud one vivo v7 mobile ...i love it... But one problem is there battery backup it's come s for 1 day only…,Jan,2018,4
200,vivo v7,5,07-Jun-18,I got this fone n m damn glad tht I bought it.. I mus tell it's an osm fone to b used... Gudlukng classy..worth it... Loved it.. Thank-you soo much amazon,Jun,2018,4
201,vivo v7,3,04-Jan-18,"kBattery backup is not good, if we r capturing photo after click we have to waited for 2second , if not photo will be blurr",Jan,2018,4
