Mobile,Rating,Date,Review,Month,Year,Audio,Battery,Camera,Design,Fingerprint,Memory,OS,Performance,Others
vivo v5+,5,10-Nov-17,good,Nov,2017,,,,,,,,,
vivo v5+,5,28-Sep-17,awesome picture quality happy good selfish lovers,Sep,2017,,,,,,,,,
vivo v5+,1,03-Sep-17,very bed defective product deliver amazon,Sep,2017,,,,,,,,,
vivo v5+,5,01-Aug-17,awesome phone loved ,Aug,2017,,,,,,,,,
vivo v5+,4,09-Sep-17,excellent product,Sep,2017,,,,,,,,,
vivo v5+,5,25-Sep-17,good phone,Sep,2017,,,,,,,,,
vivo v5+,4,16-Aug-17,superb,Aug,2017,,,,,,,,,
vivo v5+,5,25-Nov-17,i buy phone vivo v plus the cash back guaranteed visa card payment i payment ed visa card but cash back credited account,Nov,2017,,,,,,Yes,,,
vivo v5+,5,21-Sep-17,awesome product vivo is best,Sep,2017,,,,,,,,,
vivo v5+,5,13-Oct-17,good,Oct,2017,,,,,,,,,
vivo v5+,1,15-Dec-17,i received cash back instead ,Dec,2017,,,,,,,,,
vivo v5+,1,19-Jan-17,unrated experience gave write comment worth ,Jan,2017,,,,,,,,,
vivo v5+,1,26-Oct-17,vivo,Oct,2017,,,,,,,,,
vivo v5+,5,30-Aug-17,good,Aug,2017,,,,,,,,,
vivo v5+,1,25-Oct-17,worst,Oct,2017,,,,,,,,,
vivo v5+,3,14-Oct-18,actually issue product i want continue using i m disappointed exchange offer vivo v vivo giving k k exchange whereas brands giving ,Oct,2018,,,,,,,,,
vivo v5+,5,30-Nov-17,excellent a clone phone a bit costly but quality performance real good no heating issues battery lasts long apart fast charging,Nov,2017,,Yes,,,,,,Yes,
vivo v5+,5,10-Oct-18,i using phone year now flawless performance aspects very good battery life great camera sound great display perfect touch not single issue hang switched heating very satisfied phone,Oct,2018,Yes,Yes,Yes,Yes,,,,Yes,
vivo v5+,5,28-Sep-17,super,Sep,2017,,,,,,,,Yes,
vivo v5+,2,15-Nov-17,lo costly lure pol increased advertisement can get better phones half price,Nov,2017,,,,,,,,,Yes
vivo v5+,5,27-Mar-18,what phone i bought set June almost months purchase malfunction set camera quality superb quick charge option eye protection many good feature,Mar,2018,,Yes,Yes,,,,,,
vivo v5+,5,18-Jul-17,it good product the camera photo quality good its also look like phone charging fast sound also amazing totally great product thank u giving feature reasonable price thank u,Jul,2017,Yes,Yes,Yes,,,,,Yes,Yes
vivo v5+,1,28-Sep-17,no Chinese brand its worth money,Sep,2017,,,,,,,,,
vivo v5+,5,19-Oct-17,very good quality product worth money,Oct,2017,,,,,,,,,
vivo v5+,5,25-Sep-17,hello guys think much buy its superb phone especially i talk camera battery i know people given less rating phone if i option put i given battery life good no heating issue charging best selfish camera ever dual cameras good packaging vivo stylish looks what else need,Sep,2017,,Yes,Yes,Yes,,,,,
vivo v5+,3,20-Dec-17, pip resolution screen size saying ,Dec,2017,,,Yes,Yes,,,,,
vivo v5+,1,10-Oct-17, phone working properly,Oct,2017,,,,,,,,,
vivo v5+,1,17-Oct-17,very worst product customer support also workability's vs amazon best sawer flip kart pl get mobiles accessories,Oct,2017,,,,,,,,,
vivo v5+,3,06-Nov-18,better take v pro v good this k better take v pro k,Nov,2018,,,,,,,,,
vivo v5+,5,03-Jan-18,vivo v plus best,Jan,2018,,,,,,,,,
vivo v5+,1,24-Feb-18,poop vivo useless features phone,Feb,2018,,,,,,,,,
vivo v5+,4,28-Nov-17,memory card supported,Nov,2017,,,,,,Yes,,,
vivo v5+,5,03-Mar-18,vivo v plus seem slot hybrid hie ya non hybrid,Mar,2018,,,,,,,,,
vivo v5+,3,23-Oct-17,awesome phone camera battery good,Oct,2017,,Yes,Yes,,,,,,
vivo v5+,1,08-Dec-17,heating problem,Dec,2017,,Yes,,,,,,,
vivo v5+,5,23-Dec-17,double tap turn screen appetite,Dec,2017,,,,Yes,,,,,
vivo v5+,5,01-Mar-18,nice phone,Mar,2018,,,,,,,,,
vivo v5+,1,28-Feb-18,camera quality bad,Feb,2018,,,Yes,,,,,,
vivo v5+,1,26-Sep-17,unsold account,Sep,2017,,,,,,,,,
vivo v5+,2,10-Oct-17,pay gives discount vivo plus discount net amour buyers cash back,Oct,2017,,,,,,,,,
vivo v5+,4,13-Jan-18,good product,Jan,2018,,,,,,,,,
vivo v5+,5,19-Sep-17,good,Sep,2017,,,,,,,,,
vivo v5+,5,25-Oct-17,best phone,Oct,2017,,,,,,,,,
vivo v5+,4,02-Jan-18,superb phone awesome battery backup use s edge ham ND ham use g whole day just charge ,Jan,2018,,Yes,,Yes,,,,,
vivo v5+,3,29-Sep-17,this phone will do a good job for the first few days high speed everything been using this for months you get better mobiles at this range it doesn't worth nowadays u get one plus t for this phone such the only plus point is the camera please don't go for this mobile,Sep,2017,,,Yes,,,,,Yes,
vivo v5+,5,02-Sep-17,first phone gives feel like apples is interface looks super amazing hardware smooth comes GB ram GB ROM snapdragon etc etc camera photographer i highly recommend i attached pica clicked phone coming accessories earphones good amazing bass many things provided don't think much go ,Sep,2017,,,Yes,Yes,,Yes,Yes,Yes,
vivo v5+,5,23-Jul-17,fabulous phone great battery backup fabulousness camera quality,Jul,2017,,Yes,Yes,,,,,,
vivo v5+,5,19-Sep-17,nice photography phone,Sep,2017,,,,,,,,,
vivo v5+,5,27-Jul-17,nice job,Jul,2017,,,,,,,,,
vivo v5+,5,13-Oct-17,best phone works good looks also cool,Oct,2017,,,,Yes,,,,,
vivo v5+,4,21-Sep-17,pl purchase amazon price provide amazon off line purchase pl visit market u will best offer,Sep,2017,,,,,,,,,Yes
vivo v5+,5,20-Sep-17,good specs value money products,Sep,2017,,,,,,,,,
vivo v5+,5,05-Oct-17,awesome phone,Oct,2017,,,,,,,,,
vivo v5+,5,18-Jul-17,complete alga phone amazing,Jul,2017,,,,,,,,,
vivo v5+,5,14-Jul-17,good performance super super wow smooth excellent work,Jul,2017,,,,,,,,Yes,
vivo v5+,1,20-Dec-17,worst,Dec,2017,,,,,,,,,
vivo v5+,5,02-Mar-18,sample photos taken vivo plus ,Mar,2018,,,,,,,,,
vivo v5+,3,27-Nov-17,vivo v v plus one i buy plus suggest,Nov,2017,,,,,,,,,
vivo v5+,4,25-Sep-17,vivo plus waterproof are not,Sep,2017,,,,,,,,,
vivo v5+,1,10-Nov-17,don't go worst battery backup n phone hangs frequently it month waste money,Nov,2017,,Yes,,,,,,,
vivo v5+,3,25-Aug-17, phone better vivo phones considering price phone good can get better specifications axiom red mi note much cheaper price least snapdragon also better better battery life price also phone android ,Aug,2017,,Yes,,,,,Yes,,Yes
vivo v5+,4,23-Sep-17,really good,Sep,2017,,,,,,,,,
vivo v5+,5,26-Sep-17,good mobile ,Sep,2017,,,,,,,,,
vivo v5+,5,03-Oct-17,awesome,Oct,2017,,,,,,,,,
vivo v5+,5,10-Aug-17,observantly superb phone u r selfish lover th go better phones price segment best selfish world,Aug,2017,,,,,,,,,Yes
vivo v5+,5,06-Jul-17,it heat its battery powerful camera awesome the best phone sold market,Jul,2017,,Yes,Yes,,,,,Yes,
vivo v5+,1,02-Sep-17,vivo good marketing advertisement,Sep,2017,,,,,,,,,
vivo v5+,5,11-Aug-17,i satisfied vivo v i purchased DEC working well no hang problems cameras awesome overall performance good go n enjoy one demerit u can use one seem memory cardiac memory card seem slots ,Aug,2017,,,,Yes,,Yes,,Yes,
vivo v5+,1,28-Sep-17,you can get much better phone within rs k metal body moot gs plus Nanook latest version android do pay extra rs additional mp camera CMOS plays important role along camera mega pixel phone good CMOS all rs k phones providing good camera for professional photos will always need SLR camera does anyone buy quality product price,Sep,2017,,,Yes,Yes,,,Yes,,Yes
vivo v5+,4,21-Sep-17,hey guys just go commerce sites get better price sale just gimmick you pay indictment,Sep,2017,,,,,,,,,Yes
vivo v5+,4,07-Aug-17,my favorite phone customer enjoy phone please and thanks phone,Aug,2017,,,,,,,,,
vivo v5+,1,27-Sep-17,not worth money phone hanging contacts multiplying automatically mp front camera even mp worth,Sep,2017,,,Yes,,,,,,
vivo v5+,5,17-Jul-17,good phone,Jul,2017,,,,,,,,,
vivo v5+,1,09-Aug-17,worst phone getting heat,Aug,2017,,Yes,,,,,,,
vivo v5+,4,12-Aug-17, really good mobile use ,Aug,2017,,,,Yes,,,,,
vivo v5+,5,31-Aug-17,great phone,Aug,2017,,,,,,,,,
vivo v5+,5,23-Aug-17,excellent,Aug,2017,,,,,,,,,
vivo v5+,5,21-Jun-17,well using months what like phone selfish camera best never seen self much better pix i music lover hi phi music mode given absolutely terrific permanence it takes around min charge completely battery good once full charged will run whole day screen touch good smooth but phone big size also heavy drop mistake will break look wise without back cover will love sexy beast head phone given phone good GB ram internal sufficient it gets heat time charging much like heater other heat,Jun,2017,Yes,Yes,Yes,Yes,,Yes,,Yes,
vivo v5+,1,26-Aug-17,don't buy worst mobile money waste camera quality good,Aug,2017,,,Yes,,,,,,
vivo v5+,1,24-Sep-17,worst phone,Sep,2017,,,,,,,,,
vivo v5+,1,04-Sep-17,bad phone price ,Sep,2017,,,,,,,,,Yes
vivo v5+,1,20-Aug-17,Chinese crap,Aug,2017,,,,,,,,,
vivo v5+,1,22-Sep-17,worst phone ever forever,Sep,2017,,,,,,,,,
vivo v5+,1,15-Sep-17,very bad every aspect don't buy ,Sep,2017,,,,,,,,,
vivo v5+,1,24-Jul-17,don't buy Chinese products protect borders soldiers brave Indian friends,Jul,2017,,,,,,,,,
vivo v5+,5,07-Jul-17,top phone price point,Jul,2017,,,,,,,,,Yes
vivo v5+,1,20-Jul-17,donut buy Chinese products,Jul,2017,,,,,,,,,
vivo v5+,1,22-Jul-17,bad phone will get much better specs price segment so choose phone,Jul,2017,,,,,,,,,Yes
vivo v5+,1,28-Jun-18,cry,Jun,2018,,,,,,,,,
vivo v5+,3,25-Apr-18,getting frequent switch micro max yew eureka far better compared performance,Apr,2018,,,,,,,,Yes,
vivo v5+,5,25-Dec-17,great phone selfish super,Dec,2017,,,,,,,,Yes,
vivo v5+,5,27-Jan-18, good,Jan,2018,,,,,,,,,
vivo v5+,5,12-Jan-18,a,Jan,2018,,,,,,,,,
vivo v5+,4,17-Dec-17,nice,Dec,2017,,,,,,,,,
vivo v5+,4,28-Oct-17,i ordered vivo v made selfish music i just wanted give try keep mind brands considering china brands i prime member one day delivery got phone started using took selfish good i thinking booker effect work well ,Oct,2017,Yes,,,,,,,,
vivo v5+,5,01-Feb-18,nice product expected,Feb,2018,,,,,,,,,
vivo v5+,5,27-Dec-17,after using one week i writing review no heating problem quick charging supporting volt signal updating android nougat one day charging continuously net,Dec,2017,,Yes,,,,,Yes,,
vivo v5+,5,23-Nov-17,quite satisfied till now actually worth buy rate camera highlight phone front rear battery backup good,Nov,2017,,Yes,Yes,,,,,,
vivo v5+,3,30-Oct-17,vivo star amazon star,Oct,2017,,,,,,,,,
vivo v5+,5,15-Oct-17,nothing like,Oct,2017,,,,,,,,,
vivo v5+,1,04-Oct-17,after weeks usage camera decent selfish gr advertised rear camera good images blur zoomed performance this phone lags even GB ram snapdragon processor phone extremely slow cant handle even paps doing multitasking hazard phone listening music browsing INTERNET just opened another pap much lag zero speed performance phone even GB ram lower processor phones way fast multi task good phone pathetic don't expect lags configuration so straightaway reject phone battery so far good lasts data avg usage so opinion do not buy bear phone specs cannot handle paps simultaneously,Oct,2017,Yes,Yes,Yes,,,Yes,Yes,Yes,
vivo v5+,1,01-Nov-17,used days starting ,Nov,2017,,,,,,,,,
vivo v5+,5,21-Mar-18,vivo v plus launched rs earlier year the smart phone now available rs the device features inch hf display x pixel resolution powered GHz recontact communal snapdragon processor coupled GB ram running android marshmallow device offers GB internal storage can hold micros cards GB it comes dual selfish cameras front one mp camera nosy mix sensor f aperture mp camera at back mp rear camera the smart phone ham battery well,Mar,2018,,Yes,Yes,Yes,,Yes,Yes,,
vivo v5+,3,25-Sep-17,i bought exchange but amazon continue invoice quoted price without considering exchange be careful buying exchange the product worth k my old phone working better if amazon cloud tail mischief i shall return product,Sep,2017,,,,,,,,,Yes
vivo v5+,5,09-Dec-17,over i fully satisfied phone along features i recommend phone friends,Dec,2017,,,,,,,,,
vivo v5+,5,12-Dec-17,mobile good price high,Dec,2017,,,,,,,,,Yes
vivo v5+,5,29-Nov-17,a great phone comfortable use lots features new age what else expected smart phone it just great i proud vivo plus user,Nov,2017,,,,Yes,,,,,
vivo v5+,4,06-Aug-17,it good product the camera photo quality good its also look like phone charging fast sound also amazing totally great product thank u giving feature reasonable price thank u,Aug,2017,Yes,Yes,Yes,,,,,Yes,Yes
vivo v5+,1,01-Sep-17,world worst phone buy CPU pug phone poor heating problem ,Sep,2017,,Yes,,,,,,,
vivo v5+,5,06-Sep-17, nice mobile,Sep,2017,,,,,,,,,
vivo v5+,1,08-Sep-17,worst specification high price never go phone,Sep,2017,,,,,,,,,Yes
vivo v5+,1,08-Sep-17,waste money buy please,Sep,2017,,,,,,,,,
